"SubjectTag","SurveyYear","Age","Gender","DV","ZGenderAge"
44902,NA,NA,NA,NA,NA
45201,2010,16,1,151,-0.367242513799409
45202,NA,NA,NA,NA,NA
45501,2010,20,2,130,-0.568443913344395
45502,2010,17,2,130,-0.354785212934872
45801,2010,16,2,120,-0.598895624325807
45901,2010,18,1,190,0.454086337944055
45902,2010,17,1,165,-0.086460747026559
45903,NA,NA,NA,NA,NA
46201,NA,NA,NA,NA,NA
46501,2008,23,1,190,0.141005622744935
46701,2010,24,2,150,-0.304805197342017
46702,2010,19,1,145,-0.823455610383724
47101,2004,24,1,215,0.674044473616695
47102,2006,24,2,190,0.663620635833677
47201,NA,NA,NA,NA,NA
47401,2010,20,1,150,-0.792697241902675
47402,2010,18,1,175,0.0440246756842791
47403,NA,NA,NA,NA,NA
47501,2010,16,2,110,-0.927208982693761
47601,2010,19,2,165,0.552814946961268
47602,2010,17,1,144,-0.651950394576667
47801,2000,24,1,130,-1.53249542981832
47802,2002,23,2,140,-0.43074212842036
48501,NA,NA,NA,NA,NA
48502,2010,19,1,190,0.423810162062361
48503,2010,18,1,150,-0.639411428082014
49101,NA,NA,NA,NA,NA
49102,NA,NA,NA,NA,NA
49201,2010,20,1,143,-0.978166598690892
49202,2010,18,1,147,-0.721423760533969
49203,NA,NA,NA,NA,NA
49401,NA,NA,NA,NA,NA
49402,2010,22,1,200,0.432598079465066
49501,2006,20,1,185,0.134649542038412
49502,2010,21,2,190,1.04200206621227
49901,2006,24,2,115,-1.15217780137075
50101,NA,NA,NA,NA,NA
50102,NA,NA,NA,NA,NA
50301,2004,23,2,132,-0.633042361309047
50302,2010,23,2,185,0.707196681578506
50303,2010,20,2,120,-0.834782527652372
50401,NA,NA,NA,NA,NA
50402,2010,20,2,128,-0.62171163620599
50403,NA,NA,NA,NA,NA
50601,2010,18,2,102,-1.2886806447885
50701,2008,23,1,200,0.416282623998139
50702,2008,20,2,195,1.16275707965746
51401,2010,23,2,220,1.59226020046651
51402,2010,19,1,185,0.285225076235018
51403,2010,17,2,127,-0.451544816462565
51501,NA,NA,NA,NA,NA
51502,NA,NA,NA,NA,NA
51901,2010,21,2,145,-0.190571149049978
52201,1998,19,1,165,-0.269115267074353
52202,NA,NA,NA,NA,NA
52501,NA,NA,NA,NA,NA
52502,NA,NA,NA,NA,NA
52801,2002,20,1,150,-0.792697241902675
52802,2008,23,2,110,-1.18936800175294
52901,2004,21,1,183,0.0898275627712997
52902,2004,20,1,185,0.134649542038412
52903,2010,24,1,215,0.674044473616695
53001,NA,NA,NA,NA,NA
53002,1994,19,1,130,-1.23921086786575
53003,2002,24,2,145,-0.425858426488979
53201,NA,NA,NA,NA,NA
53202,NA,NA,NA,NA,NA
53301,2010,17,2,112,-0.935342834101027
53601,2010,24,2,200,0.905727094127601
53602,2010,19,1,189,0.396093144896892
54201,2008,24,1,205,0.414451543800811
54202,2010,22,2,130,-0.681132641974799
54401,2010,20,2,125,-0.701613220498384
54601,2006,24,2,150,-0.304805197342017
54602,2010,20,1,170,-0.26278479393634
54801,2006,23,2,153,-0.102004249976243
54802,2010,23,1,170,-0.409548379761473
54803,2010,19,2,150,0.0972139271180595
54804,NA,NA,NA,NA,NA
55001,2004,23,2,240,2.09801078268823
55002,2008,24,2,160,-0.0626987390480938
55201,2008,23,1,190,0.141005622744935
55202,2010,22,2,190,0.814118784801062
55701,2010,21,1,160,-0.526289276897611
55702,2010,19,2,155,0.249080933732462
55703,2010,17,1,160,-0.221101139300394
55704,NA,NA,NA,NA,NA
55801,2010,18,2,116,-0.859201527642647
55802,2010,17,2,125,-0.516051218814359
55803,NA,NA,NA,NA,NA
56301,2004,24,2,115,-1.15217780137075
56302,2006,24,2,112,-1.22480973885893
56303,2010,18,2,105,-1.1966494054001
56701,2010,16,2,130,-0.270582265957853
56702,NA,NA,NA,NA,NA
56801,2010,18,2,140,-0.122951612535472
57201,NA,NA,NA,NA,NA
57401,NA,NA,NA,NA,NA
57601,2010,19,2,165,0.552814946961268
57602,2010,17,2,135,-0.193519207055385
57603,NA,NA,NA,NA,NA
57604,NA,NA,NA,NA,NA
57901,2010,21,2,100,-1.42314436431223
57902,2010,17,2,98,-1.38688765056359
58201,2010,23,1,140,-1.23537938352108
58501,2004,24,1,135,-1.40269896491038
58502,2002,21,1,140,-1.06204305052275
58503,2006,23,2,115,-1.06293035619751
58504,2010,20,1,150,-0.792697241902675
58505,2010,18,1,140,-0.912785869588531
58801,2004,24,2,147,-0.377437134830195
58802,2006,24,2,165,0.058354490098868
58803,2010,20,1,230,1.32695254996267
58804,2010,16,1,137,-0.740069427605575
58901,2004,24,2,155,-0.183751968195056
58902,NA,NA,NA,NA,NA
59001,2002,23,2,254,2.45203619024343
59002,2004,24,1,240,1.3230267981564
59003,2006,24,1,190,0.0250621490769847
59004,2008,24,1,245,1.45282326306435
59301,NA,NA,NA,NA,NA
59302,NA,NA,NA,NA,NA
60401,2006,22,1,135,-1.36605790147886
60402,2010,19,1,134,-1.12834279920388
60403,2010,17,1,130,-1.02894349294341
60404,NA,NA,NA,NA,NA
60801,2010,23,1,160,-0.684825381014676
60802,2010,19,1,140,-0.962040696211067
60803,2010,16,2,112,-0.86154631102017
61101,2008,24,1,170,-0.494123710554783
61102,2010,23,2,110,-1.18936800175294
61401,2002,24,2,140,-0.546911655635941
61402,2006,24,1,180,-0.234530780738899
61501,2008,24,1,210,0.544248008708753
61502,2010,21,1,155,-0.660227720303896
61801,NA,NA,NA,NA,NA
61802,2004,23,2,125,-0.810055065086648
61803,2008,17,1,164,-0.113388825481326
61901,2000,24,2,135,-0.667964884782903
61902,2002,23,2,104,-1.34109317641945
61903,2004,24,2,110,-1.27323103051771
61904,2004,21,1,145,-0.928104607116466
61905,2002,16,2,102,-1.18985966938812
61906,2008,20,2,115,-0.967951834806361
62101,2010,23,2,145,-0.30430448286493
62102,2010,20,1,185,0.134649542038412
62103,NA,NA,NA,NA,NA
62201,2010,20,2,126,-0.674979359067586
62202,NA,NA,NA,NA,NA
62203,NA,NA,NA,NA,NA
62301,2004,24,2,135,-0.667964884782903
62302,2008,24,2,165,0.058354490098868
62701,2000,23,2,126,-0.784767535975563
62702,2000,20,2,120,-0.834782527652372
62703,2010,20,1,270,2.38677744589534
62704,NA,NA,NA,NA,NA
63201,2002,24,2,145,-0.425858426488979
63202,2004,23,2,130,-0.683617419531219
63203,2008,21,1,165,-0.392350833491326
63401,NA,NA,NA,NA,NA
63402,NA,NA,NA,NA,NA
63403,NA,NA,NA,NA,NA
63501,2004,24,1,165,-0.623920175462725
63502,2006,23,2,110,-1.18936800175294
64001,2010,24,2,135,-0.667964884782903
64002,2010,20,1,155,-0.660219129911091
64201,2010,22,2,148,-0.232557213942041
64202,2010,21,1,155,-0.660227720303896
64301,NA,NA,NA,NA,NA
64801,2008,24,1,142,-1.22098391403926
65001,2008,16,1,150,-0.393873007642706
65002,NA,NA,NA,NA,NA
65401,2010,22,2,194,0.913802213252786
65601,2010,20,2,130,-0.568443913344395
65602,2010,17,1,160,-0.221101139300394
65701,NA,NA,NA,NA,NA
65702,NA,NA,NA,NA,NA
66001,NA,NA,NA,NA,NA
66002,NA,NA,NA,NA,NA
66003,NA,NA,NA,NA,NA
66201,2010,20,1,250,1.856864997929
66202,2010,18,2,180,1.10413157930982
66401,2010,21,2,185,0.90504948673869
66402,2010,16,2,160,0.71435780914601
66501,NA,NA,NA,NA,NA
66502,NA,NA,NA,NA,NA
66801,2008,24,2,120,-1.03112457222379
66802,NA,NA,NA,NA,NA
66803,2010,20,2,120,-0.834782527652372
66804,2010,18,1,135,-1.04947309034179
66805,NA,NA,NA,NA,NA
67701,2010,24,2,201,0.929937739956993
67702,2010,20,1,168,-0.315776038732973
67703,2010,19,2,180,1.00841596680448
67704,2010,19,2,205,1.76775099987649
68801,2010,24,2,145,-0.425858426488979
68802,2010,20,2,120,-0.834782527652372
68901,2010,23,2,145,-0.30430448286493
68902,2010,17,2,135,-0.193519207055385
68903,NA,NA,NA,NA,NA
69101,NA,NA,NA,NA,NA
69102,NA,NA,NA,NA,NA
69103,NA,NA,NA,NA,NA
69201,2006,24,2,220,1.38994001071545
69202,2010,24,1,135,-1.40269896491038
69401,NA,NA,NA,NA,NA
69402,NA,NA,NA,NA,NA
69403,NA,NA,NA,NA,NA
69404,NA,NA,NA,NA,NA
69601,2004,24,2,142,-0.498490363977156
69801,1994,17,1,145,-0.6250223161219
69802,2006,24,1,180,-0.234530780738899
70301,2004,23,1,160,-0.684825381014676
70302,2010,24,1,165,-0.623920175462725
70303,2010,17,1,180,0.317460429794947
70401,2004,23,1,270,2.34322163277056
70402,2008,23,2,125,-0.810055065086648
70601,2000,23,2,95,-1.56868093841923
70602,NA,NA,NA,NA,NA
70603,2010,24,2,250,2.11625938559722
70604,2010,22,2,250,2.30937021157692
70605,2010,17,2,122,-0.612810822342052
70801,2004,24,1,196,0.180817906966515
71201,2008,24,2,160,-0.0626987390480938
71202,2010,24,1,165,-0.623920175462725
71301,2010,22,1,140,-1.22769974909856
71302,2010,21,2,188,0.98722103442284
72001,2004,23,1,204,0.52639342449942
72002,2006,24,2,194,0.760463219151246
72101,2010,23,2,182,0.631334094245248
72102,2010,21,1,140,-1.06204305052275
72401,2010,24,1,230,1.06343386834052
72402,2010,22,1,220,0.986030688986274
72601,2002,20,1,180,0.00217143004682805
72602,NA,NA,NA,NA,NA
72603,NA,NA,NA,NA,NA
73301,2010,24,2,150,-0.304805197342017
73302,2008,23,2,145,-0.30430448286493
73303,2010,20,2,180,0.763249158195492
73304,2010,18,1,220,1.27420966246361
73601,2008,24,1,150,-1.01330957018655
73602,2008,20,1,170,-0.26278479393634
73901,2002,24,1,145,-1.14310603509449
73902,NA,NA,NA,NA,NA
73903,2010,23,2,120,-0.936492710642078
74001,2006,22,1,147,-1.03399833576614
74301,2010,17,1,168,-0.00567651166225786
74302,2010,17,2,130,-0.354785212934872
74401,2004,24,1,209,0.518288715727164
74402,NA,NA,NA,NA,NA
74601,2010,22,1,240,1.53946329850748
74602,2010,19,1,210,0.978150505371732
75201,2010,21,1,160,-0.526289276897611
75202,NA,NA,NA,NA,NA
75501,2002,24,2,170,0.17940771924583
75502,2006,24,2,135,-0.667964884782903
75503,2010,18,2,140,-0.122951612535472
75601,2008,24,2,309,3.54468748953137
75602,2008,23,1,175,-0.271909879134871
75603,2010,19,2,145,-0.0546530794963432
75604,2010,17,2,148,0.225772408231282
75605,NA,NA,NA,NA,NA
75701,2004,24,1,315,3.26997377177553
75702,2010,16,1,165,0.00558440000675689
75801,2006,23,2,165,0.201446099356788
75901,2002,24,1,200,0.284655078892869
75902,2006,24,2,157,-0.135330676536271
75903,2010,16,2,215,2.52008128016976
75904,NA,NA,NA,NA,NA
76101,2004,24,1,150,-1.01330957018655
76102,2008,24,1,155,-0.883513105278609
76103,NA,NA,NA,NA,NA
76401,2002,19,1,140,-0.962040696211067
76402,2010,23,1,205,0.55392112462474
76403,2010,22,1,188,0.100538513752341
76404,2010,21,1,145,-0.928104607116466
76405,2010,18,1,140,-0.912785869588531
76801,2004,24,2,178,0.373092885880969
76802,2010,22,1,165,-0.535908987197049
76803,2010,20,2,135,-0.435274606190406
76804,2010,16,1,155,-0.260720538426219
77001,2000,19,1,140,-0.962040696211067
77002,2008,24,2,100,-1.51533748881164
77501,2008,22,2,107,-1.25431235557221
77502,2010,23,1,195,0.278644123371537
77503,2010,23,1,185,0.00336712211833302
77901,2010,21,2,160,0.220286589370772
78301,2004,22,1,200,0.432598079465066
78501,NA,NA,NA,NA,NA
78701,NA,NA,NA,NA,NA
78801,NA,NA,NA,NA,NA
78901,2006,24,2,135,-0.667964884782903
79001,2010,19,1,230,1.5324908486811
79201,2006,23,2,105,-1.31580564730837
79202,2010,24,1,210,0.544248008708753
79203,2010,20,1,230,1.32695254996267
79204,NA,NA,NA,NA,NA
80101,2006,24,2,200,0.905727094127601
80102,2008,23,2,135,-0.557179773975789
80103,2010,22,1,170,-0.397550834816747
80301,2006,24,2,180,0.421514177539753
80302,2010,22,1,160,-0.674267139577351
