"Subject1Tag","Subject2Tag","DobDifferenceInDays1979V1979","DobDifferenceInDays1979V1981","DobDifferenceInDays1981V1979","DobDifferenceInDays1981V1981","DobDayIsMissing1979_1","DobDayIsMissing1979_2","BirthSubjectCountyMissing_1","BirthSubjectCountyMissing_2","BirthSubjectCountyEqual","BirthSubjectStateMissing_1","BirthSubjectStateMissing_2","BirthSubjectStateEqual","BirthSubjectCountryMissing_1","BirthSubjectCountryMissing_2","BirthSubjectCountryEqual","BirthMotherStateMissing_1","BirthMotherStateMissing_2","BirthMotherStateEqual","BirthMotherCountryMissing_1","BirthMotherCountryMissing_2","BirthMotherCountryEqual","BirthFatherStateMissing_1","BirthFatherStateMissing_2","BirthFatherStateEqual","BirthFatherCountryMissing_1","BirthFatherCountryMissing_2","BirthFatherCountryEqual"
152900,153000,-1430,-1430,-1427,-1427,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
153100,153200,-672,-672,-672,-672,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
153400,153500,-754,-754,-754,-754,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
153400,153600,-1181,-1181,-1181,-1181,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
153500,153600,-427,-427,-427,-427,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154100,154200,-409,-409,-409,-409,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154100,154300,-745,-745,-745,-745,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154200,154300,-336,-336,-336,-336,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154100,154400,-202,-202,-202,-202,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0
154300,154400,543,543,543,543,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0
154200,154400,207,207,207,207,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0
154200,154500,751,750,751,750,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154300,154500,1087,1086,1087,1086,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154100,154500,342,341,342,341,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154400,154500,544,543,544,543,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
154100,154600,235,235,235,235,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
154200,154600,644,644,644,644,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
154300,154600,980,980,980,980,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
154400,154600,437,437,437,437,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
154500,154600,-107,-107,-106,-106,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
154700,154800,-469,-469,-469,-469,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1
155400,155500,-524,-524,-524,-524,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
155400,155600,-1200,-1200,-1200,-1200,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
155500,155600,-676,-676,-676,-676,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
155700,155800,-423,-429,-423,-429,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
156400,156500,-1264,-1264,-1264,-1264,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
156700,156800,-884,-884,-884,-884,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
156900,157000,579,579,579,579,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
156900,157100,-476,-476,-476,-476,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
157000,157100,-1055,-1055,-1055,-1055,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
157200,157300,-1110,-1110,NA,NA,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
157500,157600,-985,-985,-985,-985,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
157500,157700,-985,-985,-985,-985,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
157600,157700,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
157500,157800,-1496,-1496,-1496,-1496,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
157600,157800,-511,-511,-511,-511,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
157700,157800,-511,-511,-511,-511,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
157900,158000,-341,-341,-339,-339,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
158200,158300,72,72,72,72,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
158500,158600,-511,-511,-511,-511,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
158700,158800,-351,-354,-351,-354,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
159000,159100,-796,-796,-796,-796,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
159000,159200,-1127,-1127,-1127,-1127,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
159100,159200,-331,-331,-331,-331,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
159400,159500,-1837,-1837,-1837,-1837,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
159700,159800,-615,-615,-614,-614,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
160100,160200,-711,-711,-711,-711,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
160400,160500,-211,-211,NA,NA,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
161200,161300,-973,-973,-973,-973,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
161400,161500,-660,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
161900,162000,1225,1225,1226,1226,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162100,162200,1575,1575,1575,1575,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162100,162300,1260,1260,1260,1260,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162200,162300,-315,-315,-315,-315,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162400,162500,-449,-449,-449,-449,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162600,162700,-362,-362,-362,-362,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162800,162900,-865,-865,-865,-865,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162800,163000,-1656,-1656,-1656,-1656,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
162900,163000,-791,-791,-791,-791,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
163100,163200,-410,-410,-410,-410,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
163100,163300,-835,-835,-835,-835,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
163200,163300,-425,-425,-425,-425,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
163400,163500,-749,-749,-747,-747,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
163400,163600,-749,-749,-747,-747,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
163500,163600,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
163800,163900,-925,-925,-925,-925,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
164400,164500,908,908,908,908,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0
164700,164800,-413,-413,-413,-413,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
164900,165000,-775,-775,-806,-806,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
165600,165700,-778,-778,-777,-777,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
165600,165800,-1491,-1491,-1490,-1490,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
165700,165800,-713,-713,-713,-713,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
165600,165900,-2002,-2002,-2001,-2001,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
165700,165900,-1224,-1224,-1224,-1224,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
165800,165900,-511,-511,-511,-511,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166000,166100,-2129,-2129,-2129,-2129,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166000,166200,-2000,-2000,-2000,-2000,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166100,166200,129,129,129,129,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166000,166300,-2579,-2580,-2579,-2580,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166100,166300,-450,-451,-450,-451,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166200,166300,-579,-580,-579,-580,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166400,166500,-841,-841,-841,-841,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166400,166600,-841,-841,-841,-841,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166500,166600,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
166800,166900,-844,-844,-844,-844,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
167100,167200,-1371,-1374,-1369,-1372,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
167300,167400,-2104,-2104,-2104,-2104,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
167500,167600,-549,-549,-549,-549,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
167500,167700,-1047,-1047,-1047,-1047,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
167600,167700,-498,-498,-498,-498,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
167800,167900,-1151,-792,-1151,-792,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
168500,168600,-447,-447,-447,-447,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
168500,168700,-1092,-1092,-1092,-1092,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
168600,168700,-645,-645,-645,-645,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
169100,169200,-841,-841,NA,NA,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
169100,169300,-1436,-1436,NA,NA,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
169200,169300,-595,-595,-595,-595,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
169600,169700,396,406,396,406,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
169600,169800,-832,-832,-832,-832,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
169700,169800,-1228,-1228,-1238,-1238,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
170000,170100,352,352,352,352,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
170400,170500,-395,-365,-394,-364,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
170900,171000,2204,2204,2204,2204,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0
171100,171200,1053,1053,1053,1053,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
171600,171700,-638,-638,-638,-638,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
171600,171800,325,325,325,325,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
171700,171800,963,963,963,963,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
171900,172000,-1405,-1405,-1405,-1405,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1
172100,172200,-783,-783,-783,-783,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172100,172300,-1381,-1381,-1381,-1381,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172200,172300,-598,-598,-598,-598,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172100,172400,-1908,-1908,-1908,-1908,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172200,172400,-1125,-1125,-1125,-1125,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172300,172400,-527,-527,-527,-527,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
172600,172700,-574,-574,-574,-574,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1
173200,173300,-507,-507,-507,-507,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
173200,173400,-864,-864,-864,-864,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1
173300,173400,-357,-357,-357,-357,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1
173500,173600,-1315,-1315,-1315,-1315,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
173900,174000,807,807,807,807,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
174700,174800,-1382,-1382,-1382,-1382,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
175000,175100,-556,-556,-556,-556,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
175000,175200,-1634,-1634,-1634,-1634,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
175100,175200,-1078,-1078,-1078,-1078,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
175300,175400,-973,-973,NA,NA,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
175300,175500,-1489,-1492,NA,NA,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
175400,175500,-516,-519,-516,-519,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
176100,176200,537,537,537,537,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
176500,176600,708,708,708,708,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
176500,176700,-676,-676,-676,-676,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
176600,176700,-1384,-1384,-1384,-1384,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
176800,176900,-518,-518,-518,-518,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
177000,177100,432,NA,432,NA,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
177600,177700,1152,1199,1152,1199,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
178500,178600,-641,-641,-641,-641,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
180100,180200,-1774,-1774,-1774,-1774,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
180400,180500,-1559,-1559,-1559,-1559,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
180800,180900,-870,-872,-870,-872,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
180800,181000,-1897,-1897,-1897,-1897,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
180900,181000,-1027,-1027,-1025,-1025,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
181100,181200,-647,-647,-647,-647,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
181400,181500,-1040,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
182200,182300,-515,-515,-515,-515,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
182700,182800,-346,-349,-346,-349,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
182900,183000,-289,-319,-289,-319,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
182900,183100,-660,-660,-660,-660,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
183000,183100,-371,-371,-341,-341,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
182900,183200,-1006,-1006,-1006,-1006,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
183000,183200,-717,-717,-687,-687,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
183100,183200,-346,-346,-346,-346,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
183500,183600,-1025,-1025,-1025,-1025,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
183500,183700,1112,1112,1112,1112,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
183600,183700,2137,2137,2137,2137,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
183800,183900,-1065,-1065,-1065,-1065,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
184300,184400,-35,-35,-35,-35,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
184700,184800,-496,-496,-478,-478,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
185700,185800,-576,-576,-576,-576,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
185900,186000,-1940,-1940,-1940,-1940,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
186600,186700,-722,-722,-722,-722,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
186800,186900,-2293,-2293,-2293,-2293,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
187200,187300,-1488,-1488,-1488,-1488,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188000,188100,-558,-558,-555,-555,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188200,188300,-1407,-1407,-1407,-1407,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188400,188500,1536,1536,1536,1536,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188700,188800,-343,-343,-343,-343,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188700,188900,-698,-698,-698,-698,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188800,188900,-355,-355,-355,-355,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188700,189000,-1045,-1045,-1045,-1045,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188800,189000,-702,-702,-702,-702,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
188900,189000,-347,-347,-347,-347,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
189100,189200,-1459,-1459,-1459,-1459,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
189500,189600,-507,-507,-507,-507,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190000,190100,-631,NA,-631,NA,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190000,190200,-2422,-2422,-2422,-2422,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190100,190200,-1791,-1791,NA,NA,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190300,190400,-917,-917,-917,-917,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190300,190500,-1955,-1955,-1955,-1955,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190400,190500,-1038,-1038,-1038,-1038,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
190700,190800,-808,-808,-808,-808,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
191200,191300,-1121,-1121,-1121,-1121,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
191400,191500,-717,-717,-730,-730,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
191400,191600,-2101,-2097,-2114,-2110,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
191500,191600,-1384,-1380,-1384,-1380,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
191800,191900,-942,-953,-935,-946,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
192200,192300,-980,-980,-980,-980,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
192600,192700,-1328,-1328,-1328,-1328,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
192900,193000,-1542,-1542,-1542,-1542,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193100,193200,-605,-636,-605,-636,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
193300,193400,-635,-604,-635,-604,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
193500,193600,-377,-377,-377,-377,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193500,193700,-897,-897,-897,-897,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193600,193700,-520,-520,-520,-520,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193500,193800,-1545,-1545,-1545,-1545,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193600,193800,-1168,-1168,-1168,-1168,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
193700,193800,-648,-648,-648,-648,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
194100,194200,-548,NA,-548,NA,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
194400,194500,-1500,-1500,-1502,-1502,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
194600,194700,-1152,-1152,-1152,-1152,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
194900,195000,-1629,-1630,-1629,-1630,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
195100,195200,-1146,-1146,-1146,-1146,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
195600,195700,-914,-914,-914,-914,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
195900,196000,-978,-978,-978,-978,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
196100,196200,-337,-337,-337,-337,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
196400,196500,-1339,-1339,-1339,-1339,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
196600,196700,-606,-606,-598,-598,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
196800,196900,-495,-495,-493,-493,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
197700,197800,-509,-511,-509,-511,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
197900,198000,-519,-519,-519,-519,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
198100,198200,-485,-485,-485,-485,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
198400,198500,-403,-403,-403,-403,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
