"Subject1Tag","Subject2Tag","RelationshipPath","Subject1ID","Subject2ID","ExtendedID","R","RFull","MathStandardized_1","HeightZGenderAge_1","MathStandardized_2","HeightZGenderAge_2"
331700,331800,"Gen1Housemates",331700,331800,3315,0.5,0.5,NA,-0.409661211202433,NA,-1.27419540580109
331500,331800,"Gen1Housemates",331500,331800,3315,0.5,0.5,NA,-1.5857116285529,NA,-1.27419540580109
331900,332000,"Gen1Housemates",331900,332000,3319,0.5,0.5,NA,-0.951310384092994,NA,0.714759778338927
331900,332100,"Gen1Housemates",331900,332100,3319,0.5,0.5,NA,-0.951310384092994,NA,-0.721013978205426
332000,332100,"Gen1Housemates",332000,332100,3319,0.5,0.5,NA,0.714759778338927,NA,-0.721013978205426
332200,332300,"Gen1Housemates",332200,332300,3322,0.5,0.5,NA,0.312182219515684,NA,-0.918447331229712
332500,332600,"Gen1Housemates",332500,332600,3325,0.125,0.125,NA,0.958823356741604,NA,-1.15826147132259
332900,333000,"Gen1Housemates",332900,333000,3329,0.5,0.5,NA,-0.60008066931389,NA,-0.975141252857377
333200,333300,"Gen1Housemates",333200,333300,3332,0.125,0.125,NA,-0.814116840951531,NA,1.03211575737386
333800,333900,"Gen1Housemates",333800,333900,3338,0.5,0.5,NA,-0.106099842673803,NA,0.639069496170361
334100,334200,"Gen1Housemates",334100,334200,3341,0.5,0.5,NA,-0.087523672390585,NA,0.9535723360308
334500,334600,"Gen1Housemates",334500,334600,3345,0.5,0.5,NA,1.306796395599,NA,-0.843004624399492
334700,334800,"Gen1Housemates",334700,334800,3347,0.25,0.25,NA,1.07611021630383,NA,0.9535723360308
334700,334900,"Gen1Housemates",334700,334900,3347,0.25,0.25,NA,1.07611021630383,NA,0.639069496170361
334800,334900,"Gen1Housemates",334800,334900,3347,0.5,0.5,NA,0.9535723360308,NA,0.639069496170361
334900,335000,"Gen1Housemates",334900,335000,3347,0.5,0.5,NA,0.639069496170361,NA,0.714759778338927
334700,335000,"Gen1Housemates",334700,335000,3347,0.25,0.25,NA,1.07611021630383,NA,0.714759778338927
334800,335000,"Gen1Housemates",334800,335000,3347,0.5,0.5,NA,0.9535723360308,NA,0.714759778338927
335100,335200,"Gen1Housemates",335100,335200,3351,0.5,0.5,NA,1.30505807541276,NA,0.639069496170361
335300,335400,"Gen1Housemates",335300,335400,3353,0.5,0.5,NA,-0.944722382490382,NA,-0.918447331229712
335700,335800,"Gen1Housemates",335700,335800,3357,0.5,0.5,NA,-0.681188772852539,NA,2.04933835043925
335700,335900,"Gen1Housemates",335700,335900,3357,0.5,0.5,NA,-0.681188772852539,NA,0.667047683084082
335800,335900,"Gen1Housemates",335800,335900,3357,0.5,0.5,NA,2.04933835043925,NA,0.667047683084082
336400,336500,"Gen1Housemates",336400,336500,3364,0.5,0.5,NA,0.247124216894398,NA,1.85955779676035
336700,336800,"Gen1Housemates",336700,336800,3367,0.5,0.5,NA,0.275772911889888,NA,0.323355857737168
336700,336900,"Gen1Housemates",336700,336900,3367,0.5,0.5,NA,0.275772911889888,NA,-0.0428135615335787
336800,336900,"Gen1Housemates",336800,336900,3367,0.5,0.5,NA,0.323355857737168,NA,-0.0428135615335787
337200,337300,"Gen1Housemates",337200,337300,3372,0.5,0.5,NA,-1.15866277340386,NA,-0.459323902242004
337200,337400,"Gen1Housemates",337200,337400,3372,0.5,0.5,NA,-1.15866277340386,NA,0.673385978349397
337300,337400,"Gen1Housemates",337300,337400,3372,0.5,0.5,NA,-0.459323902242004,NA,0.673385978349397
337500,337600,"Gen1Housemates",337500,337600,3375,0.5,0.5,NA,-0.362574871629093,NA,-0.615249359179675
337500,337700,"Gen1Housemates",337500,337700,3375,0.5,0.5,NA,-0.362574871629093,NA,-0.450820256671058
337600,337700,"Gen1Housemates",337600,337700,3375,0.5,0.5,NA,-0.615249359179675,NA,-0.450820256671058
337800,337900,"Gen1Housemates",337800,337900,3378,0.5,0.5,NA,-0.397809342582842,NA,-1.77712347042111
338000,338100,"Gen1Housemates",338000,338100,3380,0.5,0.5,NA,0.0157046699809,NA,0.673385978349397
338200,338300,"Gen1Housemates",338200,338300,3382,NA,NA,NA,-0.531631675725619,NA,1.306796395599
338400,338500,"Gen1Housemates",338400,338500,3384,NA,0,NA,-0.655040945683979,NA,1.3466165574722
338400,338600,"Gen1Housemates",338400,338600,3384,NA,NA,NA,-0.655040945683979,NA,0.707406342492964
338500,338600,"Gen1Housemates",338500,338600,3384,NA,0,NA,1.3466165574722,NA,0.707406342492964
338700,338800,"Gen1Housemates",338700,338800,3387,0.5,0.5,NA,-0.752805123632105,NA,-2.09759073212063
339000,339100,"Gen1Housemates",339000,339100,3390,0.5,0.5,NA,-0.306633681377065,NA,1.69667023779726
339600,339700,"Gen1Housemates",339600,339700,3396,0.5,0.5,NA,-2.191913978893,NA,1.85955779676035
339800,339900,"Gen1Housemates",339800,339900,3398,0.5,0.5,NA,0.713860118969872,NA,-0.799449128183351
339800,340000,"Gen1Housemates",339800,340000,3398,0.5,0.5,NA,0.713860118969872,NA,0.982719724054794
339900,340000,"Gen1Housemates",339900,340000,3398,0.5,0.5,NA,-0.799449128183351,NA,0.982719724054794
340100,340200,"Gen1Housemates",340100,340200,3401,0.5,0.5,NA,-0.285776335868968,NA,0.275772911889888
340400,340500,"Gen1Housemates",340400,340500,3404,0.5,0.5,NA,1.02523306764375,NA,1.37647858718132
340800,340900,"Gen1Housemates",340800,340900,3408,NA,NA,NA,2.3664685743036,NA,2.09225583329225
341400,341500,"Gen1Housemates",341400,341500,3414,NA,NA,NA,1.89113575276603,NA,0.702642734063153
341600,341700,"Gen1Housemates",341600,341700,3416,0.5,0.5,NA,-0.450820256671058,NA,-0.220258727051746
341600,341800,"Gen1Housemates",341600,341800,3416,0.5,0.5,NA,-0.450820256671058,NA,0.707406342492964
341700,341800,"Gen1Housemates",341700,341800,3416,0.5,0.5,NA,-0.220258727051746,NA,0.707406342492964
342100,342200,"Gen1Housemates",342100,342200,3421,0.5,0.5,NA,-0.087523672390585,NA,-0.312590764678253
342300,342400,"Gen1Housemates",342300,342400,3423,0.5,0.5,NA,0.349331056583551,NA,-0.0428135615335787
342400,342500,"Gen1Housemates",342400,342500,3423,0.5,0.5,NA,-0.0428135615335787,NA,0.0941775430748039
342300,342500,"Gen1Housemates",342300,342500,3423,0.5,0.5,NA,0.349331056583551,NA,0.0941775430748039
342800,342900,"Gen1Housemates",342800,342900,3428,1,1,NA,-0.511490915977913,NA,-0.114590632907477
342900,343000,"Gen1Housemates",342900,343000,3428,0.5,0.5,NA,-0.114590632907477,NA,1.306796395599
342800,343000,"Gen1Housemates",342800,343000,3428,0.5,0.5,NA,-0.511490915977913,NA,1.306796395599
342800,343100,"Gen1Housemates",342800,343100,3428,0.5,0.5,NA,-0.511490915977913,NA,0.0941775430748039
343000,343100,"Gen1Housemates",343000,343100,3428,0.5,0.5,NA,1.306796395599,NA,0.0941775430748039
342900,343100,"Gen1Housemates",342900,343100,3428,0.5,0.5,NA,-0.114590632907477,NA,0.0941775430748039
343500,343600,"Gen1Housemates",343500,343600,3435,NA,0,NA,-2.49599233133009,NA,-0.106099842673803
343500,343700,"Gen1Housemates",343500,343700,3435,NA,0,NA,-2.49599233133009,NA,-0.285776335868968
343600,343700,"Gen1Housemates",343600,343700,3435,0.5,0.5,NA,-0.106099842673803,NA,-0.285776335868968
343600,343800,"Gen1Housemates",343600,343800,3435,0.5,0.5,NA,-0.106099842673803,NA,-0.037654501763148
343700,343800,"Gen1Housemates",343700,343800,3435,0.5,0.5,NA,-0.285776335868968,NA,-0.037654501763148
343500,343800,"Gen1Housemates",343500,343800,3435,NA,0,NA,-2.49599233133009,NA,-0.037654501763148
344000,344100,"Gen1Housemates",344000,344100,3440,0.5,0.5,NA,1.03211575737386,NA,0.660381372696829
344200,344300,"Gen1Housemates",344200,344300,3442,NA,NA,NA,-0.450820256671058,NA,-0.531631675725619
344900,345000,"Gen1Housemates",344900,345000,3449,0.5,0.5,NA,0.702642734063153,NA,0.713860118969872
344900,345100,"Gen1Housemates",344900,345100,3449,0.5,0.5,NA,0.702642734063153,NA,0.987384712900269
345000,345100,"Gen1Housemates",345000,345100,3449,0.5,0.5,NA,0.713860118969872,NA,0.987384712900269
345500,345600,"Gen1Housemates",345500,345600,3455,0.5,0.5,NA,0.0157046699809,NA,0.349331056583551
345500,345700,"Gen1Housemates",345500,345700,3455,NA,0.375,NA,0.0157046699809,NA,-0.312590764678253
345600,345700,"Gen1Housemates",345600,345700,3455,0.5,0.5,NA,0.349331056583551,NA,-0.312590764678253
345700,345800,"Gen1Housemates",345700,345800,3455,1,1,NA,-0.312590764678253,NA,-0.312590764678253
345600,345800,"Gen1Housemates",345600,345800,3455,0.5,0.5,NA,0.349331056583551,NA,-0.312590764678253
345500,345800,"Gen1Housemates",345500,345800,3455,0.5,0.5,NA,0.0157046699809,NA,-0.312590764678253
345900,346000,"Gen1Housemates",345900,346000,3459,0.5,0.5,NA,0.714759778338927,NA,-0.387236292847702
346100,346200,"Gen1Housemates",346100,346200,3461,0.5,0.5,NA,0.0436966874417389,NA,-0.281714007398068
346100,346300,"Gen1Housemates",346100,346300,3461,0.5,0.5,NA,0.0436966874417389,NA,-1.47137122492194
346200,346300,"Gen1Housemates",346200,346300,3461,0.5,0.5,NA,-0.281714007398068,NA,-1.47137122492194
346400,346500,"Gen1Housemates",346400,346500,3464,0.5,0.5,NA,1.31011930218104,NA,1.74211032135611
346400,346600,"Gen1Housemates",346400,346600,3464,0.5,0.5,NA,1.31011930218104,NA,1.65972631107154
346500,346600,"Gen1Housemates",346500,346600,3464,0.5,0.5,NA,1.74211032135611,NA,1.65972631107154
346700,346800,"Gen1Housemates",346700,346800,3467,0.5,0.5,NA,-0.13169163695604,NA,0.667047683084082
347000,347100,"Gen1Housemates",347000,347100,3470,0.5,0.5,NA,1.69667023779726,NA,2.58358594984433
347200,347300,"Gen1Housemates",347200,347300,3472,0.5,0.5,NA,1.36158878068457,NA,-0.281714007398068
347200,347400,"Gen1Housemates",347200,347400,3472,0.5,0.5,NA,1.36158878068457,NA,0.0366526545177535
347300,347400,"Gen1Housemates",347300,347400,3472,1,1,NA,-0.281714007398068,NA,0.0366526545177535
347500,347600,"Gen1Housemates",347500,347600,3475,0.5,0.5,NA,-0.0301650773094408,NA,0.372309597333201
347800,347900,"Gen1Housemates",347800,347900,3478,0.25,0.25,NA,-0.705782389866818,NA,0.7203970502735
348200,348300,"Gen1Housemates",348200,348300,3482,0.5,0.5,NA,-2.17526228212715,NA,-2.24066378952485
348200,348400,"Gen1Housemates",348200,348400,3482,0.5,0.5,NA,-2.17526228212715,NA,-0.975141252857377
348300,348400,"Gen1Housemates",348300,348400,3482,0.5,0.5,NA,-2.24066378952485,NA,-0.975141252857377
348600,348700,"Gen1Housemates",348600,348700,3486,0.5,0.5,NA,-0.397809342582842,NA,0.9535723360308
348600,348800,"Gen1Housemates",348600,348800,3486,0.5,0.5,NA,-0.397809342582842,NA,-0.0301650773094408
348700,348800,"Gen1Housemates",348700,348800,3486,0.5,0.5,NA,0.9535723360308,NA,-0.0301650773094408
349600,349700,"Gen1Housemates",349600,349700,3496,0.5,0.5,NA,-0.459323902242004,NA,0.49462114716681
350500,350600,"Gen1Housemates",350500,350600,3505,0.5,0.5,NA,-0.106099842673803,NA,0.728827190476543
350500,350700,"Gen1Housemates",350500,350700,3505,0.5,0.5,NA,-0.106099842673803,NA,0.402487170295999
350600,350700,"Gen1Housemates",350600,350700,3505,0.5,0.5,NA,0.728827190476543,NA,0.402487170295999
351600,351700,"Gen1Housemates",351600,351700,3516,0.5,0.5,NA,1.95935191366536,NA,0.407287296674152
351800,351900,"Gen1Housemates",351800,351900,3518,0.5,0.5,NA,1.47301049937426,NA,0.667178000564948
351800,352000,"Gen1Housemates",351800,352000,3518,0.5,0.5,NA,1.47301049937426,NA,1.69106180399527
351900,352000,"Gen1Housemates",351900,352000,3518,0.5,0.5,NA,0.667178000564948,NA,1.69106180399527
351800,352100,"Gen1Housemates",351800,352100,3518,0.5,0.5,NA,1.47301049937426,NA,1.95935191366536
351900,352100,"Gen1Housemates",351900,352100,3518,0.5,0.5,NA,0.667178000564948,NA,1.95935191366536
352000,352100,"Gen1Housemates",352000,352100,3518,0.5,0.5,NA,1.69106180399527,NA,1.95935191366536
352600,352700,"Gen1Housemates",352600,352700,3526,0.5,0.5,NA,-0.142063264680562,NA,-0.409661211202433
352600,352800,"Gen1Housemates",352600,352800,3526,0.5,0.5,NA,-0.142063264680562,NA,0.673385978349397
352700,352800,"Gen1Housemates",352700,352800,3526,0.5,0.5,NA,-0.409661211202433,NA,0.673385978349397
352700,352900,"Gen1Housemates",352700,352900,3526,0.5,0.5,NA,-0.409661211202433,NA,0.7203970502735
352800,352900,"Gen1Housemates",352800,352900,3526,0.5,0.5,NA,0.673385978349397,NA,0.7203970502735
352600,352900,"Gen1Housemates",352600,352900,3526,0.5,0.5,NA,-0.142063264680562,NA,0.7203970502735
353400,353500,"Gen1Housemates",353400,353500,3534,0.5,0.5,NA,0.323840164846357,NA,0.247124216894398
353400,353600,"Gen1Housemates",353400,353600,3534,0.5,0.5,NA,0.323840164846357,NA,-0.450820256671058
353500,353600,"Gen1Housemates",353500,353600,3534,0.5,0.5,NA,0.247124216894398,NA,-0.450820256671058
353900,354000,"Gen1Housemates",353900,354000,3539,0.5,0.5,NA,NA,NA,0.0436966874417389
354300,354400,"Gen1Housemates",354300,354400,3543,0.125,0.125,NA,1.09145682724876,NA,-0.312590764678253
354500,354600,"Gen1Housemates",354500,354600,3545,0.5,0.5,NA,0.714759778338927,NA,-0.82879559653022
354700,354800,"Gen1Housemates",354700,354800,3547,0.5,0.5,NA,-0.459323902242004,NA,0.372309597333201
355000,355100,"Gen1Housemates",355000,355100,3550,0.5,0.5,NA,0.373169710752446,NA,-0.450820256671058
355000,355200,"Gen1Housemates",355000,355200,3550,0.5,0.5,NA,0.373169710752446,NA,0.707406342492964
355100,355200,"Gen1Housemates",355100,355200,3550,0.5,0.5,NA,-0.450820256671058,NA,0.707406342492964
355300,355400,"Gen1Housemates",355300,355400,3553,0.5,0.5,NA,-0.281714007398068,NA,-1.21284608128602
355300,355500,"Gen1Housemates",355300,355500,3553,0.5,0.5,NA,-0.281714007398068,NA,-1.22220663065368
355400,355500,"Gen1Housemates",355400,355500,3553,0.5,0.5,NA,-1.21284608128602,NA,-1.22220663065368
355600,355700,"Gen1Housemates",355600,355700,3556,0.5,0.5,NA,1.306796395599,NA,0.728827190476543
355700,355800,"Gen1Housemates",355700,355800,3556,0.5,0.5,NA,0.728827190476543,NA,0.714759778338927
355600,355800,"Gen1Housemates",355600,355800,3556,0.5,0.5,NA,1.306796395599,NA,0.714759778338927
355900,356000,"Gen1Housemates",355900,356000,3559,0.5,0.5,NA,-0.951310384092994,NA,-0.82879559653022
356200,356300,"Gen1Housemates",356200,356300,3562,0.5,0.5,NA,1.35346271955953,NA,0.0157046699809
356200,356400,"Gen1Housemates",356200,356400,3562,0.5,0.5,NA,1.35346271955953,NA,1.10832332436954
356300,356400,"Gen1Housemates",356300,356400,3562,0.5,0.5,NA,0.0157046699809,NA,1.10832332436954
356700,356800,"Gen1Housemates",356700,356800,3567,0.5,0.5,NA,0.0157046699809,NA,-0.087523672390585
356700,356900,"Gen1Housemates",356700,356900,3567,0.5,0.5,NA,0.0157046699809,NA,1.3466165574722
356800,356900,"Gen1Housemates",356800,356900,3567,0.5,0.5,NA,-0.087523672390585,NA,1.3466165574722
357000,357100,"Gen1Housemates",357000,357100,3570,0.5,0.5,NA,0.673385978349397,NA,0.7203970502735
357000,357200,"Gen1Housemates",357000,357200,3570,0.5,0.5,NA,0.673385978349397,NA,1.32906445112141
357100,357200,"Gen1Housemates",357100,357200,3570,0.5,0.5,NA,0.7203970502735,NA,1.32906445112141
357300,357400,"Gen1Housemates",357300,357400,3573,0.5,0.5,NA,2.42701068336756,NA,2.01242392756369
357500,357600,"Gen1Housemates",357500,357600,3575,0.5,0.5,NA,0.874536244042733,NA,0.600348276462599
357500,357700,"Gen1Housemates",357500,357700,3575,0.5,0.5,NA,0.874536244042733,NA,0.673385978349397
357600,357700,"Gen1Housemates",357600,357700,3575,0.5,0.5,NA,0.600348276462599,NA,0.673385978349397
357500,357800,"Gen1Housemates",357500,357800,3575,0.5,0.5,NA,0.874536244042733,NA,-0.218932210524544
357600,357800,"Gen1Housemates",357600,357800,3575,0.5,0.5,NA,0.600348276462599,NA,-0.218932210524544
357700,357800,"Gen1Housemates",357700,357800,3575,0.5,0.5,NA,0.673385978349397,NA,-0.218932210524544
358200,358300,"Gen1Housemates",358200,358300,3582,0.5,0.5,NA,0.0366526545177535,NA,-1.46575052174724
358400,358500,"Gen1Housemates",358400,358500,3584,0.5,0.5,NA,-1.16577202137841,NA,0.373169710752446
358700,358800,"Gen1Housemates",358700,358800,3587,0.5,0.5,NA,1.16005171366179,NA,0.673385978349397
359100,359200,"Gen1Housemates",359100,359200,3591,0.5,0.5,NA,0.0436966874417389,NA,0.0366526545177535
359100,359300,"Gen1Housemates",359100,359300,3591,0.5,0.5,NA,0.0436966874417389,NA,0.7203970502735
359200,359300,"Gen1Housemates",359200,359300,3591,0.5,0.5,NA,0.0366526545177535,NA,0.7203970502735
359400,359500,"Gen1Housemates",359400,359500,3594,0.5,0.5,NA,1.02217378161421,NA,1.69106180399527
359400,359600,"Gen1Housemates",359400,359600,3594,0.5,0.5,NA,1.02217378161421,NA,0.407287296674152
359500,359600,"Gen1Housemates",359500,359600,3594,0.5,0.5,NA,1.69106180399527,NA,0.407287296674152
359800,359900,"Gen1Housemates",359800,359900,3598,0.5,0.5,NA,1.01025520132181,NA,0.373169710752446
360200,360300,"Gen1Housemates",360200,360300,3602,0.5,0.5,NA,0.50688476638008,NA,1.306796395599
360200,360400,"Gen1Housemates",360200,360400,3602,0.5,0.5,NA,0.50688476638008,NA,0.673385978349397
360300,360400,"Gen1Housemates",360300,360400,3602,0.5,0.5,NA,1.306796395599,NA,0.673385978349397
360800,360900,"Gen1Housemates",360800,360900,3608,0.5,0.5,NA,-0.480929767588327,NA,-1.16577202137841
361000,361100,"Gen1Housemates",361000,361100,3610,0.5,0.5,NA,0.958823356741604,NA,0.600348276462599
361000,361200,"Gen1Housemates",361000,361200,3610,0.5,0.5,NA,0.958823356741604,NA,-0.220258727051746
361100,361200,"Gen1Housemates",361100,361200,3610,0.5,0.5,NA,0.600348276462599,NA,-0.220258727051746
361300,361400,"Gen1Housemates",361300,361400,3613,NA,0,NA,-0.114590632907477,NA,0.667178000564948
361700,361800,"Gen1Housemates",361700,361800,3617,0.5,0.5,NA,-0.0193673533913682,NA,-0.812547961810205
362100,362200,"Gen1Housemates",362100,362200,3621,NA,NA,NA,-0.480929767588327,NA,-1.91832543816689
362400,362500,"Gen1Housemates",362400,362500,3624,0.5,0.5,NA,0.372309597333201,NA,-1.21284608128602
362800,362900,"Gen1Housemates",362800,362900,3628,0.5,0.5,NA,1.16005171366179,NA,-0.087523672390585
363200,363300,"Gen1Housemates",363200,363300,3632,0.5,0.5,NA,-1.55518065506136,NA,-0.312590764678253
363200,363400,"Gen1Housemates",363200,363400,3632,0.5,0.5,NA,-1.55518065506136,NA,-0.975141252857377
363300,363400,"Gen1Housemates",363300,363400,3632,0.5,0.5,NA,-0.312590764678253,NA,-0.975141252857377
363900,364000,"Gen1Housemates",363900,364000,3639,0.5,0.5,NA,-0.531631675725619,NA,0.788573627171648
364200,364300,"Gen1Housemates",364200,364300,3642,0.5,0.5,NA,1.31011930218104,NA,1.09145682724876
364800,364900,"Gen1Housemates",364800,364900,3648,0.5,0.5,NA,-0.409661211202433,NA,1.05720995934465
365100,365200,"Gen1Housemates",365100,365200,3651,0.5,0.5,NA,0.247124216894398,NA,0.275772911889888
365400,365500,"Gen1Housemates",365400,365500,3654,0.125,0.125,NA,-1.59689656604181,NA,-0.814116840951531
365700,365800,"Gen1Housemates",365700,365800,3657,0.5,0.5,NA,-0.615249359179675,NA,-1.27419540580109
365700,365900,"Gen1Housemates",365700,365900,3657,0.5,0.5,NA,-0.615249359179675,NA,-1.90400659379295
365800,365900,"Gen1Housemates",365800,365900,3657,0.5,0.5,NA,-1.27419540580109,NA,-1.90400659379295
365700,366000,"Gen1Housemates",365700,366000,3657,0.5,0.5,NA,-0.615249359179675,NA,-1.15826147132259
365800,366000,"Gen1Housemates",365800,366000,3657,0.5,0.5,NA,-1.27419540580109,NA,-1.15826147132259
365900,366000,"Gen1Housemates",365900,366000,3657,0.5,0.5,NA,-1.90400659379295,NA,-1.15826147132259
366400,366500,"Gen1Housemates",366400,366500,3664,NA,NA,NA,-0.819796270496091,NA,0.667047683084082
366800,366900,"Gen1Housemates",366800,366900,3668,0.5,0.5,NA,0.0157046699809,NA,-0.450820256671058
367000,367100,"Gen1Housemates",367000,367100,3670,NA,NA,NA,-0.60008066931389,NA,0.323355857737168
367300,367400,"Gen1Housemates",367300,367400,3673,0.5,0.5,NA,-0.628972032735029,NA,0.728827190476543
367300,367500,"Gen1Housemates",367300,367500,3673,0.5,0.5,NA,-0.628972032735029,NA,0.200668667161973
367400,367500,"Gen1Housemates",367400,367500,3673,0.5,0.5,NA,0.728827190476543,NA,0.200668667161973
367600,367700,"Gen1Housemates",367600,367700,3676,0.5,0.5,NA,0.373169710752446,NA,0.714759778338927
367800,367900,"Gen1Housemates",367800,367900,3678,0.5,0.5,NA,-0.459323902242004,NA,-0.087523672390585
368200,368300,"Gen1Housemates",368200,368300,3682,NA,NA,NA,-0.037654501763148,NA,-0.397809342582842
368200,368400,"Gen1Housemates",368200,368400,3682,NA,NA,NA,-0.037654501763148,NA,0.728827190476543
368300,368400,"Gen1Housemates",368300,368400,3682,NA,NA,NA,-0.397809342582842,NA,0.728827190476543
368500,368600,"Gen1Housemates",368500,368600,3685,0.5,0.5,NA,-0.142063264680562,NA,0.338043021338865
368500,368700,"Gen1Housemates",368500,368700,3685,0.5,0.5,NA,-0.142063264680562,NA,0.728827190476543
368600,368700,"Gen1Housemates",368600,368700,3685,0.5,0.5,NA,0.338043021338865,NA,0.728827190476543
368900,369000,"Gen1Housemates",368900,369000,3689,0.5,0.5,NA,0.667047683084082,NA,-1.23681399314553
369500,369600,"Gen1Housemates",369500,369600,3695,0.5,0.5,NA,0.402487170295999,NA,-0.82879559653022
369700,369800,"Gen1Housemates",369700,369800,3697,0.5,0.5,NA,-0.312590764678253,NA,-0.812547961810205
370000,370100,"Gen1Housemates",370000,370100,3700,0.5,0.5,NA,-2.51412878503492,NA,NA
370300,370400,"Gen1Housemates",370300,370400,3703,0.5,0.5,NA,0.667178000564948,NA,-0.409661211202433
370500,370600,"Gen1Housemates",370500,370600,3705,0.5,0.5,NA,-1.16577202137841,NA,0.833468240020937
370700,370800,"Gen1Housemates",370700,370800,3707,0.5,0.5,NA,0.667047683084082,NA,-0.285776335868968
370900,371000,"Gen1Housemates",370900,371000,3709,0.5,0.5,NA,-0.409661211202433,NA,-0.281714007398068
371100,371200,"Gen1Housemates",371100,371200,3711,0.5,0.5,NA,-0.789157345095425,NA,0.0366526545177535
371300,371400,"Gen1Housemates",371300,371400,3713,NA,0,NA,-0.799449128183351,NA,-0.459323902242004
371600,371700,"Gen1Housemates",371600,371700,3716,0.5,0.5,NA,1.35346271955953,NA,1.72895924901178
371600,371800,"Gen1Housemates",371600,371800,3716,0.5,0.5,NA,1.35346271955953,NA,1.85955779676035
371700,371800,"Gen1Housemates",371700,371800,3716,0.5,0.5,NA,1.72895924901178,NA,1.85955779676035
372300,372400,"Gen1Housemates",372300,372400,3723,0.5,0.5,NA,0.373169710752446,NA,0.407287296674152
372600,372700,"Gen1Housemates",372600,372700,3726,0.5,0.5,NA,-0.0301650773094408,NA,0.029859416327474
372800,372900,"Gen1Housemates",372800,372900,3728,0.5,0.5,NA,1.02217378161421,NA,0.349331056583551
373600,373700,"Gen1Housemates",373600,373700,3736,0.5,0.5,NA,-0.752805123632105,NA,-0.450820256671058
373900,374000,"Gen1Housemates",373900,374000,3739,0.5,0.5,NA,0.247124216894398,NA,-0.789157345095425
374000,374100,"Gen1Housemates",374000,374100,3739,0.5,0.5,NA,-0.789157345095425,NA,-0.655040945683979
373900,374100,"Gen1Housemates",373900,374100,3739,0.5,0.5,NA,0.247124216894398,NA,-0.655040945683979
374800,374900,"Gen1Housemates",374800,374900,3748,0.5,0.5,NA,0.874536244042733,NA,1.02217378161421
374800,375000,"Gen1Housemates",374800,375000,3748,0.25,0.25,NA,0.874536244042733,NA,0.402487170295999
374900,375000,"Gen1Housemates",374900,375000,3748,0.25,0.25,NA,1.02217378161421,NA,0.402487170295999
374900,375100,"Gen1Housemates",374900,375100,3748,0.25,0.25,NA,1.02217378161421,NA,0.7203970502735
374800,375100,"Gen1Housemates",374800,375100,3748,0.25,0.25,NA,0.874536244042733,NA,0.7203970502735
375000,375100,"Gen1Housemates",375000,375100,3748,0.5,0.5,NA,0.402487170295999,NA,0.7203970502735
375200,375300,"Gen1Housemates",375200,375300,3752,0.5,0.5,NA,-0.511490915977913,NA,0.728827190476543
375800,375900,"Gen1Housemates",375800,375900,3758,0.5,0.5,NA,0.349331056583551,NA,0.275772911889888
375800,376000,"Gen1Housemates",375800,376000,3758,0.5,0.5,NA,0.349331056583551,NA,0.7203970502735
375900,376000,"Gen1Housemates",375900,376000,3758,0.5,0.5,NA,0.275772911889888,NA,0.7203970502735
376200,376300,"Gen1Housemates",376200,376300,3762,0.5,0.5,NA,NA,NA,NA
376400,376500,"Gen1Housemates",376400,376500,3764,0.5,0.5,NA,1.32232835464082,NA,-2.72381023931933
376600,376700,"Gen1Housemates",376600,376700,3766,0.5,0.5,NA,-1.04898990810454,NA,-1.16865347898842
377000,377100,"Gen1Housemates",377000,377100,3770,0.5,0.5,NA,1.10832332436954,NA,0.707406342492964
377400,377500,"Gen1Housemates",377400,377500,3774,0.5,0.5,NA,-0.812547961810205,NA,-0.409661211202433
377400,377600,"Gen1Housemates",377400,377600,3774,0.5,0.5,NA,-0.812547961810205,NA,-0.532041964123892
377500,377600,"Gen1Housemates",377500,377600,3774,0.5,0.5,NA,-0.409661211202433,NA,-0.532041964123892
377700,377800,"Gen1Housemates",377700,377800,3777,0.5,0.5,NA,-0.951310384092994,NA,NA
379600,379700,"Gen1Housemates",379600,379700,3796,0.5,0.5,NA,1.00236608045083,NA,0.323355857737168
379800,379900,"Gen1Housemates",379800,379900,3798,0.5,0.5,NA,0.275772911889888,NA,-0.812547961810205
380400,380500,"Gen1Housemates",380400,380500,3804,0.5,0.5,NA,1.48781945826253,NA,0.402487170295999
380800,380900,"Gen1Housemates",380800,380900,3808,0.5,0.5,NA,1.94973477812869,NA,1.36566266473131
381300,381400,"Gen1Housemates",381300,381400,3813,0.5,0.5,NA,0.714759778338927,NA,1.306796395599
381700,381800,"Gen1Housemates",381700,381800,3817,0.5,0.5,NA,-0.13169163695604,NA,1.35346271955953
382100,382200,"Gen1Housemates",382100,382200,3821,NA,0,NA,-1.10780090468137,NA,0.338043021338865
382500,382600,"Gen1Housemates",382500,382600,3825,0.5,0.5,NA,-0.285776335868968,NA,-0.312590764678253
382700,382800,"Gen1Housemates",382700,382800,3827,0.125,0.125,NA,-1.77712347042111,NA,-1.98094705079761
383100,383200,"Gen1Housemates",383100,383200,3831,NA,NA,NA,-0.628972032735029,NA,0.714759778338927
383500,383600,"Gen1Housemates",383500,383600,3835,0.5,0.5,NA,-0.106099842673803,NA,2.09225583329225
383500,383700,"Gen1Housemates",383500,383700,3835,0.5,0.5,NA,-0.106099842673803,NA,-1.33994130769543
383600,383700,"Gen1Housemates",383600,383700,3835,0.5,0.5,NA,2.09225583329225,NA,-1.33994130769543
