"","Subject2Tag","Subject1Tag","R","CRace1","CGender1","HtSt1","AgeHt1","CRace2","CGender2","HtSt2","AgeHt2"
"6129",651603,651602,0.5,2,2,-0.173544831,19,2,2,-0.173544831,19
"6130",651604,651601,0.5,2,2,0.49858852,19,2,1,-0.764653989,19
"6131",651604,651603,0.5,2,2,-0.173544831,19,2,1,-0.764653989,19
"6132",651604,651602,0.5,2,2,-0.173544831,19,2,1,-0.764653989,19
"6133",651605,651602,0.5,2,2,-0.173544831,19,2,1,0.2155459714,19
"6134",651605,651601,0.5,2,2,0.49858852,19,2,1,0.2155459714,19
"6135",651605,651603,0.5,2,2,-0.173544831,19,2,1,0.2155459714,19
"6136",651605,651604,0.5,2,1,-0.764653989,19,2,1,0.2155459714,19
"6137",652002,652001,0.5,3,2,NA,6,3,1,NA,NA
"6138",652102,652101,0.25,3,2,NA,9,3,1,NA,1
"6139",652103,652101,0.25,3,2,NA,9,3,1,NA,NA
"6140",652103,652102,0.5,3,1,NA,1,3,1,NA,NA
"6141",652202,652201,0.5,3,2,NA,10,3,1,NA,7
"6142",652203,652201,0.5,3,2,NA,10,3,1,NA,4
"6143",652203,652202,0.5,3,1,NA,7,3,1,NA,4
"6144",652302,652301,0.5,3,2,NA,NA,3,2,NA,NA
"6145",652303,652301,0.5,3,2,NA,NA,3,1,NA,NA
"6146",652303,652302,0.5,3,2,NA,NA,3,1,NA,NA
"6147",652304,652302,0.5,3,2,NA,NA,3,2,NA,6
"6148",652304,652301,0.5,3,2,NA,NA,3,2,NA,6
"6149",652304,652303,0.5,3,1,NA,NA,3,2,NA,6
"6150",652305,652302,NA,3,2,NA,NA,3,2,NA,5
"6151",652305,652303,NA,3,1,NA,NA,3,2,NA,5
"6152",652305,652301,NA,3,2,NA,NA,3,2,NA,5
"6153",652305,652304,0.5,3,2,NA,6,3,2,NA,5
"6154",652306,652305,0.5,3,2,NA,5,3,1,NA,4
"6155",652306,652302,NA,3,2,NA,NA,3,1,NA,4
"6156",652306,652301,NA,3,2,NA,NA,3,1,NA,4
"6157",652306,652303,NA,3,1,NA,NA,3,1,NA,4
"6158",652306,652304,0.5,3,2,NA,6,3,1,NA,4
"6159",652307,652302,NA,3,2,NA,NA,3,2,NA,3
"6160",652307,652303,NA,3,1,NA,NA,3,2,NA,3
"6161",652307,652304,0.5,3,2,NA,6,3,2,NA,3
"6162",652307,652301,NA,3,2,NA,NA,3,2,NA,3
"6163",652307,652305,0.5,3,2,NA,5,3,2,NA,3
"6164",652307,652306,0.5,3,1,NA,4,3,2,NA,3
"6165",652402,652401,0.5,3,1,NA,1,3,1,NA,NA
"6166",652502,652501,0.5,3,1,NA,10,3,2,NA,5
"6167",652503,652501,0.5,3,1,NA,10,3,2,NA,3
"6168",652503,652502,0.5,3,2,NA,5,3,2,NA,3
"6169",652504,652501,0.25,3,1,NA,10,3,1,NA,2
"6170",652504,652502,0.25,3,2,NA,5,3,1,NA,2
"6171",652504,652503,0.25,3,2,NA,3,3,1,NA,2
"6172",652602,652601,0.5,3,2,NA,6,3,2,NA,5
"6173",652603,652601,0.5,3,2,NA,6,3,2,NA,2
"6174",652603,652602,0.5,3,2,NA,5,3,2,NA,2
"6175",653202,653201,NA,3,2,NA,9,3,1,NA,8
"6176",653203,653201,NA,3,2,NA,9,3,1,NA,4
"6177",653203,653202,NA,3,1,NA,8,3,1,NA,4
"6178",653602,653601,NA,3,2,NA,13,3,1,NA,12
"6179",653802,653801,NA,3,1,NA,14,3,1,NA,12
"6180",653803,653801,NA,3,1,NA,14,3,2,NA,11
"6181",653803,653802,NA,3,1,NA,12,3,2,NA,11
"6182",655602,655601,0.5,3,2,NA,7,3,2,NA,2
"6183",655603,655601,0.5,3,2,NA,7,3,1,NA,NA
"6184",655603,655602,0.5,3,2,NA,2,3,1,NA,NA
"6185",656302,656301,0.5,3,2,NA,7,3,2,NA,3
"6186",656802,656801,0.5,3,1,NA,5,3,1,NA,2
"6187",657202,657201,0.5,3,1,NA,6,3,2,NA,4
"6188",657802,657801,0.5,3,1,NA,7,3,1,NA,4
"6189",657902,657901,NA,3,1,NA,7,3,1,NA,4
"6190",657903,657901,0.25,3,1,NA,7,3,1,NA,1
"6191",657903,657902,0.25,3,1,NA,4,3,1,NA,1
"6192",657904,657901,0.25,3,1,NA,7,3,1,NA,NA
"6193",657904,657902,0.25,3,1,NA,4,3,1,NA,NA
"6194",657904,657903,NA,3,1,NA,1,3,1,NA,NA
"6195",658602,658601,0.5,3,1,NA,6,3,1,NA,3
"6196",658702,658701,0.25,2,1,NA,14,2,1,-1.41812063,19
"6197",658703,658701,0.25,2,1,NA,14,2,2,0.49858852,19
"6198",658703,658702,0.5,2,1,-1.41812063,19,2,2,0.49858852,19
"6199",658704,658701,0.25,2,1,NA,14,2,1,-0.437920669,19
"6200",658704,658702,0.25,2,1,-1.41812063,19,2,1,-0.437920669,19
"6201",658704,658703,0.25,2,2,0.49858852,19,2,1,-0.437920669,19
"6202",659002,659001,0.5,3,2,NA,4,3,1,NA,1
"6203",659102,659101,0.25,3,1,NA,8,3,2,NA,5
"6204",659103,659101,0.25,3,1,NA,8,3,1,NA,2
"6205",659103,659102,0.25,3,2,NA,5,3,1,NA,2
"6206",659104,659101,NA,3,1,NA,8,3,2,NA,0
"6207",659104,659102,0.25,3,2,NA,5,3,2,NA,0
"6208",659104,659103,0.25,3,1,NA,2,3,2,NA,0
"6209",659202,659201,0.25,3,2,NA,6,3,1,NA,3
"6210",659203,659201,0.25,3,2,NA,6,3,2,NA,NA
"6211",659203,659202,0.25,3,1,NA,3,3,2,NA,NA
"6212",660202,660201,0.375,2,1,-0.111187349,19,2,2,-0.845678183,19
"6213",660203,660201,0.5,2,1,-0.111187349,19,2,1,-0.764653989,19
"6214",660203,660202,0.5,2,2,-0.845678183,19,2,1,-0.764653989,19
"6215",660402,660401,0.5,2,2,1.5067885468,19,2,1,0.2155459714,19
"6216",660403,660401,0.5,2,2,1.5067885468,19,2,2,NA,NA
"6217",660403,660402,0.5,2,1,0.2155459714,19,2,2,NA,NA
"6218",660404,660401,0.5,2,2,1.5067885468,19,2,2,NA,NA
"6219",660404,660402,0.5,2,1,0.2155459714,19,2,2,NA,NA
"6220",660404,660403,0.5,2,2,NA,NA,2,2,NA,NA
"6221",660502,660501,0.25,2,1,NA,14,2,2,0.8346551956,19
"6222",660602,660601,0.5,2,1,-0.764653989,19,2,1,NA,NA
"6223",660603,660601,0.5,2,1,-0.764653989,19,2,1,-0.111187349,19
"6224",660603,660602,0.25,2,1,NA,NA,2,1,-0.111187349,19
"6225",660604,660601,0.5,2,1,-0.764653989,19,2,2,-0.845678183,19
"6226",660604,660602,0.25,2,1,NA,NA,2,2,-0.845678183,19
"6227",660604,660603,0.5,2,1,-0.111187349,19,2,2,-0.845678183,19
"6228",660902,660901,0.5,3,1,NA,6,3,2,NA,3
"6229",661002,661001,0.5,3,1,NA,8,3,2,NA,5
"6230",661003,661001,0.5,3,1,NA,8,3,1,NA,1
"6231",661003,661002,0.5,3,2,NA,5,3,1,NA,1
"6232",661004,661001,0.5,3,1,NA,8,3,2,NA,NA
"6233",661004,661002,0.5,3,2,NA,5,3,2,NA,NA
"6234",661004,661003,0.5,3,1,NA,1,3,2,NA,NA
"6235",661202,661201,0.5,3,2,NA,5,3,1,NA,4
"6236",661302,661301,0.5,3,2,NA,0,3,1,NA,0
"6237",661402,661401,0.5,3,2,NA,3,3,1,NA,1
"6238",661403,661401,0.5,3,2,NA,3,3,2,NA,1
"6239",661403,661402,0.5,3,1,NA,1,3,2,NA,1
"6240",661502,661501,0.5,3,2,NA,9,3,1,NA,7
"6241",661802,661801,0.5,3,1,NA,14,3,1,NA,12
"6242",661803,661801,0.5,3,1,NA,14,3,1,NA,7
"6243",661803,661802,0.5,3,1,NA,12,3,1,NA,7
"6244",661804,661802,0.5,3,1,NA,12,3,1,NA,6
"6245",661804,661801,0.5,3,1,NA,14,3,1,NA,6
"6246",661804,661803,0.5,3,1,NA,7,3,1,NA,6
"6247",661805,661802,0.5,3,1,NA,12,3,1,NA,4
"6248",661805,661803,0.5,3,1,NA,7,3,1,NA,4
"6249",661805,661801,0.5,3,1,NA,14,3,1,NA,4
"6250",661805,661804,0.5,3,1,NA,6,3,1,NA,4
"6251",661806,661805,0.25,3,1,NA,4,3,1,NA,0
"6252",661806,661802,0.25,3,1,NA,12,3,1,NA,0
"6253",661806,661801,0.25,3,1,NA,14,3,1,NA,0
"6254",661806,661803,0.25,3,1,NA,7,3,1,NA,0
"6255",661806,661804,0.25,3,1,NA,6,3,1,NA,0
"6256",661807,661802,0.5,3,1,NA,12,3,2,NA,0
"6257",661807,661803,0.5,3,1,NA,7,3,2,NA,0
"6258",661807,661804,0.5,3,1,NA,6,3,2,NA,0
"6259",661807,661801,0.5,3,1,NA,14,3,2,NA,0
"6260",661807,661805,0.5,3,1,NA,4,3,2,NA,0
"6261",661807,661806,0.25,3,1,NA,0,3,2,NA,0
"6262",662202,662201,0.25,3,2,NA,6,3,2,NA,4
"6263",662203,662201,0.25,3,2,NA,6,3,1,NA,NA
"6264",662203,662202,NA,3,2,NA,4,3,1,NA,NA
"6265",662802,662801,0.5,3,2,NA,10,3,2,NA,7
"6266",662902,662901,0.25,3,2,NA,8,3,2,NA,4
"6267",662903,662901,0.25,3,2,NA,8,3,2,NA,3
"6268",662903,662902,0.5,3,2,NA,4,3,2,NA,3
"6269",662904,662901,NA,3,2,NA,8,3,2,NA,NA
"6270",662904,662902,NA,3,2,NA,4,3,2,NA,NA
"6271",662904,662903,NA,3,2,NA,3,3,2,NA,NA
"6272",663002,663001,0.5,3,2,NA,5,3,2,NA,2
"6273",663702,663701,0.5,3,2,NA,7,3,2,NA,3
"6274",663802,663801,0.5,3,1,NA,11,3,2,NA,10
"6275",663902,663901,0.75,3,1,NA,1,3,1,NA,1
"6276",663903,663901,0.5,3,1,NA,1,3,1,NA,0
"6277",663903,663902,0.5,3,1,NA,1,3,1,NA,0
"6278",664102,664101,0.25,3,2,NA,8,3,1,NA,6
"6279",664202,664201,NA,2,1,NA,12,2,1,NA,8
"6280",664203,664201,0.25,2,1,NA,12,2,2,NA,11
"6281",664203,664202,0.25,2,1,NA,8,2,2,NA,11
"6282",664302,664301,0.5,1,1,-0.111187349,19,1,1,-0.437920669,19
"6283",664303,664301,0.5,1,1,-0.111187349,19,1,2,-0.845678183,19
"6284",664303,664302,0.5,1,1,-0.437920669,19,1,2,-0.845678183,19
"6285",664402,664401,0.5,1,1,NA,14,1,1,NA,9
"6286",664502,664501,0.5,2,1,1.8492125727,19,2,1,NA,17
"6287",664602,664601,0.5,2,1,NA,NA,2,1,NA,NA
"6288",664702,664701,0.5,2,1,NA,16,2,2,NA,14
"6289",665102,665101,0.25,1,2,-1.181744858,19,1,1,NA,NA
"6290",665402,665401,0.25,1,2,-1.181744858,19,1,2,-0.509611507,19
"6291",665403,665401,0.25,1,2,-1.181744858,19,1,1,NA,17
"6292",665403,665402,0.5,1,2,-0.509611507,19,1,1,NA,17
"6293",665802,665801,0.25,1,2,1.1707218712,19,1,1,0.5422792916,19
"6294",665803,665801,0.25,1,2,1.1707218712,19,1,2,NA,16
"6295",665803,665802,0.5,1,1,0.5422792916,19,1,2,NA,16
"6296",665902,665901,0.5,1,2,0.1625218443,19,1,2,0.1625218443,19
"6297",666202,666201,0.5,1,1,2.175945893,19,1,1,NA,15
"6298",666203,666201,0.5,1,1,2.175945893,19,1,1,NA,NA
"6299",666203,666202,0.5,1,1,NA,15,1,1,NA,NA
"6300",666502,666501,0.25,2,2,NA,9,2,2,NA,4
"6301",666702,666701,0.25,2,2,0.8346551956,19,2,1,NA,16
"6302",666802,666801,0.25,2,2,0.8346551956,19,2,1,NA,17
"6303",666902,666901,0.25,2,2,NA,9,2,2,NA,1
"6304",666903,666901,0.25,2,2,NA,9,2,2,NA,1
"6305",666903,666902,0.25,2,2,NA,1,2,2,NA,1
"6306",667102,667101,0.25,2,1,NA,18,2,1,-0.437920669,19
"6307",667103,667101,0.25,2,1,NA,18,2,1,NA,18
"6308",667103,667102,0.25,2,1,-0.437920669,19,2,1,NA,18
"6309",667104,667101,0.25,2,1,NA,18,2,2,NA,17
"6310",667104,667102,0.25,2,1,-0.437920669,19,2,2,NA,17
"6311",667104,667103,0.5,2,1,NA,18,2,2,NA,17
"6312",667105,667101,0.25,2,1,NA,18,2,1,NA,12
"6313",667105,667104,0.5,2,2,NA,17,2,1,NA,12
"6314",667105,667102,0.25,2,1,-0.437920669,19,2,1,NA,12
"6315",667105,667103,0.5,2,1,NA,18,2,1,NA,12
"6316",667106,667101,NA,2,1,NA,18,2,1,NA,NA
"6317",667106,667103,NA,2,1,NA,18,2,1,NA,NA
"6318",667106,667102,NA,2,1,-0.437920669,19,2,1,NA,NA
"6319",667106,667104,NA,2,2,NA,17,2,1,NA,NA
"6320",667106,667105,0.25,2,1,NA,12,2,1,NA,NA
"6321",667202,667201,0.25,2,1,NA,9,2,2,NA,5
"6322",667402,667401,0.5,1,2,0.49858852,19,1,1,-0.437920669,19
"6323",667403,667401,0.5,1,2,0.49858852,19,1,2,0.49858852,19
"6324",667403,667402,0.5,1,1,-0.437920669,19,1,2,0.49858852,19
"6325",667502,667501,0.5,1,1,0.2155459714,19,1,1,NA,7
"6326",667503,667501,0.5,1,1,0.2155459714,19,1,1,NA,4
"6327",667503,667502,0.5,1,1,NA,7,1,1,NA,4
"6328",667602,667601,0.5,1,1,-2.07158727,19,1,1,-1.41812063,19
"6329",667603,667601,0.25,1,1,-2.07158727,19,1,1,-1.41812063,19
"6330",667603,667602,0.25,1,1,-1.41812063,19,1,1,-1.41812063,19
"6331",668402,668401,0.5,2,2,-0.509611507,19,2,2,-0.509611507,19
"6332",668403,668401,0.25,2,2,-0.509611507,19,2,2,NA,17
"6333",668403,668402,0.25,2,2,-0.509611507,19,2,2,NA,17
"6334",669202,669201,NA,3,2,NA,NA,3,1,NA,NA
"6335",669302,669301,0.5,1,2,-0.845678183,19,1,1,NA,17
"6336",669502,669501,0.5,3,2,NA,NA,3,2,NA,NA
"6337",669902,669901,0.5,3,1,NA,5,3,2,NA,NA
"6338",670302,670301,0.5,2,2,NA,18,2,1,NA,16
"6339",670303,670301,0.5,2,2,NA,18,2,2,NA,NA
"6340",670303,670302,0.5,2,1,NA,16,2,2,NA,NA
"6341",670402,670401,0.5,1,1,-0.111187349,19,1,1,NA,NA
"6342",670403,670401,0.5,1,1,-0.111187349,19,1,2,NA,18
"6343",670403,670402,0.5,1,1,NA,NA,1,2,NA,18
"6344",670702,670701,0.5,2,2,-12.94407851,16,2,2,NA,14
"6345",670703,670701,0.5,2,2,-12.94407851,16,2,2,NA,NA
"6346",670703,670702,0.5,2,2,NA,14,2,2,NA,NA
"6347",670902,670901,0.5,2,2,0.1625218443,19,2,2,-0.173544831,19
"6348",670903,670901,0.5,2,2,0.1625218443,19,2,1,NA,NA
"6349",670903,670902,0.5,2,2,-0.173544831,19,2,1,NA,NA
"6350",671102,671101,0.25,1,1,-1.41812063,19,1,1,-1.41812063,19
"6351",671202,671201,0.5,1,2,NA,17,1,2,NA,18
"6352",672502,672501,0.25,1,2,0.1625218443,19,1,2,NA,15
"6353",673402,673401,0.5,2,2,NA,7,2,1,2.175945893,19
"6354",673802,673801,0.5,1,1,NA,NA,1,1,NA,NA
"6355",674202,674201,0.5,1,1,-1.41812063,19,1,2,-0.509611507,19
"6356",674203,674201,0.25,1,1,-1.41812063,19,1,1,-0.764653989,19
"6357",674203,674202,0.25,1,2,-0.509611507,19,1,1,-0.764653989,19
"6358",674402,674401,0.5,1,2,-0.845678183,19,1,1,-1.09138731,19
"6359",674502,674501,0.5,1,2,0.49858852,19,1,1,NA,18
"6360",674702,674701,NA,2,1,NA,4,2,2,NA,2
"6361",674902,674901,0.5,2,2,-1.181744858,19,2,1,-0.111187349,19
"6362",674903,674901,0.5,2,2,-1.181744858,19,2,1,-1.09138731,19
"6363",674903,674902,0.5,2,1,-0.111187349,19,2,1,-1.09138731,19
"6364",674904,674901,0.25,2,2,-1.181744858,19,2,1,-0.437920669,19
"6365",674904,674902,0.25,2,1,-0.111187349,19,2,1,-0.437920669,19
"6366",674904,674903,0.25,2,1,-1.09138731,19,2,1,-0.437920669,19
"6367",675202,675201,0.25,2,2,1.8428552225,19,2,2,1.5067885468,19
"6368",675203,675201,0.25,2,2,1.8428552225,19,2,2,1.1707218712,19
"6369",675203,675202,0.5,2,2,1.5067885468,19,2,2,1.1707218712,19
"6370",675204,675201,0.25,2,2,1.8428552225,19,2,2,NA,NA
"6371",675204,675203,0.5,2,2,1.1707218712,19,2,2,NA,NA
"6372",675204,675202,0.5,2,2,1.5067885468,19,2,2,NA,NA
"6373",675205,675202,0.5,2,2,1.5067885468,19,2,2,NA,NA
"6374",675205,675201,0.25,2,2,1.8428552225,19,2,2,NA,NA
"6375",675205,675203,0.5,2,2,1.1707218712,19,2,2,NA,NA
"6376",675205,675204,0.5,2,2,NA,NA,2,2,NA,NA
"6377",675302,675301,0.25,2,2,0.1625218443,19,2,1,NA,NA
"6378",675502,675501,0.5,2,1,-1.41812063,19,2,2,0.49858852,19
"6379",675602,675601,0.5,2,1,0.5422792916,19,2,2,1.1707218712,19
"6380",675802,675801,0.5,2,1,NA,19,2,1,NA,19
"6381",676502,676501,0.25,1,1,0.2155459714,19,1,1,NA,NA
"6382",676702,676701,0.5,3,2,NA,1,3,1,NA,NA
"6383",677202,677201,0.5,1,1,-0.111187349,19,1,2,-1.517811534,19
"6384",677302,677301,0.5,1,1,-1.41812063,19,1,1,-0.111187349,19
"6385",677303,677301,0.25,1,1,-1.41812063,19,1,1,-1.41812063,19
"6386",677303,677302,0.25,1,1,-0.111187349,19,1,1,-1.41812063,19
"6387",677402,677401,0.5,1,2,NA,NA,1,2,-0.173544831,19
"6388",677403,677401,0.5,1,2,NA,NA,1,1,0.2155459714,19
"6389",677403,677402,0.5,1,2,-0.173544831,19,1,1,0.2155459714,19
"6390",677404,677401,0.5,1,2,NA,NA,1,1,NA,18
"6391",677404,677403,0.5,1,1,0.2155459714,19,1,1,NA,18
"6392",677404,677402,0.5,1,2,-0.173544831,19,1,1,NA,18
"6393",677405,677402,0.5,1,2,-0.173544831,19,1,2,NA,17
"6394",677405,677401,0.5,1,2,NA,NA,1,2,NA,17
"6395",677405,677403,0.5,1,1,0.2155459714,19,1,2,NA,17
"6396",677405,677404,0.5,1,1,NA,18,1,2,NA,17
"6397",678002,678001,0.25,1,1,-0.764653989,19,1,2,NA,NA
"6398",678302,678301,0.25,1,2,-0.509611507,19,1,1,-1.09138731,19
"6399",678702,678701,0.25,1,1,-0.111187349,19,1,1,-0.111187349,19
"6400",678703,678701,0.25,1,1,-0.111187349,19,1,1,0.5422792916,19
"6401",678703,678702,0.25,1,1,-0.111187349,19,1,1,0.5422792916,19
"6402",678704,678701,0.25,1,1,-0.111187349,19,1,2,NA,17
"6403",678704,678702,0.25,1,1,-0.111187349,19,1,2,NA,17
"6404",678704,678703,0.25,1,1,0.5422792916,19,1,2,NA,17
"6405",678802,678801,NA,1,2,NA,7,1,2,NA,NA
"6406",678803,678801,0.25,1,2,NA,7,1,1,NA,17
"6407",678803,678802,0.25,1,2,NA,NA,1,1,NA,17
"6408",678804,678801,NA,1,2,NA,7,1,2,NA,NA
"6409",678804,678802,NA,1,2,NA,NA,1,2,NA,NA
"6410",678804,678803,0.25,1,1,NA,17,1,2,NA,NA
"6411",680702,680701,0.25,1,2,-0.845678183,19,1,1,-0.764653989,19
"6412",680703,680701,0.25,1,2,-0.845678183,19,1,2,-0.845678183,19
"6413",680703,680702,0.5,1,1,-0.764653989,19,1,2,-0.845678183,19
"6414",681602,681601,0.5,1,2,0.49858852,19,1,2,1.5067885468,19
"6415",681702,681701,0.5,1,2,NA,15,1,1,NA,NA
"6416",682502,682501,0.25,1,2,-0.845678183,19,1,2,-0.845678183,19
"6417",682602,682601,0.5,1,1,NA,NA,1,1,NA,NA
"6418",682802,682801,0.25,1,1,-0.764653989,19,1,2,-1.853878209,19
"6419",682803,682801,0.25,1,1,-0.764653989,19,1,1,0.2155459714,19
"6420",682803,682802,0.5,1,2,-1.853878209,19,1,1,0.2155459714,19
"6421",682902,682901,0.5,1,2,-1.853878209,19,1,1,-0.764653989,19
"6422",682903,682901,0.25,1,2,-1.853878209,19,1,2,NA,11
"6423",682903,682902,0.25,1,1,-0.764653989,19,1,2,NA,11
"6424",683202,683201,0.5,1,2,-1.853878209,19,1,2,-1.181744858,19
"6425",683902,683901,0.5,2,2,NA,18,2,1,NA,16
"6426",683903,683901,0.5,2,2,NA,18,2,1,NA,NA
"6427",683903,683902,0.5,2,1,NA,16,2,1,NA,NA
"6428",684202,684201,0.5,2,2,NA,18,2,1,NA,15
"6429",684203,684201,0.5,2,2,NA,18,2,1,NA,NA
"6430",684203,684202,0.5,2,1,NA,15,2,1,NA,NA
"6431",684502,684501,0.5,2,2,-0.845678183,19,2,2,-0.173544831,19
"6432",684503,684501,0.5,2,2,-0.845678183,19,2,2,-0.509611507,19
"6433",684503,684502,0.5,2,2,-0.173544831,19,2,2,-0.509611507,19
"6434",684702,684701,0.25,2,2,-0.845678183,19,2,1,0.5422792916,19
"6435",684703,684701,0.25,2,2,-0.845678183,19,2,1,-0.437920669,19
"6436",684703,684702,0.5,2,1,0.5422792916,19,2,1,-0.437920669,19
"6437",684704,684701,0.25,2,2,-0.845678183,19,2,1,0.2155459714,19
"6438",684704,684703,0.5,2,1,-0.437920669,19,2,1,0.2155459714,19
"6439",684704,684702,0.5,2,1,0.5422792916,19,2,1,0.2155459714,19
"6440",684705,684702,0.5,2,1,0.5422792916,19,2,1,NA,12
"6441",684705,684701,0.25,2,2,-0.845678183,19,2,1,NA,12
"6442",684705,684703,0.5,2,1,-0.437920669,19,2,1,NA,12
"6443",684705,684704,0.5,2,1,0.2155459714,19,2,1,NA,12
"6444",685202,685201,0.5,2,1,NA,NA,2,2,NA,NA
"6445",685402,685401,1,2,2,-0.173544831,19,2,2,-0.509611507,19
"6446",685602,685601,0.5,1,2,NA,5,1,2,NA,1
"6447",685603,685601,0.5,1,2,NA,5,1,2,NA,NA
"6448",685603,685602,0.5,1,2,NA,1,1,2,NA,NA
"6449",685802,685801,0.5,2,2,0.49858852,19,2,2,1.5067885468,19
"6450",685803,685801,0.5,2,2,0.49858852,19,2,1,1.1957459322,19
"6451",685803,685802,0.5,2,2,1.5067885468,19,2,1,1.1957459322,19
"6452",685804,685801,0.5,2,2,0.49858852,19,2,1,0.8690126119,19
"6453",685804,685802,0.5,2,2,1.5067885468,19,2,1,0.8690126119,19
"6454",685804,685803,0.5,2,1,1.1957459322,19,2,1,0.8690126119,19
"6455",685805,685801,0.5,2,2,0.49858852,19,2,2,0.8346551956,19
"6456",685805,685804,0.5,2,1,0.8690126119,19,2,2,0.8346551956,19
"6457",685805,685802,0.5,2,2,1.5067885468,19,2,2,0.8346551956,19
"6458",685805,685803,0.5,2,1,1.1957459322,19,2,2,0.8346551956,19
"6459",685806,685801,0.5,2,2,0.49858852,19,2,2,2.1789218981,19
"6460",685806,685803,0.5,2,1,1.1957459322,19,2,2,2.1789218981,19
"6461",685806,685802,0.5,2,2,1.5067885468,19,2,2,2.1789218981,19
"6462",685806,685804,0.5,2,1,0.8690126119,19,2,2,2.1789218981,19
"6463",685806,685805,0.5,2,2,0.8346551956,19,2,2,2.1789218981,19
"6464",686202,686201,0.5,2,2,2.1789218981,19,2,2,0.1625218443,19
"6465",686203,686201,0.5,2,2,2.1789218981,19,2,2,NA,18
"6466",686203,686202,0.5,2,2,0.1625218443,19,2,2,NA,18
"6467",686204,686201,0.25,2,2,2.1789218981,19,2,2,NA,NA
"6468",686204,686202,0.25,2,2,0.1625218443,19,2,2,NA,NA
"6469",686204,686203,0.25,2,2,NA,18,2,2,NA,NA
"6470",687002,687001,0.5,2,2,NA,7,2,1,NA,5
"6471",687602,687601,0.25,2,1,1.1957459322,19,2,1,NA,18
"6472",688002,688001,0.5,1,1,NA,17,1,1,NA,15
"6473",688102,688101,0.25,2,2,1.1707218712,19,2,1,NA,15
"6474",688103,688101,0.25,2,2,1.1707218712,19,2,2,NA,NA
"6475",688103,688102,0.5,2,1,NA,15,2,2,NA,NA
"6476",688502,688501,0.25,1,1,-1.74485395,19,1,1,NA,NA
"6477",689002,689001,0.5,1,1,-0.111187349,19,1,2,-0.509611507,19
"6478",689102,689101,0.25,1,1,0.2155459714,19,1,2,NA,17
"6479",691302,691301,0.5,2,1,NA,17,2,1,NA,14
"6480",691303,691301,0.5,2,1,NA,17,2,1,NA,NA
"6481",691303,691302,0.5,2,1,NA,14,2,1,NA,NA
"6482",691602,691601,0.5,3,2,NA,13,3,2,NA,12
"6483",691603,691601,0.5,3,2,NA,13,3,1,NA,10
"6484",691603,691602,0.5,3,2,NA,12,3,1,NA,10
"6485",691604,691601,0.5,3,2,NA,13,3,1,NA,9
"6486",691604,691602,0.5,3,2,NA,12,3,1,NA,9
"6487",691604,691603,0.5,3,1,NA,10,3,1,NA,9
"6488",691702,691701,0.5,3,1,NA,8,3,2,NA,1
"6489",691902,691901,0.25,3,2,NA,6,3,1,NA,2
"6490",692002,692001,NA,3,1,NA,NA,3,2,NA,NA
"6491",692003,692001,NA,3,1,NA,NA,3,2,NA,NA
"6492",692003,692002,NA,3,2,NA,NA,3,2,NA,NA
"6493",692004,692001,NA,3,1,NA,NA,3,1,NA,1
"6494",692004,692002,NA,3,2,NA,NA,3,1,NA,1
"6495",692004,692003,NA,3,2,NA,NA,3,1,NA,1
"6496",693002,693001,0.5,1,1,0.5422792916,19,1,2,1.5067885468,19
"6497",693003,693001,0.5,1,1,0.5422792916,19,1,1,1.8492125727,19
"6498",693003,693002,0.5,1,2,1.5067885468,19,1,1,1.8492125727,19
"6499",693702,693701,0.5,3,2,NA,NA,3,2,NA,NA
"6500",693902,693901,0.5,1,2,NA,17,1,2,NA,NA
"6501",694002,694001,0.5,1,1,0.5422792916,19,1,1,NA,18
"6502",694302,694301,NA,3,2,NA,9,3,1,NA,11
"6503",694502,694501,0.5,3,2,NA,NA,3,2,NA,0
"6504",694802,694801,0.5,2,2,NA,11,2,2,NA,18
"6505",695002,695001,0.5,2,1,NA,19,2,1,0.5422792916,19
"6506",695003,695001,0.25,2,1,NA,19,2,1,NA,NA
"6507",695003,695002,0.25,2,1,0.5422792916,19,2,1,NA,NA
"6508",695102,695101,0.5,1,1,NA,9,1,1,NA,6
"6509",695202,695201,0.5,2,1,1.5224792524,19,2,2,0.8346551956,19
"6510",695302,695301,0.5,2,1,0.5422792916,19,2,1,0.5422792916,19
"6511",695303,695301,0.25,2,1,0.5422792916,19,2,2,NA,16
"6512",695303,695302,0.25,2,1,0.5422792916,19,2,2,NA,16
"6513",695304,695301,0.25,2,1,0.5422792916,19,2,2,NA,NA
"6514",695304,695302,0.25,2,1,0.5422792916,19,2,2,NA,NA
"6515",695304,695303,0.25,2,2,NA,16,2,2,NA,NA
"6516",695602,695601,0.5,3,2,NA,6,3,2,NA,5
"6517",695603,695601,0.5,3,2,NA,6,3,2,NA,2
"6518",695603,695602,0.5,3,2,NA,5,3,2,NA,2
"6519",695702,695701,0.5,2,2,-1.853878209,19,2,2,NA,17
"6520",696202,696201,NA,2,2,NA,NA,2,2,NA,NA
"6521",696203,696201,NA,2,2,NA,NA,2,1,NA,NA
"6522",696203,696202,NA,2,2,NA,NA,2,1,NA,NA
"6523",696302,696301,0.5,3,1,NA,8,3,2,NA,6
"6524",696303,696301,NA,3,1,NA,8,3,1,NA,1
"6525",696303,696302,NA,3,2,NA,6,3,1,NA,1
"6526",696502,696501,0.5,3,2,NA,6,3,2,NA,5
