RelationshipPath,RImplicit,RImplicit2004,RExplicit,RRoster,AlgorithmVersion,Count
2,0.25,0.5,0.25,,23,97
2,,0.25,0.25,,23,94
2,0.25,0.25,0.5,,23,86
2,0.25,0.25,0.375,,23,79
2,0.25,,0.25,,23,79
2,0.5,0.25,0.5,,23,73
2,0.25,0.375,0.5,,23,72
2,0.5,0.5,0.25,,23,71
2,0.5,,,,23,63
2,,,,,23,55
2,0.5,0.375,0.25,,23,54
2,0.5,0.25,0.25,,23,39
2,0.5,0.5,0.375,,23,37
2,0.25,,,,23,34
2,,0.375,0.375,,23,26
2,0.25,0.375,0.375,,23,23
2,,,0.25,,23,23
2,1,1,0.5,,23,21
2,0.5,0.375,0.375,,23,20
2,,0.25,0.5,,23,20
2,,0.5,,,23,20
2,,0.25,,,23,18
2,0.25,0.5,0.375,,23,14
2,0.5,0.25,,,23,14
2,,0.5,0.25,,23,14
2,0.25,0.5,0.5,,23,13
2,0.75,1,,,23,12
2,,0.5,0.5,,23,10
2,,,0.5,,23,6
2,0.5,0.25,0.375,,23,6
2,,0.25,0.375,,23,5
2,0.25,0.5,,,23,5
2,1,1,,,23,3
2,0.5,,0.25,,23,3
2,0.5,,0.375,,23,3
2,,,0.375,,23,2
2,0.25,,0.5,,23,2
2,0.25,,0.375,,23,2
2,1,0.5,,,23,1
2,0.75,,0.375,,23,1
2,1,0.5,0.5,,23,1
2,1,,,,23,1
2,,0.5,0.375,,23,1
2,0.5,0.5,0.5,,24,4193
2,0.25,0.25,0.25,,24,1578
2,0.5,0.5,,,24,1315
2,0.5,0.375,0.5,,24,528
2,0.25,0.375,0.25,,24,524
2,,0.375,,,24,493
2,,0.375,0.25,,24,352
2,,0.375,0.5,,24,255
2,0.25,0.25,,,24,239
2,0.5,0.375,,,24,179
2,0.25,0.375,,,24,135
2,0.25,0.5,0.25,,24,104
2,0.5,,0.5,,24,103
2,0.25,0.25,0.5,,24,87
2,0.25,,0.25,,24,81
2,0.25,0.25,0.375,,24,80
2,0.5,0.25,0.5,,24,74
2,0.25,0.375,0.5,,24,74
2,0.5,0.5,0.25,,24,74
2,,0.25,0.25,,24,66
2,0.5,,,,24,63
2,,,,,24,55
2,0.5,0.375,0.25,,24,54
2,0.5,0.25,0.25,,24,40
2,0.5,0.5,0.375,,24,37
2,0.25,,,,24,34
2,,0.375,0.375,,24,26
2,0.25,0.375,0.375,,24,23
2,,,0.25,,24,21
2,1,1,0.5,,24,21
2,0.5,0.375,0.375,,24,20
2,,0.25,0.5,,24,18
2,0.25,0.5,0.5,,24,18
2,,0.25,,,24,15
2,0.25,0.5,0.375,,24,15
2,0.5,0.25,,,24,14
2,0.25,0.5,,,24,13
2,0.75,1,,,24,12
2,,,0.5,,24,6
2,0.5,0.25,0.375,,24,6
2,,0.25,0.375,,24,4
2,,0.5,0.25,,24,4
2,1,1,,,24,3
2,0.5,,0.25,,24,3
2,0.5,,0.375,,24,3
2,,,0.375,,24,2
2,0.25,,0.375,,24,2
2,,0.5,0.5,,24,2
2,0.25,,0.5,,24,2
2,1,0.5,,,24,1
2,0.75,,0.375,,24,1
2,,0.5,,,24,1
2,1,0.5,0.5,,24,1
2,1,,,,24,1
2,,0.5,0.375,,24,1
