"SubjectTag","SurveyYear","Age","Gender","Value","DV","ZGenderAge"
664200,1981,23,2,0.22017,-0.771619198589899,-0.534849498628143
664300,1981,23,2,0.41928,-0.20373575463062,0.0179485591720083
664400,1981,20,2,0.22705,-0.748597233597926,-0.445610542226574
664500,1981,21,2,0.45431,-0.11477937167271,0.124172797392871
664600,1981,19,2,0.56572,0.165487865602701,0.450802411882823
664700,1981,20,2,0.31673,-0.476862551599826,-0.16489456439613
664800,1981,21,1,0.29107,-0.550261539137609,-0.370105792956373
664900,1981,23,1,0.34156,-0.408209328629775,-0.261304017747726
665000,1981,16,1,0.45788,-0.105776099780305,0.257107856939948
665100,1981,18,2,0.08626,-1.36415114712661,-1.09253470611189
665200,1981,17,2,0.1244,-1.15326897559975,-0.899640451395806
665300,NA,NA,NA,NA,NA,NA
665400,NA,NA,NA,NA,NA,NA
665500,1981,23,2,0.31755,-0.47456087323206,-0.245682298812833
665600,1981,20,1,0.23328,-0.728087541110534,-0.380566408333099
665700,1981,22,1,0.35956,-0.359635142039087,-0.219784116420531
665800,1981,20,2,0.10322,-1.26341521223723,-0.97744413525845
665900,NA,NA,NA,NA,NA,NA
666000,NA,NA,NA,NA,NA,NA
666100,1981,19,1,0.29307,-0.544438148771445,-0.186695544648911
666200,1981,18,2,0.21978,-0.772936435820395,-0.464765630514339
666300,1981,17,2,0.3057,-0.508076065090507,-0.22490172049571
666400,1981,18,2,0.20301,-0.830917919185999,-0.526332065716503
666500,1981,21,2,0.23771,-0.713688207470652,-0.48751624784687
666600,1981,19,2,0.03872,-1.76573689436434,-1.49214346164866
666700,1981,18,2,0.29052,-0.551866239922484,-0.230026829420601
666800,1981,17,2,0.38079,-0.303406621680681,-0.0108596901960047
666900,1981,16,2,0.30087,-0.521899940135157,-0.348486513535453
667000,1981,17,1,0.15818,-1.00196602945837,-0.666425456720877
667100,1981,19,2,0.00745,-2.43480055264006,-2.16526784412543
667200,1981,20,2,0.09487,-1.31134864691906,-1.02696185190964
667300,NA,NA,NA,NA,NA,NA
667400,1981,23,2,0.74336,0.653738957202371,0.852645115932364
667500,1981,17,2,0.91436,1.36810248176614,1.73719412871139
667600,1981,19,2,0.42926,-0.178258460488293,0.104969798473547
667700,1981,18,1,0.13798,-1.08943977360593,-0.727634762885499
667800,1981,24,1,0.03811,-1.7730525473638,-1.59697640635278
667900,1981,20,1,0.19964,-0.842907819410116,-0.489970029023963
668000,1981,19,1,0.18813,-0.884808359605276,-0.5039735890172
668100,NA,NA,NA,NA,NA,NA
668200,1981,23,1,0.05942,-1.55966105506986,-1.35550696268275
668300,NA,NA,NA,NA,NA,NA
668400,NA,NA,NA,NA,NA,NA
668500,1981,18,2,0.23022,-0.738122520043866,-0.427799196311989
668600,1981,18,2,0.06638,-1.50330659597542,-1.24029403249126
668700,NA,NA,NA,NA,NA,NA
668800,NA,NA,NA,NA,NA,NA
668900,1981,23,1,0.07929,-1.40986347324112,-1.21315713470699
669000,1981,17,1,0.23283,-0.729558658785167,-0.408598919800641
669100,1981,23,1,0.26637,-0.623828835903354,-0.466203184969971
669200,1981,18,2,0.14249,-1.06919902051109,-0.779345909673009
669300,1981,19,2,0.64711,0.377529696072346,0.664131180272313
