"SubjectTag","SurveyYear","Age","Gender","DV","ZGenderAge"
201,NA,NA,NA,NA,NA
202,NA,NA,NA,NA,NA
301,2002,21,2,66,0.489527360247274
302,2008,24,2,70,1.98361383897126
303,2010,24,2,67,0.888919383079553
401,1998,17,1,69,-0.304862676298697
403,NA,NA,NA,NA,NA
801,2000,24,2,68,1.25381753504345
802,2004,24,1,74,1.17140917708136
803,2006,23,2,69,1.46190489772277
1001,2002,19,2,66,0.466301320776502
1002,NA,NA,NA,NA,NA
1201,NA,NA,NA,NA,NA
1202,NA,NA,NA,NA,NA
1601,2010,19,1,72,0.570875921920311
1602,2010,16,1,72,0.752322136935011
1603,NA,NA,NA,NA,NA
1901,2010,22,2,66,0.515503892395787
2001,2010,19,2,62,-0.911889365115472
2501,2010,19,1,69,-0.376535182543185
2502,2010,16,2,66,0.55062991902395
2701,2010,21,2,66,0.489527360247274
2702,2010,18,1,69,-0.436051550702096
3001,2002,19,1,73,0.886679623408143
3002,NA,NA,NA,NA,NA
3003,2010,18,1,67,-1.1112281453376
3501,NA,NA,NA,NA,NA
3502,NA,NA,NA,NA,NA
3701,NA,NA,NA,NA,NA
4301,2006,23,2,63,-0.508488660077484
4302,2010,21,2,62,-0.871780857144443
4303,NA,NA,NA,NA,NA
4304,NA,NA,NA,NA,NA
4401,2000,18,2,63,-0.577843088449989
4402,2010,24,2,64,-0.205775072812151
4601,NA,NA,NA,NA,NA
4602,NA,NA,NA,NA,NA
4901,2006,23,1,72,0.573647023113895
4902,2010,22,1,69,-0.473953710812284
5001,2002,16,1,69,-0.18224306118032
5002,2010,22,1,72,0.512792427191265
5003,NA,NA,NA,NA,NA
5004,NA,NA,NA,NA,NA
5005,2010,17,2,67,0.816169789298513
5701,2004,24,1,71,0.170984378621901
5702,NA,NA,NA,NA,NA
5703,NA,NA,NA,NA,NA
5801,2006,24,2,61,-1.30046952870386
5802,2008,24,2,66,0.524021231115652
5803,2010,21,1,70,-0.103755891487682
6101,2010,16,2,65,0.190492073813768
6102,NA,NA,NA,NA,NA
6103,NA,NA,NA,NA,NA
6201,NA,NA,NA,NA,NA
6202,NA,NA,NA,NA,NA
6203,NA,NA,NA,NA,NA
6801,2010,16,2,67,0.910767764234133
6802,NA,NA,NA,NA,NA
6803,NA,NA,NA,NA,NA
7501,NA,NA,NA,NA,NA
7502,NA,NA,NA,NA,NA
7801,2010,20,2,60,-1.63538588544952
7802,NA,NA,NA,NA,NA
7803,NA,NA,NA,NA,NA
7804,NA,NA,NA,NA,NA
8601,2002,24,2,64,-0.205775072812151
8901,2010,24,2,62,-0.935571376739954
9101,2010,16,1,69,-0.18224306118032
9102,NA,NA,NA,NA,NA
9201,2000,17,1,69,-0.304862676298697
9202,NA,NA,NA,NA,NA
9501,2010,24,1,71,0.170984378621901
9502,2010,22,1,68,-0.802869090146801
9503,2010,21,1,70,-0.103755891487682
9601,2004,23,2,67,0.805107045122684
9602,2010,23,2,66,0.476708118822642
9603,NA,NA,NA,NA,NA
9701,2010,22,1,72,0.512792427191265
9702,2010,20,1,71,0.169335829770491
9801,2010,22,1,72,0.512792427191265
9802,2010,19,1,68,-0.692338884031016
9803,NA,NA,NA,NA,NA
9901,2010,22,1,71,0.183877047856749
9902,2010,17,1,70,0.018887264931044
10001,2006,21,1,71,0.220409614790125
10002,2010,18,1,70,-0.0984632533843456
10003,2010,17,2,64,-0.210033330924835
10201,NA,NA,NA,NA,NA
11101,2006,24,2,63,-0.570673224776052
11102,2008,24,2,61,-1.30046952870386
11103,2010,23,1,70,-0.0730345582326738
11201,2006,23,1,72,0.573647023113895
11202,NA,NA,NA,NA,NA
11801,NA,NA,NA,NA,NA
11802,NA,NA,NA,NA,NA
12101,2010,17,1,74,1.31388702985001
12401,2010,21,2,67,0.829854414595203
12402,2010,19,1,73,0.886679623408143
12801,2006,23,1,66,-1.36639772092581
12802,2010,24,2,61,-1.30046952870386
13301,NA,NA,NA,NA,NA
13701,2010,21,1,73,0.86874062734574
13702,2010,18,2,65,0.130827981548617
13801,2010,20,1,67,-1.14562392750886
13802,2010,18,1,70,-0.0984632533843456
13803,2010,16,2,63,-0.529783616606597
14001,2010,17,1,72,0.666387147390526
14301,NA,NA,NA,NA,NA
14302,2010,22,1,74,1.1706231858603
14303,2010,19,2,66,0.466301320776502
14304,2008,17,1,68,-0.628612617528438
14401,2010,18,1,74,1.25188993588666
14402,2010,16,2,62,-0.88992146181678
14403,NA,NA,NA,NA,NA
14701,2010,22,2,60,-1.66712739812128
14702,2010,19,1,68,-0.692338884031016
14901,2010,19,2,62,-0.911889365115472
14902,2010,16,1,69,-0.18224306118032
15301,2008,23,1,71,0.250306232440611
15302,2010,23,2,62,-0.836887586377526
15701,2008,23,2,61,-1.16528651267757
15702,2010,22,1,66,-1.46069984881583
15801,NA,NA,NA,NA,NA
15802,NA,NA,NA,NA,NA
15901,2010,24,1,68,-0.829440419837562
15902,2010,22,1,69,-0.473953710812284
15903,NA,NA,NA,NA,NA
15904,NA,NA,NA,NA,NA
15905,NA,NA,NA,NA,NA
16001,2010,18,1,70,-0.0984632533843456
16101,NA,NA,NA,NA,NA
16102,NA,NA,NA,NA,NA
16501,2010,21,2,69,1.51050852329106
16502,2010,17,2,66,0.474102082557397
16503,NA,NA,NA,NA,NA
16701,2004,19,1,75,1.51828702638381
16702,2004,16,2,64,-0.169645771396415
17201,2010,16,2,64,-0.169645771396415
17401,2010,24,1,68,-0.829440419837562
17402,2010,19,1,71,0.255072220432479
17501,2006,24,1,71,0.170984378621901
17502,2006,22,2,66,0.515503892395787
17503,2010,24,1,68,-0.829440419837562
17504,2010,17,1,73,0.990137088620267
17901,2006,24,2,60,-1.66536768066776
17902,2008,24,2,64,-0.205775072812151
18001,2002,23,1,72,0.573647023113895
18002,2006,24,1,70,-0.16249055419792
18003,2002,17,1,70,0.018887264931044
18301,2008,23,1,71,0.250306232440611
18302,2006,18,1,72,0.576713341251156
18303,2010,18,2,68,1.19383458654653
18401,NA,NA,NA,NA,NA
18601,2008,17,1,69,-0.304862676298697
18801,2008,23,2,68,1.13350597142273
19001,NA,NA,NA,NA,NA
19201,2010,18,2,64,-0.223507553450686
19202,NA,NA,NA,NA,NA
19203,NA,NA,NA,NA,NA
19701,2010,20,1,68,-0.816883988189026
19702,2010,19,2,62,-0.911889365115472
20001,2008,24,2,62,-0.935571376739954
20002,2010,22,2,64,-0.212039871109902
20301,NA,NA,NA,NA,NA
20302,2006,16,2,62,-0.88992146181678
20401,NA,NA,NA,NA,NA
20402,2002,17,2,62,-0.894168744407067
20501,NA,NA,NA,NA,NA
20502,NA,NA,NA,NA,NA
20503,2010,23,1,70,-0.0730345582326738
20801,2000,24,2,64,-0.205775072812151
21101,NA,NA,NA,NA,NA
21102,NA,NA,NA,NA,NA
21103,NA,NA,NA,NA,NA
21104,NA,NA,NA,NA,NA
22101,2010,23,1,69,-0.396375348905958
22102,2010,22,1,73,0.841707806525781
22103,2010,21,2,62,-0.871780857144443
22104,2010,18,2,60,-1.6408496934479
22401,1996,21,1,66,-1.40041791659891
22402,2002,24,2,66,0.524021231115652
22403,2002,23,1,71,0.250306232440611
22701,2000,24,2,63,-0.570673224776052
22702,2002,24,2,65,0.159123079151751
22703,2010,24,1,67,-1.16291535265738
22704,NA,NA,NA,NA,NA
22801,2004,24,2,66,0.524021231115652
22802,2010,23,1,73,0.89698781378718
22803,2010,22,1,74,1.1706231858603
22804,2010,20,2,68,1.21165520342094
22901,2010,18,1,73,0.914301638568907
23101,2010,19,2,64,-0.222794022169485
23102,2010,16,2,60,-1.61019715223714
23601,2010,22,1,73,0.841707806525781
23602,2008,17,1,69,-0.304862676298697
23603,NA,NA,NA,NA,NA
23701,2004,22,2,68,1.24304765590148
23901,2004,23,2,66,0.476708118822642
23902,2006,22,1,64,-2.11853060748487
23903,2006,21,1,70,-0.103755891487682
24001,2008,23,1,65,-1.6897385115991
24002,2010,23,2,60,-1.49368543897761
24201,2010,23,2,68,1.13350597142273
24401,2000,24,2,60,-1.66536768066776
24402,2002,22,2,66,0.515503892395787
24403,2010,18,2,62,-0.932178623449292
24501,2010,17,2,64,-0.210033330924835
24502,NA,NA,NA,NA,NA
24503,NA,NA,NA,NA,NA
24901,2006,24,1,75,1.50488410990118
24902,2008,23,2,64,-0.180089733777442
24903,2010,16,1,71,0.440800404229901
24904,NA,NA,NA,NA,NA
25001,2006,23,1,68,-0.719716139579243
25002,2008,21,2,61,-1.21210791149237
25201,2008,24,2,65,0.159123079151751
25202,2010,17,1,71,0.342637206160785
25401,2006,24,1,72,0.504459311441721
25402,2006,23,2,71,2.11870275032285
25403,2008,18,1,72,0.576713341251156
25404,2010,16,1,71,0.440800404229901
25405,NA,NA,NA,NA,NA
25501,2002,18,2,64,-0.223507553450686
25502,2008,23,2,66,0.476708118822642
25503,2010,23,2,67,0.805107045122684
25504,2010,18,2,66,0.485163516547921
25505,NA,NA,NA,NA,NA
25601,2004,23,2,66,0.476708118822642
25602,NA,NA,NA,NA,NA
25801,2004,24,2,68,1.25381753504345
25802,2006,24,2,67,0.888919383079553
25803,2006,22,1,66,-1.46069984881583
26201,2008,23,2,65,0.1483091925226
26202,NA,NA,NA,NA,NA
26501,2010,19,2,70,1.84449200666848
26502,2010,18,2,67,0.839499051547224
26503,2010,16,1,73,1.06384386964012
26504,NA,NA,NA,NA,NA
27201,2008,23,1,72,0.573647023113895
27202,2010,23,1,73,0.89698781378718
27203,2010,20,1,70,-0.159404109549348
27204,NA,NA,NA,NA,NA
27501,2010,18,2,66,0.485163516547921
27502,2010,16,1,68,-0.493764793885431
27801,2010,23,2,65,0.1483091925226
27802,2010,18,2,67,0.839499051547224
27803,NA,NA,NA,NA,NA
27804,NA,NA,NA,NA,NA
28201,2010,18,2,64,-0.223507553450686
28202,NA,NA,NA,NA,NA
28501,2002,24,2,61,-1.30046952870386
28502,2006,24,2,64,-0.205775072812151
28503,2010,24,1,66,-1.4963902854772
28701,2004,23,2,67,0.805107045122684
28702,2010,18,1,78,2.60224312515766
28801,2004,24,1,72,0.504459311441721
28802,2010,23,1,74,1.22032860446046
28803,2010,16,2,62,-0.88992146181678
28804,NA,NA,NA,NA,NA
28805,NA,NA,NA,NA,NA
28806,NA,NA,NA,NA,NA
28901,2006,24,1,75,1.50488410990118
28902,2010,24,2,67,0.888919383079553
29001,2002,22,2,62,-0.939583634615592
29002,2006,23,1,70,-0.0730345582326738
29201,2010,20,1,75,1.48429558704985
29202,2010,18,1,75,1.58947823320441
29301,2010,24,2,61,-1.30046952870386
29302,2006,18,1,72,0.576713341251156
29401,2008,24,1,74,1.17140917708136
29402,NA,NA,NA,NA,NA
29403,NA,NA,NA,NA,NA
29701,2002,23,1,65,-1.6897385115991
29702,2010,16,2,66,0.55062991902395
29801,2010,21,1,67,-1.0762524103211
29802,NA,NA,NA,NA,NA
30501,NA,NA,NA,NA,NA
30502,NA,NA,NA,NA,NA
31201,2006,23,1,72,0.573647023113895
31202,2010,24,1,70,-0.16249055419792
31401,2006,24,1,73,0.837934244261542
31402,2008,24,2,65,0.159123079151751
31403,NA,NA,NA,NA,NA
31404,2010,24,2,64,-0.205775072812151
31405,2010,21,2,65,0.149200305899345
32101,2006,16,1,68,-0.493764793885431
32102,NA,NA,NA,NA,NA
32103,NA,NA,NA,NA,NA
32201,2010,22,1,69,-0.473953710812284
32202,2010,20,2,67,0.855775067312135
32203,2010,18,2,69,1.54817012154583
33301,2004,23,2,67,0.805107045122684
33302,2010,21,1,76,1.84123714617916
33501,2010,20,2,61,-1.27950574934071
33801,2004,23,2,63,-0.508488660077484
33802,NA,NA,NA,NA,NA
33901,2004,23,2,61,-1.16528651267757
34001,2002,20,1,69,-0.488144048869187
34002,2006,23,2,66,0.476708118822642
34003,2010,21,2,67,0.829854414595203
34301,2002,24,2,63,-0.570673224776052
34401,2008,18,1,71,0.239125043933405
34402,2010,18,2,63,-0.577843088449989
34501,NA,NA,NA,NA,NA
34701,NA,NA,NA,NA,NA
34702,NA,NA,NA,NA,NA
35401,2010,20,1,67,-1.14562392750886
35402,NA,NA,NA,NA,NA
36501,NA,NA,NA,NA,NA
36502,NA,NA,NA,NA,NA
36503,NA,NA,NA,NA,NA
36504,NA,NA,NA,NA,NA
36505,NA,NA,NA,NA,NA
36901,2010,18,2,66,0.485163516547921
36902,NA,NA,NA,NA,NA
37101,NA,NA,NA,NA,NA
37102,NA,NA,NA,NA,NA
37103,NA,NA,NA,NA,NA
37301,2006,24,1,68,-0.829440419837562
37302,2006,22,2,62,-0.939583634615592
37401,2002,21,2,67,0.829854414595203
37402,2006,23,2,63,-0.508488660077484
37403,2006,22,1,76,1.82845394452933
37901,2008,24,2,62,-0.935571376739954
37902,2010,24,1,72,0.504459311441721
37903,2010,23,2,68,1.13350597142273
38201,1996,20,2,60,-1.63538588544952
38202,2006,23,2,63,-0.508488660077484
38501,2010,23,1,65,-1.6897385115991
38502,2008,20,2,64,-0.211865341014287
38503,NA,NA,NA,NA,NA
38801,2010,22,2,62,-0.939583634615592
38802,2010,19,1,65,-1.63974998849451
38803,NA,NA,NA,NA,NA
38901,2004,20,2,64,-0.211865341014287
38902,NA,NA,NA,NA,NA
39001,2002,22,1,71,0.183877047856749
39002,2010,20,2,68,1.21165520342094
39003,2010,18,2,63,-0.577843088449989
39004,NA,NA,NA,NA,NA
39101,2006,23,2,67,0.805107045122684
39102,2010,24,2,64,-0.205775072812151
39103,2010,17,2,64,-0.210033330924835
39501,2008,23,2,60,-1.49368543897761
39502,2010,23,2,63,-0.508488660077484
39701,2000,24,2,64,-0.205775072812151
39702,2006,23,1,67,-1.04305693025253
39703,2010,18,1,71,0.239125043933405
39704,NA,NA,NA,NA,NA
39901,2008,23,2,63,-0.508488660077484
40001,2010,19,2,64,-0.222794022169485
40101,2000,18,1,66,-1.44881644265535
40102,2010,21,2,62,-0.871780857144443
40201,2002,21,1,70,-0.103755891487682
40202,2010,24,2,64,-0.205775072812151
40203,2010,17,1,71,0.342637206160785
40501,2010,18,1,66,-1.44881644265535
40502,2010,17,1,71,0.342637206160785
40503,NA,NA,NA,NA,NA
40701,NA,NA,NA,NA,NA
40702,NA,NA,NA,NA,NA
41401,2010,23,2,66,0.476708118822642
41402,2010,20,2,68,1.21165520342094
41601,2008,23,1,69,-0.396375348905958
41602,2010,23,2,68,1.13350597142273
41603,2010,20,1,75,1.48429558704985
41604,2010,17,2,67,0.816169789298513
41801,2010,21,1,72,0.544575121067932
42301,NA,NA,NA,NA,NA
42302,NA,NA,NA,NA,NA
42501,2000,24,2,63,-0.570673224776052
42502,2002,23,1,69,-0.396375348905958
42503,2006,24,1,65,-1.82986521829702
42504,2010,18,1,67,-1.1112281453376
42505,NA,NA,NA,NA,NA
42701,NA,NA,NA,NA,NA
42801,NA,NA,NA,NA,NA
42802,2008,23,1,71,0.250306232440611
43101,2010,22,1,70,-0.145038331477768
43102,2010,20,1,71,0.169335829770491
43103,2010,19,2,62,-0.911889365115472
43701,2004,23,1,71,0.250306232440611
43702,2008,24,1,72,0.504459311441721
43703,2010,23,1,69,-0.396375348905958
43801,2010,22,2,61,-1.30335551636844
43901,NA,NA,NA,NA,NA
43902,NA,NA,NA,NA,NA
44201,2000,24,2,67,0.888919383079553
44202,2002,22,1,71,0.183877047856749
44203,2006,23,1,73,0.89698781378718
44401,2010,19,2,69,1.49994433519548
44402,2010,16,2,68,1.27090560944431
44601,2004,23,2,62,-0.836887586377526
44602,2008,24,1,70,-0.16249055419792
44901,NA,NA,NA,NA,NA
44902,NA,NA,NA,NA,NA
45201,2010,16,1,72,0.752322136935011
45202,NA,NA,NA,NA,NA
