"SubjectTag","Score","Age"
574402,102,7
574403,NA,NA
574601,76,10
574602,102,9
574603,106,9
575301,93,8
575302,99,6.5
575601,87,10
575602,89,9
575603,100,10
576001,NA,NA
576601,101,9
576602,114,10
576701,95.5,10
576702,92,9
576801,99,6.5
576802,106,6
576803,NA,NA
576901,109,5
577001,NA,NA
577002,NA,NA
577003,NA,NA
577301,84,10
577302,89,9
577303,102,10
577304,NA,NA
577305,NA,NA
577401,83,9
577402,88,10
577403,80.5,11
577701,96,8
577702,NA,NA
578001,93,10
578002,75.5,9
578003,98,10
578101,92,10
578102,110,10
578103,120.5,9
578201,105.5,10.5
578202,NA,NA
579001,96,9.5
579002,114,9
579301,109,9
579302,107,10
579303,107,9
579304,104,9
579305,NA,NA
579601,107,15
579801,112,9
579802,100,7.5
579803,116,11
579804,114,10
579901,104,8
579902,101,7
580101,103,10
580102,101.5,8
580103,101,7
580201,110,9
580202,127,8
580301,103,8
580302,96.5,8
580501,88,10
580502,85,9.5
580601,95,10
580602,99,9
580901,102,10
580902,116,6
580903,101.5,9
581101,101,6
581201,98,9
581202,97,7
581301,102,13
581302,89,10
581303,93,7
581701,NA,NA
581702,NA,NA
581801,101.5,11
581802,87.5,11
581901,94.5,11.5
581902,84,10
582001,99,8
582002,102,9
582003,65,10
582004,104,8
582101,110.5,9
582102,121.5,9
582201,96,6
582202,NA,NA
582701,90,8
582901,103,10
583301,93,7
583302,91,6
583303,96,5
583401,103,10
583402,112.5,9
583403,100.5,9
583501,118.5,11
583601,96.5,10.5
583602,103,10
583603,90.5,9
583604,99,8
583901,108,10
583902,103,9
584001,92.5,8.5
584002,86.5,8
584003,83,8
584004,84,8
584005,128,5
584006,91,13
584101,87.5,12
584102,96.5,10
584401,106,10
584402,102,9
584403,98,10
584901,82,12
584902,95,9
585201,120,9
585202,102,7
585203,82,5
585204,102,11
585301,100,9
585302,110.5,10
585501,88,13
585502,84,12
585503,102,9
585801,111,8
585802,101,7
585803,NA,NA
586101,113,9
586102,111,8
586103,90.5,8.5
586201,96,10
586202,82,8
586203,114,8
586801,93,6
586802,NA,NA
586803,NA,NA
586804,NA,NA
587001,109,9
587002,110.5,7
587003,112.5,9
587301,96,9
587302,100,9
587303,95,8
587401,103,8
587402,97,8
587801,88,8
587802,NA,NA
587803,NA,NA
588001,77,12
588301,93,9
588302,90,9
588701,110,8
588702,119,8.5
588801,88,7
588802,NA,NA
588803,NA,NA
588804,97,12
588901,115,12
588902,87,10
588903,93,8
588904,NA,NA
589201,95,7
589202,NA,NA
589501,103,7
589502,NA,NA
589701,80,8
589702,97,8
589703,109.5,9
589901,105,9.5
589902,114,9
590601,78.5,11
590602,88,10
590603,94,9
590901,105,9
590902,105.5,9
590903,110,9
590904,110,10
591101,103,6
591301,101.5,13
591302,85,12
591303,91,10.5
591401,NA,NA
591601,90,9
591602,104,10
591603,122,11
591901,116,13
591902,107,10
591903,114,8
591904,93,9.5
592301,109.5,8
592302,88,14
592601,NA,NA
592602,88,12
592603,85,8
592604,108,11
592701,80,9
592702,80.5,12
592703,83,11
592704,73.5,10
593201,NA,NA
593202,NA,NA
593203,103,9
593204,96,10
593205,109,9
593206,83.5,9.5
593401,NA,NA
593601,107,9
594101,NA,NA
594102,102,9
594103,97,10
594401,NA,NA
594701,69,7
594702,75,5
594703,NA,NA
594704,NA,NA
594801,85.5,8
594802,NA,NA
595101,92,9.5
595102,96,10
595103,NA,NA
595104,90,9
595105,87,9
595201,89,6
595202,65,10
595203,73,8
595204,72,10
595301,90.5,14
595401,103.5,9
595601,NA,NA
595602,NA,NA
595701,97,11
595702,96,10
596301,99,9
596302,125,6
596501,101,12
596502,105,8
596503,111,10
596504,103,9
596505,86.5,10
596901,105,9
596902,103,8
597301,74,9
597302,NA,NA
597303,95,10
597304,97.5,9
597305,81,9
597306,88.5,10
597307,100,8.5
597601,97,11
597602,115,9
597603,NA,NA
597701,116,6
597801,104,15
597802,95,13
597803,NA,NA
597804,NA,NA
598001,110,10
598002,93,8
598301,117.5,9
598501,91.5,10
598502,100,11
598601,93,10
598602,111,8
599101,NA,NA
599102,NA,NA
599801,109,10
599802,104,9
599803,94,11
599804,100,9
599901,98.5,11
599902,98,9
600201,105,10
600202,65,8
600203,87.5,9
600301,92,10
600302,98,9
600401,108.5,10
600402,86,9
600501,82,10
600502,91,9
600503,90,7
600701,96,5
600702,74.5,9
600703,84,7.5
601501,106.5,11
601901,104.5,10
601902,103,9
601903,95,9
602201,88,9
602301,102,10
602302,101,9
602303,93,9
602304,98,9
602401,82.5,10.5
602701,NA,NA
602801,94,9
602802,101,8
603001,92,9
603002,89,10
603003,87,10
603101,100,9
603301,87,10
603302,102,11
603303,77,8
603304,95.5,8
603601,90,10
603602,82,7
603603,NA,NA
603701,NA,NA
603901,110,8
604001,75,10
604002,79.5,8
604003,72,9
604004,86,9
604301,126,14
604302,105,9
604401,93,8
604402,NA,NA
604601,85,11
604602,88.5,10
604603,98.5,9
604604,65,10
604605,71.5,10
604606,95,9
604607,89,10
604701,74.5,13
604702,NA,NA
604703,71.5,9
604704,104,9
604801,96,12
604802,102,11
604803,100,9
604804,110,9
604901,103,10
604902,92.5,8
605301,109,8
605302,110.5,9
605303,108,9
605501,96,6
605502,NA,NA
605801,NA,NA
605802,NA,NA
606101,95,5
606102,NA,NA
606301,92,10
606601,94,11
606602,109,9
606901,97.5,13.5
606902,99,12
606903,112,9
606904,91,9
607201,104.5,10
607202,107,10
607203,106,9
607301,107,14
607302,102,9
607401,96,10
607402,74,9
607403,111.5,9
607601,86,9
607602,88,9
607603,96,10
607801,99,13
607802,99.5,10.5
607803,94,9
608001,96.5,11
608002,96,10
608201,109,11
608202,104,10
608203,99,11
608301,88,9
608302,97,7.5
608401,89.5,11
608402,93.5,9.5
608403,102,9
608404,84,13
608405,106,12
608801,82,12
608802,101,12
608803,102.5,10
609101,91,11
609102,92,10
610101,87.5,10.5
610102,86.5,11
610201,103,7
610202,97,10
610701,95,10
610702,87.5,9
610703,93,9
610704,96,10
610705,103,8
610706,96,9
611401,77,9
611402,102,10
611403,111,9
611404,93.5,9
611601,105.5,12
611602,108,7
611801,91.5,10
611802,104,9
611901,85.5,10
611902,72,9
611903,80,9
611904,87,9
612601,103,8
612901,103.5,10
613001,105,8
613201,113,9
613401,107,8
613402,82,9
613403,101,8
614601,82,8
614602,NA,NA
615001,NA,NA
615101,111,10
615102,88,10
615103,96,9
615401,90,7
615901,107,10
616001,91,7.5
616101,107,9
616102,107,7
616103,116.5,9
616104,106.5,10
616105,109.5,9
616106,97.5,6
616301,103,9
616302,118.5,9
616303,109.5,8
616304,98,7
616401,96,11
616402,99,10
616801,116,9
616802,105,9
616803,103,9
616901,77,9
616902,74.5,9
616903,69,9
616904,65,8
617101,100,6.5
617201,123,8
617401,94.5,12
617402,95,9
617501,72,9
617502,102,5
617503,NA,NA
617701,81,13
617702,85.5,8
617703,108,11
617801,88,10
617802,84.5,6
617803,NA,NA
617901,90,13
617902,111.5,7.5
618101,99.5,10
618102,107,9
618501,105,9
618901,100,7.5
619001,99,6
619002,77,5
619201,NA,NA
619202,NA,NA
619203,NA,NA
619501,98,8
619701,84,13
619702,98,13
619703,111,11
620201,98,9
620202,83.5,9
620301,NA,NA
620302,NA,NA
620401,NA,NA
620402,NA,NA
620501,78,10
620502,96,10
620503,97.5,6.5
620601,99,9
620901,92.5,13
620902,65,12
621001,97.5,10
621002,102,9
621003,94,9
621201,NA,NA
621401,NA,NA
621402,NA,NA
621501,103,8
621502,97,10
621701,110,8
621702,80,9
621901,105.5,9
622001,96,9
622002,89,10
622101,93,10
622102,81,10
622301,105,11
622302,103,9
622303,95,8
622501,95,9
622502,103.5,9
622503,98,11
622701,NA,NA
622702,99,10
622703,89.5,8
623101,85,12
623102,83,13
623201,107,8
623202,100,8
623301,96,13
623302,115.5,10
623303,88,8
623401,74,12
623402,68.5,12
623403,83,9
623501,93,13
623502,81.5,9
623503,105,11
623801,94,10
623802,103,10
623901,77,10
623902,99,8.5
623903,99.5,10
624001,97,10
624301,88,10
624302,90,9
624401,98.5,8
624402,NA,NA
624501,86.5,11
624502,91.5,10
624503,102,8
625501,103,10
625502,102,9
625801,91,12.5
625802,81.5,11
625803,97,9
625804,94,9
625901,91,13
625902,98,10
625903,96,8
626201,113.5,8.5
626202,107,6.5
626301,105.5,12
626401,NA,NA
626402,NA,NA
626501,103.5,7
626801,82,14
626802,77,12
627001,98,9
627002,113,7
627003,98,7
627004,108,9
627301,NA,NA
627302,NA,NA
627401,89,8
627402,113,9
627403,89,9
627404,112,10
627405,88,7
627406,90,6
627501,101,9.5
627502,81,11
627701,108,9
627702,97,9
627703,94,10
627801,97,10
627802,82,9
627803,99,8
627804,91,10
628001,104,13
628002,94.5,13
628003,85.5,11.5
628004,92,8.5
628005,82.5,10
628006,NA,NA
628201,92,10
628202,81,10
628203,95,9
628204,93.5,9.5
628205,88,10
628206,65,9
628207,93,8
628208,68.5,8
628301,NA,NA
628302,NA,NA
628401,72,10
628402,94,9
628403,NA,NA
628601,NA,NA
628602,NA,NA
628901,94,9
628902,93.5,8
628903,101,8
628904,95,8
628905,113,9
629001,89.5,10
629002,74.5,9
629003,90,7
629101,110.5,12.5
629102,99,11
629103,NA,NA
629301,89,9
629302,NA,NA
629303,92,9
629304,95,8
629305,83.5,10
629401,102.5,12
629402,101.5,9
629403,65,10
629404,103,10
629501,69,8
629502,102,9
629503,84,9
629601,97,10
629602,92,9
629603,87,8
629701,77.5,12
629702,86,10
629703,82,8
629704,65,8
629901,129,9
629902,107,9
630701,99.5,12
630702,100,11
630703,83.5,9.5
630704,72,6
630801,79.5,13
630802,74,12
631001,83,13
631002,84,11
631003,87.5,11
631004,86,9
631005,94,10
631101,93,8
631102,100.5,6
631201,102,9
631202,100,9
631203,104,9
631301,95,9
631302,101,7
631501,78,12
631502,94.5,10
631503,73.5,10.5
631801,92,9
631802,92,7
632001,104,8.5
632101,94,10
632201,102.5,8
632202,95,8
632203,103,9
632204,93,10
632205,84,7
632206,101,6
632401,102,9
632701,96.5,11
632702,91.5,10
632703,94,9
632704,90,9
632705,90,9
632706,93,9
633101,NA,NA
633201,87,6
633202,NA,NA
633301,110,7
633302,124.5,9.5
633401,79,8
633402,94,11
633501,94,8
633502,107.5,8
633503,97,12
633601,91,10
633602,100,10
633603,99,9
633701,97,12
633702,105.5,9
633801,87.5,10
633802,98,9
633803,107,9
633804,102,8
633901,107,10
633902,97,9
633903,106,9
634201,97,6
634202,79,11
634203,83,10
634204,90,7
634205,99,5
634401,78,11
634402,81.5,10
634403,74,8
634501,97,13
634502,97.5,13
634503,104,10
634504,100,9
634801,102,7
634802,NA,NA
634901,111.5,8.5
635001,107,5
635002,NA,NA
635301,98,11
635302,82,9
635303,75,9
635601,91,10
635602,99,8.5
635603,82,10
635701,96,9
635801,94,10
635802,74.5,9
635803,82,9
635804,117,9
636201,NA,NA
636202,91.5,9
636203,125,5
636301,97.5,12
636302,96.5,11
636303,82.5,9
636401,98,9
636402,65,9
636403,82,9
636404,82.5,7
636501,75,10
636502,81,10
636503,83,9
636504,NA,NA
636505,71.5,9
636506,68.5,8
636601,93,9
636602,96,8
636701,89,7
636801,77.5,9
636802,86.5,9
636803,88,9
636901,99,13
636902,131,8
637001,90,14
637002,104.5,8
637003,77,12
637101,89,11
637102,NA,NA
637103,94.5,10.5
637104,100,9
637105,89,9
637106,89.5,10
637107,91,10
637108,89.5,9
637109,94,9
637110,92.5,8
637111,116,6
637201,97,11
637202,110,6
637203,NA,NA
637401,72,11
637402,91.5,9
637403,114.5,7
637501,101.5,10
637502,87,10
637503,NA,NA
637504,NA,NA
637701,93,7
637901,102.5,11
637902,106.5,6.5
638001,104,11
638101,101,12
638102,87.5,9
638201,87.5,12
638202,67,9
638301,84.5,12.5
638302,79,13
638303,NA,NA
638401,99,10
638402,98,9
638403,87.5,9
638701,74,9
638702,94,9
638901,75.5,11.5
638902,99,10
639301,95,9
639302,97,9
639401,87,10
639402,NA,NA
639403,85,10
639404,104,9
639601,92,9
639602,113,7
639701,103,7
639901,81,13.5
639902,79,13
639903,89,12
639904,91,10
640001,100.5,11
640002,85,10
640003,93,10
640401,101,13
640402,87,10
640501,100,10
640502,99,12
640701,93,10
640702,88.5,8
640703,102,11
640801,65,10
640802,65,10
640901,81,6
640902,NA,NA
640903,NA,NA
641001,65,10
641002,83,8
641201,73,13
641301,100,12
641401,97,12
641402,84,12
641403,84,10
641601,89.5,11
641602,78,10
641603,84,9
641701,102,10
641702,117,9
642401,NA,NA
642601,76.5,10
642602,70,9
642701,91.5,9
642702,89.5,8
642801,84,9
642802,NA,NA
642901,96,10
642902,93,9
642903,88,9
642904,97,10
643401,92,13
643402,89,10
643403,72,9
643404,92.5,9
643701,NA,NA
644201,82,10
644202,86,9
644203,90,9
644401,NA,NA
644402,NA,NA
644501,81,5
644502,80,10
644503,96,9
644504,92.5,9
644505,87,8
644801,77.5,9.5
644802,100,10
644803,84,7
644804,109.5,8.5
644805,95,9
644806,79,10
644807,97,9
644901,77,9
645001,102,9
645002,93,9
645501,103,9
645502,107,9
645503,105,8
645701,80,9
645702,92,10
646101,86,8
646102,84.5,10
647001,78,7
647002,95.5,12
647003,NA,NA
647201,100,9
647202,95,9
647203,98,10
647204,97,12
647205,116,9
648101,100,7.5
648102,93,8
648201,91,9
648202,92,9
648203,67,9
648204,65,9
648205,87,10
648301,NA,NA
648501,104.5,10
648601,97,8
648602,97,9
648701,99,12
648702,104,6.5
648703,93,6
648901,103.5,9
650201,NA,NA
651201,114,10
651202,105,8
651203,NA,NA
651301,NA,NA
651302,NA,NA
651501,99.5,9
651502,112.5,7
651601,83.5,9
651602,80,9
651603,88,9
651604,84,9
651605,96,9
652001,NA,NA
652002,NA,NA
652101,114.5,7
652102,NA,NA
652103,NA,NA
652201,126,9
652202,102,7
652203,NA,NA
652301,NA,NA
652302,NA,NA
652303,NA,NA
652304,74,5
652305,NA,NA
652306,NA,NA
652307,NA,NA
652401,NA,NA
652402,NA,NA
652501,94,8.5
652502,93,5
652503,NA,NA
652504,NA,NA
652601,96,6
652602,NA,NA
652603,NA,NA
653201,108,6
653202,77,5
653203,NA,NA
653401,NA,NA
653601,79,11.5
653602,68.5,10.5
653801,122,11
653802,89.5,10.5
653803,107,9.5
653901,NA,NA
654001,NA,NA
654101,NA,NA
654301,NA,NA
654801,95.5,6
654901,NA,NA
655201,NA,NA
655401,95,12
655501,97,8
655601,97,6
655602,NA,NA
655603,NA,NA
656301,104,6
656302,NA,NA
656701,NA,NA
656801,NA,NA
656802,NA,NA
657201,119,5
657202,NA,NA
657501,NA,NA
657801,NA,NA
657802,NA,NA
657901,101,6
657902,NA,NA
657903,NA,NA
657904,NA,NA
658601,82,6
658602,NA,NA
658701,88.5,12.5
658702,98,11
658703,93,10
658704,89,10
659001,99,5
659002,NA,NA
659101,116,8
659102,NA,NA
659103,NA,NA
659104,NA,NA
659201,116,5
659202,NA,NA
659203,NA,NA
660201,101.5,10
660202,79,9
660203,108.5,8.5
660401,86,10
660402,102,7.5
660403,94,9
660404,NA,NA
660501,107,12
660502,105,9
660601,100,11
660602,NA,NA
660603,105,8
660604,94,7
660901,NA,NA
660902,NA,NA
661001,79.5,6
661002,101,5
661003,NA,NA
661004,NA,NA
661101,81.5,6
661201,116,5
661202,NA,NA
661301,NA,NA
661302,NA,NA
661401,NA,NA
661402,NA,NA
661403,NA,NA
661501,95,7.5
661502,108,6
661801,95,12
661802,87,9
661803,103,7
661804,85,6
661805,NA,NA
661806,NA,NA
661807,NA,NA
662201,95,6
662202,NA,NA
662203,NA,NA
662701,NA,NA
662801,101.5,8.5
662802,90,6
662901,85,6
662902,NA,NA
662903,NA,NA
662904,NA,NA
663001,74,5
663002,NA,NA
663701,110,6
663702,NA,NA
663801,118,9.5
663802,105,8
663901,NA,NA
663902,NA,NA
663903,NA,NA
664101,105.5,7
664102,81,6
664201,89,11
664202,NA,NA
664203,NA,NA
664301,97,13
664302,105,13
664303,98.5,9
664401,94,10
664402,94.5,6.5
664501,113.5,7
664502,109.5,8
664601,99,11
664602,116,6
664701,91,10
664702,97,10
665101,87,9
665102,76,7
665201,117.5,10
665401,NA,NA
665402,NA,NA
665403,88,13
665801,71,11.5
665802,97,9
665803,91.5,8.5
665901,NA,NA
665902,75,12
666201,97,9
666202,92,10
666203,97,9
666401,NA,NA
666501,NA,NA
666502,NA,NA
666601,117,7
666701,81,6
666702,80,5
666801,NA,NA
666802,NA,NA
666901,82,7
666902,NA,NA
666903,NA,NA
667101,95,9
667102,97.5,9
667103,97,8
667104,95.5,10
667105,91.5,10
667106,NA,NA
667201,90,8
667202,81,5
667203,NA,NA
667401,115,9
667402,113.5,9
667403,107,10
667501,114,8
667502,109,6
667503,NA,NA
667601,92,11
667602,77,10
667603,89,10
668401,96,13
668402,103,9
668403,103,10
668501,92,8
669201,NA,NA
669202,NA,NA
669301,113,8
669302,112,9
669401,91.5,13
669501,NA,NA
669502,NA,NA
669901,72,5
669902,NA,NA
670301,112,9
670302,105,10
670303,124.5,9
670401,65,9
670402,NA,NA
670403,82,9
670701,95,14
670702,118,13
670703,108,12
670801,NA,NA
670901,99,9
670902,84,10
670903,100.5,8
671101,113,10
671102,104,9
671201,104,6
671202,126,6
671401,96.5,7
671801,74,5
672001,74,5
672201,82.5,13
672501,111,5.5
672502,95,12
673001,118,10.5
673101,NA,NA
673401,111,7
673402,NA,NA
673801,114.5,12
673802,109,8
674001,96.5,10.5
674101,117,9
674201,111,10
674202,70.5,8
674203,109,7
674401,94,9
674402,101,10
674501,102,8
674502,97.5,8
674701,NA,NA
674702,NA,NA
674901,110,11
674902,114,10
674903,107,7
674904,65,12
675201,77.5,7
675202,98,9
675203,97,10
675204,65,10
675205,107,8
675301,NA,NA
675302,NA,NA
675501,106.5,9
675502,101,8
675601,72,9
675602,97,7
675701,93,9
675801,105,12
675802,92,9
676101,100,8
676301,95,7
676501,75,7.5
676502,103,11
676701,NA,NA
676702,NA,NA
677201,94,10
677202,91,9.5
677301,98.5,11
677302,79.5,8
677303,86,10
677401,NA,NA
677402,100,10
677403,108.5,9
677404,101.5,7
677405,81.5,9
677701,NA,NA
678001,92,9
678002,NA,NA
678301,93.5,9
678302,111,6
678701,104.5,14
678702,74,14
678703,120,11
678704,112,10
678801,69,6
678802,72,5
678803,76.5,10
678804,100,8
679701,NA,NA
680701,100,10
680702,116.5,9
680703,103,9
681001,86,8
681401,NA,NA
681601,107,9
681602,108,9
681701,104,10
681702,107.5,10
682501,105.5,10
682502,88,9
682601,135,8
682602,122,7
682801,74,13
682802,83.5,13
682803,89,11
682901,93,9
682902,95,6.5
682903,112,9
683201,100.5,12
683202,91.5,11
683501,108,10
683901,116,8
683902,121,11
683903,111.5,10
684201,133,9
684202,118,8
684203,125,9
684501,103,10
684502,109,10
684503,101,9
684701,92,10
684702,79.5,8.5
684703,99,7.5
684704,99,10
684705,104.5,10
685201,131,8
685202,114,6
685401,116,10
685402,102,10
685601,101,5
685602,NA,NA
685603,NA,NA
685801,80,11
685802,81,9
685803,74.5,9
685804,89.5,8
685805,86,8
685806,77,11
686201,76.5,10.5
686202,94,9
686203,99.5,10
686204,105.5,8
686601,114,10
687001,NA,NA
687002,NA,NA
687501,87,7
687601,103,9
687602,111.5,9
688001,NA,NA
688002,NA,NA
688101,109,8
688102,104,8
688103,117.5,8
688501,84.5,9
688502,93.5,11
688701,NA,NA
689001,95,10
689002,93,10
689101,106,9
689102,96,9
690101,97,10
690501,97,7
691301,105.5,9.5
691302,109,10
691303,94.5,7
691501,NA,NA
691601,100,10
691602,65,9
691603,88,8.5
691604,79,6
691701,110,6.5
691702,NA,NA
691901,NA,NA
691902,NA,NA
692001,NA,NA
692002,NA,NA
692003,NA,NA
692004,NA,NA
693001,96,9
693002,100,8
693003,116,6
693101,106.5,8
693301,NA,NA
693701,NA,NA
693702,NA,NA
693901,117,9.5
693902,118,10
694001,NA,NA
694002,NA,NA
694301,107,10.5
694302,98,8
694501,NA,NA
694502,NA,NA
694801,NA,NA
694802,NA,NA
695001,102,10
695002,83,8
695003,NA,NA
695101,NA,NA
695102,NA,NA
695201,89,9
695202,90.5,9
695301,93.5,9
695302,107,9
695303,106.5,9
695304,89,8
695601,98,6
695602,NA,NA
695603,NA,NA
695701,87,10
695702,100,8
696201,NA,NA
696202,NA,NA
696203,NA,NA
696301,94,6
696302,101,6
696303,NA,NA
696501,69,5
696502,NA,NA
696503,NA,NA
696601,97,10
696602,80.5,10
696603,88,8
696701,95.5,11
696702,87,9
696703,95.5,9
696704,89,9
696705,87,9
696706,87,10
696801,93.5,8
697001,91,11
697101,106,9.5
697102,109,9
697103,110.5,9
698301,NA,NA
698302,NA,NA
698901,96,10
698902,106.5,9.5
699201,91,10
699202,106.5,8
699203,90,8
699401,86.5,10
699501,90,8
699502,98,9
699503,96,7
699504,NA,NA
700001,NA,NA
700002,78,9
700003,65,9
700004,NA,NA
700201,NA,NA
700202,95,6
700203,91,6
700601,109,8
700602,102,6
700603,NA,NA
701201,103,9.5
701501,90,11.5
701502,98,10.5
701503,119,7.5
701504,103,5
701601,NA,NA
701901,NA,NA
701902,NA,NA
702001,NA,NA
702101,NA,NA
702201,91,6
702202,102.5,6.5
702203,NA,NA
702801,NA,NA
702802,NA,NA
703001,NA,NA
703101,NA,NA
703102,NA,NA
703201,NA,NA
703401,NA,NA
703402,NA,NA
703403,NA,NA
703801,NA,NA
703802,NA,NA
703901,NA,NA
703902,NA,NA
703903,NA,NA
704201,98,7
704501,105.5,11
704502,103,9
704503,90,6
704601,102,9
704602,89,10
704603,97.5,7.5
704801,NA,NA
704901,95,10
704902,102,9
704903,96.5,7
704904,90,5
705101,107,9
705201,NA,NA
705301,NA,NA
705302,NA,NA
705303,NA,NA
705304,NA,NA
705305,NA,NA
705401,102,10
705501,NA,NA
705801,110.5,6.5
706401,96,9
706402,83,9
706501,94.5,10
706502,83,8
706503,89,8
706601,65,12
706602,96,11
706603,86.5,10
706604,67,10
706605,79,9
707301,94,9
707302,94,8
707303,94,10
707401,115.5,11
707402,86,10
707501,102,9
707502,106,9
707701,103,10
707702,110,10
707703,106,9
708101,93,9
708102,97,9
708401,133,9.5
708402,112,8
708403,110,8
708501,89.5,9
708502,111,9
708503,65,7
708601,109,10
708602,102,9
708603,111,9
708801,NA,NA
708802,NA,NA
708803,NA,NA
708901,89,12
708902,90,9
708903,78,10
708904,102,10
708905,95,10
709201,116,11
709401,70,13
709402,93,10
709403,94,10
709701,86.5,13
709801,108.5,10.5
709802,NA,NA
710201,105,10
710202,105.5,9
710501,103,9
710502,84,7
710601,NA,NA
711101,NA,NA
711102,NA,NA
711501,84,9
711502,113,9
711601,88.5,10.5
711602,88,10
711603,92,9
711801,86,5
712001,116,10
712301,87,9
712302,82,10
712303,93,8
712401,87,13
712402,69,9
712601,91.5,10.5
712602,98.5,9
712603,98,9
712701,83.5,10
712702,86,9
712703,82,9
712704,79.5,8
712801,104,9.5
712802,93.5,10
713001,86,10
713002,97,10
713701,118.5,10
713702,95,10
713801,100,12
713802,92.5,11.5
713803,90,9
713901,95,10
713902,97,8
713903,72,8
714401,113,9
714402,84,8
714601,105.5,9
714602,105,10
714701,NA,NA
714801,95,9
714802,113,9
715201,90,9
715202,93,9
715203,98.5,10
715204,98.5,11
715301,94,9
715302,98,7
715601,98,9
715602,96,8
715603,116,11
715701,86.5,13
715702,83.5,7
715801,77.5,12
715802,70.5,12
715803,75,10
715804,108,9
715805,114,8
716001,90,9
716301,108,9
716302,99,10
716303,98,9
716304,114,9
716601,128,10
716602,115,10
716701,NA,NA
716702,NA,NA
716901,73.5,12.5
716902,88.5,11
716903,NA,NA
716904,91,6.5
717001,91,11
717002,91,8
717003,89,9.5
717101,87,10
717102,82,8
717401,98,6
717402,NA,NA
717501,104,9
717901,75,9
717902,93,10
717903,90.5,9
718001,NA,NA
718002,NA,NA
718101,96,10
718301,92,10
718302,94,10
718303,92,10
718401,96,9
718402,93,10
718403,94,9
718404,70.5,8
718601,65,9
718602,107,10
718901,90.5,9
718902,91,8
718903,81,10
719201,106.5,13.5
719401,86,10
719402,98.5,8
719701,89.5,11
719702,79,9
719801,89,11
719802,108.5,10
719803,97.5,10
719901,95,12
720201,NA,NA
720701,93,11
720702,108,9
720703,NA,NA
720704,NA,NA
720901,97,10
720902,91,10
721101,99,11
721102,118,10
721401,99.5,11
721402,114,6
721501,69,10
721502,81,10
721601,92,11
721701,88.5,12
721702,90,11
721703,78,9
721704,97,9
721705,80,9
721706,82.5,10
722001,85.5,7
722002,NA,NA
722003,NA,NA
722004,92,13
722401,98,11
722601,95,9
722602,95,9
722801,89,11
722802,93,9
722803,106,9
723101,107,9
723201,103,9
723202,NA,NA
723501,98,9
723502,107.5,8
723503,102,8
723601,102,9
723602,95,9
724101,104,8
724102,111,11
724401,108,12
724402,104.5,9
724403,105,9.5
724501,95,8
724601,109,13
724602,101,10
724603,94,13
724701,96,13
724901,97,12
724902,99,9
724903,103,7
724904,98,7
725201,109,12
725202,102,9
725301,86,7
725302,99,8
725303,87,6
725501,104,8
725601,97,11
725602,100,10
725603,99,9
725604,82.5,9
725801,97,10
725802,109,9
725901,105,8
725902,NA,NA
725903,74,9
725904,77,10
725905,98,9
726301,96,8
726302,101.5,7
726303,119,7
726304,NA,NA
726305,NA,NA
726306,NA,NA
726307,NA,NA
726308,NA,NA
726309,NA,NA
726310,79.5,6
726311,NA,NA
726401,NA,NA
727501,104,11
727502,98.5,10
727503,105,9
727601,105,11
727602,105,10
727801,99,12.5
727802,94,11
727803,105,10
727804,97,11
728201,89.5,11
728301,115.5,10
728401,NA,NA
728501,100,9
728502,98,10
728503,97.5,8
728504,NA,NA
728601,106,9
728602,125,8
729101,88,7
729501,84,13
729502,91,10
730001,91.5,9
730201,101,9
730202,108,8
730203,103.5,9
730301,NA,NA
730401,100,10
730402,82.5,9
730501,93,13
730502,71,11.5
730801,102.5,8.5
730802,NA,NA
731001,79.5,6
731002,98,6
731003,79,5
731004,NA,NA
731401,101,11
731402,NA,NA
731403,NA,NA
731601,108,13
731602,111,9
731603,129.5,10
731701,65,9
731702,89,9
732201,95,8
732202,96,7
732203,83,10
732301,83,9
732302,98,10
732401,NA,NA
732402,84,10
732403,100.5,9.5
732404,81.5,8
732405,100,8
732406,86,10
732501,116,9
732502,115,10
732503,93.5,8
732504,82,8.5
732505,99,10
732701,NA,NA
733101,89,9.5
733102,NA,NA
733103,NA,NA
733901,NA,NA
733902,NA,NA
734101,113,8
734401,NA,NA
734402,NA,NA
734501,117,5
734502,NA,NA
734503,NA,NA
734801,104.5,7
735001,103,13
735002,98.5,10.5
735003,89,6
735201,103,11.5
735501,90,5
735502,NA,NA
735801,79,5
735802,NA,NA
735803,NA,NA
735901,69,7
735902,86,5
735903,NA,NA
736701,93,8
736702,NA,NA
736703,NA,NA
736704,NA,NA
736801,96.5,7
737501,95,8
737502,107,6
737601,NA,NA
737602,NA,NA
737701,86,10
737702,88,9
737801,108,9
737802,93.5,9
738201,98,9
738301,NA,NA
738302,100.5,9
738801,65,13
738802,102,9
738901,90.5,10
738902,104,9
738903,105,10
739001,82,9
739002,83,10
739003,82,10
739101,100,13
739102,96,9
739201,78,10
739301,101,10
739302,93,9
739401,108,10
739601,112.5,9
739602,101,7
739603,103,6
740301,82,12
740801,106,6
740802,NA,NA
740901,105,7
740902,NA,NA
741401,NA,NA
741402,NA,NA
741501,98.5,11
741502,109,5
741801,100,6
741802,101,5
741803,NA,NA
742001,NA,NA
742002,NA,NA
742101,NA,NA
742201,107.5,10
742301,107,9
742302,112,7
742601,125,10
742602,NA,NA
742801,113.5,9
743001,109,11
743002,126,9
743201,92,9
