"SubjectTag","ExtendedID","Generation","Gender","Mob","HeightInchesLateTeens","WeightPoundsLateTeens","AfqtRescaled2006","AfqtRescaled2006Gaussified","Yob","HeightZGender","HeightZGenderYob","WeightZGender","WeightZGenderYob","BmiLateTeens","Afi","Afm"
220000,2200,1,2,1964-01-15,67,180,0.966910004615784,1.83720260836658,1964,1.02538217948481,1.05284054573963,2.01733632787695,2.60501447094301,28.1889062151927,NA,12
220100,2201,1,2,1960-04-15,67,150,0.364109992980957,-0.347494318663675,1960,1.02538217948481,1.00382193967944,0.775870000361151,0.627306663131153,23.4907551793272,17,15
220200,2201,1,1,1962-11-15,74,192,0.810800015926361,0.880848235585923,1962,1.30556943283763,1.33175221453552,1.04770039745012,1.1668675173463,24.6486486486486,19,NA
220300,2203,1,2,1961-10-15,63,160,0.269320011138916,-0.614870838920274,1961,-0.42671483558938,-0.413637521566053,1.18969210953308,1.13477834270534,28.339632149156,16,12
220400,2204,1,2,1961-08-15,66,115,0.616989970207214,0.297584822954709,1961,0.662357925716266,0.700193635903977,-0.672507381740609,-0.67747394466345,18.5594582185491,17,13
220500,2205,1,2,1961-07-15,64,115,0.531880021095276,0.0799966028960632,1961,-0.0636905818208312,-0.042360469076043,-0.672507381740609,-0.67747394466345,19.737548828125,16,13
220600,2206,1,2,1962-09-15,62,122,0.0625699982047081,-1.53355162728132,1962,-0.789739089357928,-0.742339740176204,-0.382831905320257,-0.301715026887836,22.3116545265349,14,9
220700,2207,1,1,1963-05-15,70,156,0.70592999458313,0.541533359166638,1963,0.0174980875979365,0.075965096257149,-0.292768489672417,-0.0903021983189195,22.3812244897959,14,NA
220800,2208,1,1,1962-02-15,69,150,0.237000003457069,-0.715985978412848,1962,-0.304519748711986,-0.243285211774083,-0.516179970859508,-0.425360089018335,22.1487082545684,11,NA
220900,2208,1,1,1963-03-15,69,145,0.183850005269051,-0.900789952850548,1963,-0.304519748711986,-0.233522332938638,-0.702356205182083,-0.541014997235387,21.4104179794161,NA,NA
221000,2208,1,2,1964-06-15,61,135,0.24295000731945,-0.696844658377823,1964,-1.15276334312648,-1.12013424709428,0.155136836603254,0.442475626422424,25.5052405267401,15,11
221100,2211,1,2,1961-01-15,68,165,0.205449998378754,-0.822310861217343,1961,1.38840643325336,1.442747740884,1.39660316411905,1.33613970796853,25.0854238754325,18,12
221200,2211,1,2,1963-05-15,67,130,0.23029999434948,-0.737859242228849,1963,1.02538217948481,0.986281641934387,-0.0517742179827118,0.078552292515481,20.3586544887503,18,13
221300,2211,1,1,1964-08-15,68,150,0.174769997596741,-0.935481922793586,1964,-0.626537585021909,-0.447361810122673,-0.516179970859508,-0.136267304623514,22.8049307958477,NA,NA
221400,2214,1,2,1963-09-15,69,165,0.348949998617172,-0.388156804129344,1963,1.75143068702191,1.6818097362465,1.39660316411905,1.6672956948938,24.3635790800252,16,12
221500,2215,1,2,1960-11-15,61,106,0.829890012741089,0.95373070296175,1960,-1.15276334312648,-1.19121459070778,-1.04494727999535,-1.07252407321854,20.0263370061811,18,12
