"SubjectTag","HeightZGenderAge","WeightZGenderAge","IQZGenderAge","MathStandardized"
100,0.272615036319898,NA,NA,NA
200,-0.839068698652887,-0.353258559044257,-1.30559013509827,NA
300,2.13411093300723,0.718581794532153,NA,NA
400,1.02426966321014,-0.252302247079271,0.50983316211342,NA
500,-2.34873338013195,-1.19206057655838,1.97396749992015,NA
600,-1.74222768170812,1.08177674250313,2.70290461366221,NA
700,-0.297516921441484,-0.327609704737957,0.297407499256431,NA
800,0.275873663219656,1.39344423937656,0.0747620443296965,NA
900,-1.61309044322913,-0.240247606772434,0.513937991571513,NA
1000,0.623418850004854,-0.0490973787662068,-0.212845322931817,NA
1100,0.322621925570974,-0.454153633656439,1.19520718432367,NA
1200,0.648442349765021,-0.661971428044156,1.52967547704554,NA
1300,0.274432320973596,0.203138098792631,0.723645185959037,NA
1400,1.03389068083996,0.486118966709814,2.66626361296828,NA
1500,1.35019956672158,0.763279885292367,1.27408748972718,NA
1600,-0.467421244695372,0.0437193496877469,0.237334719016756,NA
1700,-0.384317940835132,-0.381262112113731,1.20291943965099,NA
1800,-0.731770551803795,-0.853414393181797,1.86933762481844,NA
1900,-0.124503980858937,-0.418052692166054,NA,NA
2000,-1.23069421746059,-0.498103755658202,0.691294327506789,NA
2100,-0.839068698652887,0.162812722307348,1.4876116887471,NA
2200,-0.103212277125225,-0.702938346140644,1.66780661492381,NA
2300,0.945234236158523,0.203138098792631,1.09087796220478,NA
2400,0.634114364819605,0.716017028848914,0.7069329235503,NA
2500,0.648442349765021,-0.0884345746933173,0.276994301871755,NA
2600,-1.01305572728049,-0.896897799397606,2.02200714761278,NA
2700,-0.498465396290832,-0.787008005565902,2.22327923103007,NA
2800,0.280500442729841,-0.518649370664118,1.83318611591036,NA
2900,0.623418850004854,-0.418052692166054,-0.339908418691434,NA
3000,-0.0957737907378582,0.639186212785752,-1.18448388236051,NA
3100,-0.296072661028812,0.570293829126059,NA,NA
3200,-1.24638822715462,-1.41423203834564,NA,NA
3300,NA,NA,NA,NA
3400,-0.396369594211331,0.907506426775583,-1.39869571346128,NA
3500,-0.849584914435335,-0.317695703189332,0.386367145234622,NA
3600,-0.0112974876418913,-0.638630369381925,NA,NA
3700,1.01916857113468,-0.670840886029859,0.393432371899638,NA
3800,-0.479039590570348,-0.580037591851179,-0.850775985640508,NA
3900,0.274432320973596,0.0270460167968931,-0.475208187575865,NA
4000,-1.34697514049335,0.0992765735200198,-0.120148358026747,NA
4100,0.945234236158523,1.25969059076706,0.44202361385293,NA
4200,0.691690675621424,2.50015439078914,-0.438574554288004,NA
4300,-0.0957737907378582,0.242208304053749,-0.744489912587207,NA
4400,-0.0957737907378582,-1.06781879476186,-0.0479323262133502,NA
4500,-0.0112974876418913,1.02166025214745,0.183066249638628,NA
4600,-0.854866904015471,-0.416169919465225,1.17930928635948,NA
4700,0.945234236158523,0.907506426775583,0.820074620651819,NA
4800,0.60983327856606,-0.853414393181797,NA,NA
4900,1.76246347904971,0.0437193496877469,0.761395459426474,NA
5000,-0.0957737907378582,2.02860889334776,1.05317178593705,NA
5100,NA,NA,NA,NA
5200,0.60983327856606,0.449667013586664,0.630426395986358,NA
5300,-0.625327106578891,2.11418227845652,0.130400250690028,NA
5400,0.945234236158523,-0.149046065198845,NA,NA
5500,NA,NA,NA,NA
5600,0.324000376161959,1.16270020187014,0.914125544902555,NA
5700,1.01916857113468,-0.234165186424656,-0.286770286929859,NA
5800,-0.872426811722727,-0.233575035466131,1.60583959982955,NA
5900,-0.345216900854757,1.39061372359842,2.3865405331709,NA
6000,-0.396369594211331,1.04838009237217,1.20949976380339,NA
6100,0.648442349765021,0.23930077007859,2.89023698035103,NA
6200,2.12476948867378,1.96766010322996,-0.170027336154736,NA
6300,0.0331817845212667,-0.201650395539172,1.31273689715116,NA
6400,0.60983327856606,0.203138098792631,1.69570945613738,NA
6500,0.657195561784899,0.285165299235027,1.01745607702982,NA
6600,-0.954581552128969,0.377307772959751,-0.428377893055181,NA
