"SubjectTag_S1","SubjectTag_S2","ExtendedID","RelationshipPath","EverSharedHouse","R","RFull","IsMz","LastSurvey_S1","LastSurvey_S2","RImplicitPass1","RImplicit","RImplicit2004","RExplicit","RExplicitPass1","RPass1","RExplicitOlderSibVersion","RExplicitYoungerSibVersion","Generation_S1","Generation_S2","SubjectID_S1","SubjectID_S2","MathStandardized_S1","HeightZGenderAge_S1","MathStandardized_S2","HeightZGenderAge_S2"
141001,141002,1410,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2006,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141001,141002,111,0.183834616323276,118.5,NA
141401,141402,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,2,2,141401,141402,87,-0.495828081422358,79.5,-0.180044319646401
141401,141403,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.25,0.375,0.375,0.25,0.25,0.5,2,2,141401,141403,87,-0.495828081422358,92,0.804904017242739
141401,141404,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141401,141404,87,-0.495828081422358,103,-0.508360431942781
141401,141405,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141401,141405,87,-0.495828081422358,96.5,-0.495828081422358
141402,141403,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.5,0.375,0.375,0.25,0.25,0.5,2,2,141402,141403,79.5,-0.180044319646401,92,0.804904017242739
141402,141404,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,2,2,141402,141404,79.5,-0.180044319646401,103,-0.508360431942781
141402,141405,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,2,2,141402,141405,79.5,-0.180044319646401,96.5,-0.495828081422358
141403,141404,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.375,0.375,0.5,0.5,0.25,2,2,141403,141404,92,0.804904017242739,103,-0.508360431942781
141403,141405,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,141403,141405,92,0.804904017242739,96.5,-0.495828081422358
141404,141405,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,2,2,141404,141405,103,-0.508360431942781,96.5,-0.495828081422358
141501,141502,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141501,141502,87,0.504319552660416,74.5,0.523891313862852
141501,141503,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141501,141503,87,0.504319552660416,79,-0.180044319646401
141501,141504,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141501,141504,87,0.504319552660416,73.5,1.22000486692871
141501,141505,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141501,141505,87,0.504319552660416,77,-1.46036277719514
141501,141506,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.375,0.375,0.25,0.5,0.25,2,2,141501,141506,87,0.504319552660416,80,-1.49597571550513
141501,141507,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,1988,NA,NA,0.375,0.5,0.5,0.5,0.5,NA,2,2,141501,141507,87,0.504319552660416,NA,NA
141502,141503,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141502,141503,74.5,0.523891313862852,79,-0.180044319646401
141502,141504,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141502,141504,74.5,0.523891313862852,73.5,1.22000486692871
141502,141505,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141502,141505,74.5,0.523891313862852,77,-1.46036277719514
141502,141506,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141502,141506,74.5,0.523891313862852,80,-1.49597571550513
141502,141507,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,1988,NA,NA,0.375,0.25,0.25,0.25,0.25,NA,2,2,141502,141507,74.5,0.523891313862852,NA,NA
141503,141504,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141503,141504,79,-0.180044319646401,73.5,1.22000486692871
141503,141505,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141503,141505,79,-0.180044319646401,77,-1.46036277719514
141503,141506,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141503,141506,79,-0.180044319646401,80,-1.49597571550513
141503,141507,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,1988,NA,NA,0.375,0.25,0.25,0.25,0.25,NA,2,2,141503,141507,79,-0.180044319646401,NA,NA
141504,141505,1413,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141504,141505,73.5,1.22000486692871,77,-1.46036277719514
141504,141506,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141504,141506,73.5,1.22000486692871,80,-1.49597571550513
141504,141507,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,1988,NA,NA,0.375,0.25,0.25,0.25,0.25,NA,2,2,141504,141507,73.5,1.22000486692871,NA,NA
141505,141506,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141505,141506,77,-1.46036277719514,80,-1.49597571550513
141505,141507,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,1988,NA,NA,0.375,0.25,0.25,0.25,0.25,NA,2,2,141505,141507,77,-1.46036277719514,NA,NA
141506,141507,1413,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,1988,NA,NA,0.375,0.25,0.25,0.25,0.25,NA,2,2,141506,141507,80,-1.49597571550513,NA,NA
141601,141602,1416,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,141601,141602,105,-1.04278022062297,98,-2.37238962851771
141601,141603,1416,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,141601,141603,105,-1.04278022062297,99,-0.396270195608205
141602,141603,1416,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,2,2,141602,141603,98,-2.37238962851771,99,-0.396270195608205
141901,141902,1418,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,141901,141902,88,-0.871595588657143,89,-0.1624455367281
142101,142102,1421,"Gen2Siblings",TRUE,0.5,0.5,"No",NA,NA,NA,0.5,0.375,NA,NA,NA,NA,NA,2,2,142101,142102,NA,NA,NA,NA
142301,142302,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2006,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142301,142302,99.5,0.170937007966158,96.5,-1.13152329849146
142301,142303,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142301,142303,99.5,0.170937007966158,128,-0.205724056306393
142301,142304,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142301,142304,99.5,0.170937007966158,108,0.888698998947474
142301,142305,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142301,142305,99.5,0.170937007966158,108,0.89674985442133
142302,142303,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2006,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142302,142303,96.5,-1.13152329849146,128,-0.205724056306393
142302,142304,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2006,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142302,142304,96.5,-1.13152329849146,108,0.888698998947474
142302,142305,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2006,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142302,142305,96.5,-1.13152329849146,108,0.89674985442133
142303,142304,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142303,142304,128,-0.205724056306393,108,0.888698998947474
142303,142305,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142303,142305,128,-0.205724056306393,108,0.89674985442133
142304,142305,1423,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,142304,142305,108,0.888698998947474,108,0.89674985442133
143501,143502,1435,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,143501,143502,90,0.804904017242739,77,0.220360867777522
143501,143503,1435,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,143501,143503,90,0.804904017242739,98.5,1.15533735063772
143502,143503,1435,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,143502,143503,77,0.220360867777522,98.5,1.15533735063772
143601,143602,1436,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,143601,143602,65,0.476587904946359,83,-0.836676544239161
143601,143603,1436,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,NA,0.25,0.25,0.25,0.25,0.25,0.25,2,2,143601,143603,65,0.476587904946359,90.5,0.183834616323276
143602,143603,1436,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,NA,0.25,0.25,0.25,0.25,0.25,0.25,2,2,143602,143603,83,-0.836676544239161,90.5,0.183834616323276
143701,143702,1436,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.25,0.375,0.375,0.5,0.5,0.25,2,2,143701,143702,96,-0.396270195608205,76,-0.935339426475638
143701,143703,1436,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.25,0.375,0.375,0.5,0.5,0.25,2,2,143701,143703,96,-0.396270195608205,86,-1.16499265653554
143702,143703,1436,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,143702,143703,76,-0.935339426475638,86,-1.16499265653554
143801,143802,1438,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,143801,143802,97,-0.508360431942781,93,-0.570531741391015
143801,143803,1438,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.375,0.375,0.25,0.25,0.5,2,2,143801,143803,97,-0.508360431942781,80,0.86854849185133
143802,143803,1438,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,NA,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,143802,143803,93,-0.570531741391015,80,0.86854849185133
144001,144002,1440,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,144001,144002,98,-0.180044319646401,102,-0.0730151831008213
144001,144003,1440,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,144001,144003,98,-0.180044319646401,88,1.61831436911672
144001,144004,1440,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2010,NA,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,144001,144004,98,-0.180044319646401,101,0.512674095026959
144002,144003,1440,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144002,144003,102,-0.0730151831008213,88,1.61831436911672
144002,144004,1440,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144002,144004,102,-0.0730151831008213,101,0.512674095026959
144003,144004,1440,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144003,144004,88,1.61831436911672,101,0.512674095026959
144201,144202,1441,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144201,144202,93,-0.508360431942781,92,0.55053829244556
144301,144302,1443,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144301,144302,116,0.15908362877823,114,-0.570531741391015
144301,144303,1443,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,NA,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,144301,144303,116,0.15908362877823,NA,NA
144302,144303,1443,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,NA,NA,NA,0.5,0.5,0.5,0.5,NA,2,2,144302,144303,114,-0.570531741391015,NA,NA
144601,144602,1446,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,144601,144602,103,-0.1624455367281,92,-0.103732944259383
144601,144603,1446,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,144601,144603,103,-0.1624455367281,95,-0.182215286576611
144602,144603,1446,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,144602,144603,92,-0.103732944259383,95,-0.182215286576611
145101,145102,1449,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145101,145102,99,-1.30014711156026,90,-1.66495479664488
145101,145103,1449,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145101,145103,99,-1.30014711156026,72,-1.60992921028467
145102,145103,1449,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145102,145103,90,-1.66495479664488,72,-1.60992921028467
145401,145402,1454,"Gen2Siblings",TRUE,0.5,0.5,"No",2004,2010,0.5,0.5,0.5,0.5,0.5,0.5,NA,0.5,2,2,145401,145402,100,-1.0760143803701,97,-0.180044319646401
145501,145502,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2006,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145501,145502,NA,-1.21185031762877,86,-1.16259317081087
145501,145503,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145501,145503,NA,-1.21185031762877,88,-0.935339426475638
145501,145504,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145501,145504,NA,-1.21185031762877,84,0.476587904946359
145502,145503,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2006,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145502,145503,86,-1.16259317081087,88,-0.935339426475638
145502,145504,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2006,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145502,145504,86,-1.16259317081087,84,0.476587904946359
145503,145504,1455,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,145503,145504,88,-0.935339426475638,84,0.476587904946359
146001,146002,1460,"Gen2Siblings",TRUE,0.75,0.75,"DoNotKnow",1992,1992,0.75,0.75,1,NA,NA,0.75,NA,NA,2,2,146001,146002,NA,NA,NA,NA
146001,146003,1460,"Gen2Siblings",TRUE,0.5,0.5,"No",1992,1992,0.5,0.5,0.5,NA,NA,0.5,NA,NA,2,2,146001,146003,NA,NA,NA,NA
146002,146003,1460,"Gen2Siblings",TRUE,0.5,0.5,"No",1992,1992,0.5,0.5,0.5,NA,NA,0.5,NA,NA,2,2,146002,146003,NA,NA,NA,NA
146901,146902,1469,"Gen2Siblings",TRUE,0.5,0.5,"No",1988,2010,NA,NA,0.375,0.5,0.5,0.5,NA,0.5,2,2,146901,146902,101.5,NA,105,NA
146901,146903,1469,"Gen2Siblings",TRUE,0.25,0.25,"No",1988,2010,NA,0.25,0.25,0.25,0.25,0.25,NA,0.25,2,2,146901,146903,101.5,NA,97,0.250239829406562
146902,146903,1469,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,146902,146903,105,NA,97,0.250239829406562
147001,147002,1470,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2006,NA,NA,0.375,0.5,0.5,0.5,0.5,0.5,2,2,147001,147002,104,-1.30014711156026,NA,-0.145004862380408
147401,147402,1474,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,147401,147402,104,-0.1624455367281,109.5,0.476587904946359
147801,147802,1478,"Gen2Siblings",TRUE,0.375,0.375,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,147801,147802,NA,NA,NA,NA
148201,148202,1482,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2008,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148201,148202,89.5,0.504319552660416,103,1.78985235413188
148201,148203,1482,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2008,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148201,148203,89.5,0.504319552660416,79,1.2535066840321
148202,148203,1482,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2008,0.5,0.5,0.375,0.25,0.25,0.5,0.25,0.25,2,2,148202,148203,103,1.78985235413188,79,1.2535066840321
148901,148902,1489,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2006,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148901,148902,89,NA,77,0.544454679814426
148901,148903,1489,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148901,148903,89,NA,84,0.250239829406562
148901,148904,1489,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148901,148904,89,NA,84,0.466215815811856
148902,148903,1489,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148902,148903,77,0.544454679814426,84,0.250239829406562
148902,148904,1489,"Gen2Siblings",TRUE,0.25,0.25,"No",2006,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,148902,148904,77,0.544454679814426,84,0.466215815811856
148903,148904,1489,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,148903,148904,84,0.250239829406562,84,0.466215815811856
149101,149102,1491,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,2,2,149101,149102,93,1.13322012953912,91,1.78985235413188
149301,149302,1493,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,149301,149302,104,-0.829210626116616,95,0.250239829406562
149401,149402,1494,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,0.5,0.5,0.25,0.25,0.25,0.25,0.25,2,2,149401,149402,112,-0.508360431942781,114,0.573494841913946
149401,149403,1494,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,0.5,0.5,0.25,0.25,0.25,0.25,0.25,2,2,149401,149403,112,-0.508360431942781,102,-0.829210626116616
149402,149403,1494,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,149402,149403,114,0.573494841913946,102,-0.829210626116616
149501,149502,1495,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,149501,149502,101,-0.205724056306393,95.5,-0.205724056306393
149801,149802,1498,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,149801,149802,107,0.169303840381376,97,NA
149901,149902,1499,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,149901,149902,102,0.888698998947474,105,0.220360867777522
150201,150202,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,150201,150202,118,0.255023144487738,125,0.132011695342728
150201,150203,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,2,2,150201,150203,118,0.255023144487738,117,NA
150201,150204,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,2,2,150201,150204,118,0.255023144487738,112.5,NA
150202,150203,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,2,2,150202,150203,125,0.132011695342728,117,NA
150202,150204,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2008,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,2,2,150202,150204,125,0.132011695342728,112.5,NA
150203,150204,1501,"Gen2Siblings",TRUE,0.5,0.5,"No",2008,2008,0.5,0.5,0.5,0.5,NA,0.5,NA,NA,2,2,150203,150204,117,NA,112.5,NA
150701,150702,1506,"Gen2Siblings",TRUE,0.25,0.25,"No",2008,2010,NA,NA,0.375,0.25,0.25,0.25,0.25,0.25,2,2,150701,150702,NA,0.89674985442133,97,1.63735585581357
151201,151202,1512,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,151201,151202,110.5,-0.159373996370738,113,0.342578389371036
151701,151702,1517,"Gen2Siblings",TRUE,0.25,0.25,"No",1992,1998,0.25,0.25,0.25,NA,NA,0.25,NA,NA,2,2,151701,151702,69,NA,81,NA
151701,151703,1517,"Gen2Siblings",TRUE,0.25,0.25,"No",1992,1998,0.25,0.25,0.25,NA,NA,0.25,NA,NA,2,2,151701,151703,69,NA,75,NA
151702,151703,1517,"Gen2Siblings",TRUE,0.5,0.5,"No",1998,1998,0.5,0.5,0.5,NA,NA,0.5,NA,NA,2,2,151702,151703,81,NA,75,NA
151901,151902,1519,"Gen2Siblings",TRUE,0.25,0.25,"No",1988,2004,0.25,0.25,0.25,0.25,NA,0.25,NA,NA,2,2,151901,151902,76,NA,89,-0.211825407861352
151901,151903,1519,"Gen2Siblings",TRUE,0.25,0.25,"No",1988,2008,NA,0.25,0.375,0.25,0.25,0.25,NA,0.25,2,2,151901,151903,76,NA,78,1.19264230388823
151902,151903,1519,"Gen2Siblings",TRUE,0.5,0.5,"No",2004,2008,0.5,0.5,0.5,0.5,0.5,0.5,NA,0.5,2,2,151902,151903,89,-0.211825407861352,78,1.19264230388823
152401,152402,1524,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,152401,152402,80.5,1.50446718674319,87,-1.82935826019939
152401,152403,1524,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,152401,152403,80.5,1.50446718674319,102.5,-1.49597571550513
152402,152403,1524,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,152402,152403,87,-1.82935826019939,102.5,-1.49597571550513
152501,152502,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,NA,NA,0.5,0.375,0.5,0.5,0.5,0.5,NA,2,2,152501,152502,107,0.170937007966158,NA,NA
152501,152503,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,NA,NA,0.375,0.5,0.5,0.5,0.5,0.5,2,2,152501,152503,107,0.170937007966158,113,0.573494841913946
152501,152504,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,NA,NA,0.375,0.5,0.5,0.5,0.5,0.5,2,2,152501,152504,107,0.170937007966158,NA,-1.49330876883192
152501,152505,1525,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,NA,0.25,0.375,0.25,0.25,0.25,0.25,0.25,2,2,152501,152505,107,0.170937007966158,98,-1.27589344368213
152502,152503,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",NA,2010,NA,NA,0.375,0.5,0.5,0.5,NA,0.5,2,2,152502,152503,NA,NA,113,0.573494841913946
152502,152504,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",NA,2010,NA,NA,0.375,0.5,0.5,0.5,NA,0.5,2,2,152502,152504,NA,NA,NA,-1.49330876883192
152502,152505,1525,"Gen2Siblings",TRUE,0.25,0.25,"No",NA,2010,NA,0.25,0.375,0.25,0.25,0.25,NA,0.25,2,2,152502,152505,NA,NA,98,-1.27589344368213
152503,152504,1525,"Gen2Siblings",TRUE,0.5,0.5,"No",2010,2010,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,2,2,152503,152504,113,0.573494841913946,NA,-1.49330876883192
152503,152505,1525,"Gen2Siblings",TRUE,0.25,0.25,"No",2010,2010,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,152503,152505,113,0.573494841913946,98,-1.27589344368213
