CID,MID,CRace,CGender,height,ageht,yearht,weight,agewt,yearwt,age_ht,age_wt,htst,wtst
351901,3519,3,1,72,15,2008,2240,15,2008,15,15,1.050389273,-0.510590634
353203,3532,3,1,73,15,2008,2464,15,2008,15,15,1.359336382,-0.188922556
355603,3556,3,1,64,15,2008,1312,15,2008,15,15,-1.421187593,-1.843215532
372603,3726,3,1,73,15,2006,4000,15,2006,15,15,1.359336382,2.016801413
373501,3735,3,1,73,15,2008,4000,15,2008,15,15,1.359336382,2.016801413
378704,3787,3,1,68,15,2008,1920,15,2008,15,15,-0.18539916,-0.970116461
384203,3842,2,1,66,15,2008,2960,15,2008,15,15,-0.803293376,0.523342476
390801,3908,3,1,72,15,2008,2560,15,2008,15,15,1.050389273,-0.051064808
397203,3972,3,1,69,15,2008,3680,15,2008,15,15,0.123547949,1.557275586
399201,3992,3,1,63,15,1988,1760,15,1988,15,15,-1.730134701,-1.199879374
400102,4001,3,1,71,15,2008,2480,15,2008,15,15,0.741442165,-0.165946264
408402,4084,3,1,74,15,2002,4640,15,2002,15,15,1.66828349,2.935853067
409501,4095,3,1,65,15,2008,1920,15,2008,15,15,-1.112240484,-0.970116461
413204,4132,3,1,68,15,2008,1984,15,2008,15,15,-0.18539916,-0.878211296
419201,4192,3,1,77,15,2008,3440,15,2008,15,15,2.595124815,1.212631216
422402,4224,3,1,65,15,2008,2000,15,2008,15,15,-1.112240484,-0.855235004
425001,4250,3,1,71,15,2008,2160,15,2008,15,15,0.741442165,-0.625472091
425403,4254,3,1,67,15,2008,1920,15,2008,15,15,-0.494346268,-0.970116461
427201,4272,2,1,65,15,2008,2272,15,2008,15,15,-1.112240484,-0.464638052
436602,4366,3,1,72,15,2008,2960,15,2008,15,15,1.050389273,0.523342476
437902,4379,3,1,70,15,2008,2880,15,2008,15,15,0.432495057,0.408461019
441703,4417,1,1,72,15,2008,1920,15,2008,15,15,1.050389273,-0.970116461
445501,4455,3,1,76,15,1996,2720,15,1996,15,15,2.286177706,0.178698106
452501,4525,3,1,70,15,2006,2640,15,2006,15,15,0.432495057,0.063816649
454601,4546,3,1,70,15,1996,2400,15,1996,15,15,0.432495057,-0.280827721
456402,4564,2,1,68,15,2006,2736,15,2006,15,15,-0.18539916,0.201674397
469601,4696,3,1,68,15,2002,2560,15,2002,15,15,-0.18539916,-0.051064808
474603,4746,3,1,69,15,2008,1968,15,2008,15,15,0.123547949,-0.901187587
477702,4777,3,1,72,15,2008,2880,15,2008,15,15,1.050389273,0.408461019
486501,4865,3,1,66,15,2008,4480,15,2008,15,15,-0.803293376,2.706090153
492201,4922,3,1,70,15,2008,2592,15,2008,15,15,0.432495057,-0.005112225
502302,5023,3,1,67,15,2008,2768,15,2008,15,15,-0.494346268,0.24762698
513403,5134,3,1,69,15,2004,2560,15,2004,15,15,0.123547949,-0.051064808
515203,5152,3,1,73,15,2008,2352,15,2008,15,15,1.359336382,-0.349756595
519503,5195,3,1,66,15,2008,2448,15,2008,15,15,-0.803293376,-0.211898847
520802,5208,3,1,67,15,2008,2000,15,2008,15,15,-0.494346268,-0.855235004
531002,5310,3,1,70,15,2008,2736,15,2008,15,15,0.432495057,0.201674397
534903,5349,3,1,67,15,2008,1840,15,2008,15,15,-0.494346268,-1.084997918
545901,5459,3,1,72,15,2002,4000,15,2002,15,15,1.050389273,2.016801413
546506,5465,2,1,65,15,2008,2800,15,2008,15,15,-1.112240484,0.293579563
551102,5511,3,1,72,15,2008,2240,15,2008,15,15,1.050389273,-0.510590634
567501,5675,3,1,66,15,2008,2288,15,2008,15,15,-0.803293376,-0.44166176
568503,5685,3,1,71,15,2000,2560,15,2000,15,15,0.741442165,-0.051064808
570803,5708,3,1,70,15,2008,2240,15,2008,15,15,0.432495057,-0.510590634
571202,5712,3,1,73,15,2008,2544,15,2008,15,15,1.359336382,-0.074041099
577303,5773,1,1,67,15,2008,4960,15,2008,15,15,-0.494346268,3.395378893
584006,5840,1,1,69,15,2008,2592,15,2008,15,15,0.123547949,-0.005112225
585204,5852,1,1,73,15,2008,2784,15,2008,15,15,1.359336382,0.270603271
588804,5888,2,1,69,15,2008,2720,15,2008,15,15,0.123547949,0.178698106
591603,5916,2,1,67,15,2008,2096,15,2008,15,15,-0.494346268,-0.717377256
592703,5927,2,1,63,15,2008,1920,15,2008,15,15,-1.730134701,-0.970116461
615103,6151,2,1,69,15,2008,2256,15,2008,15,15,0.123547949,-0.487614343
621901,6219,2,1,70,15,2008,2592,15,2008,15,15,0.432495057,-0.005112225
622503,6225,2,1,67,15,2008,2288,15,2008,15,15,-0.494346268,-0.44166176
624001,6240,2,1,66,15,2008,2400,15,2008,15,15,-0.803293376,-0.280827721
627404,6274,2,1,68,15,2008,3520,15,2008,15,15,-0.18539916,1.327512673
629503,6295,2,1,66,15,2008,5120,15,2008,15,15,-0.803293376,3.625141807
633903,6339,2,1,68,15,2008,2320,15,2008,15,15,-0.18539916,-0.395709178
666202,6662,1,1,70,15,2008,2112,15,2008,15,15,0.432495057,-0.694400965
684202,6842,2,1,68,15,2008,2080,15,2008,15,15,-0.18539916,-0.740353548
688002,6880,1,1,67,15,2008,2464,15,2008,15,15,-0.494346268,-0.188922556
696602,6966,2,1,64,15,2008,2560,15,2008,15,15,-1.421187593,-0.051064808
708102,7081,2,1,71,15,2008,2432,15,2008,15,15,0.741442165,-0.234875138
713701,7137,2,1,66,15,2008,2720,15,2008,15,15,-0.803293376,0.178698106
721706,7217,2,1,65,15,2008,2400,15,2008,15,15,-1.112240484,-0.280827721
724603,7246,1,1,66,15,2008,2208,15,2008,15,15,-0.803293376,-0.556543217
731603,7316,1,1,70,15,2008,2400,15,2008,15,15,0.432495057,-0.280827721
732406,7324,2,1,63,15,2008,2208,15,2008,15,15,-1.730134701,-0.556543217
732505,7325,2,1,72,15,2008,3280,15,2008,15,15,1.050389273,0.982868303
738801,7388,2,1,62,15,1998,2240,15,1998,15,15,-2.039081809,-0.510590634
745903,7459,2,1,68,15,2008,2160,15,2008,15,15,-0.18539916,-0.625472091
750403,7504,2,1,69,15,2008,2240,15,2008,15,15,0.123547949,-0.510590634
755101,7551,2,1,71,15,2008,2576,15,2008,15,15,0.741442165,-0.028088516
757501,7575,1,1,66,15,2008,2672,15,2008,15,15,-0.803293376,0.109769232
758001,7580,2,1,68,15,1998,2400,15,1998,15,15,-0.18539916,-0.280827721
784902,7849,2,1,65,15,2008,2176,15,2008,15,15,-1.112240484,-0.6024958
796804,7968,1,1,68,15,2008,2400,15,2008,15,15,-0.18539916,-0.280827721
810503,8105,1,1,67,15,2008,2880,15,2008,15,15,-0.494346268,0.408461019
811303,8113,1,1,65,15,2008,2240,15,2008,15,15,-1.112240484,-0.510590634
812504,8125,2,1,70,15,2000,2720,15,2000,15,15,0.432495057,0.178698106
823701,8237,1,1,71,15,2008,2240,15,2008,15,15,0.741442165,-0.510590634
826003,8260,1,1,68,15,2004,3328,15,2004,15,15,-0.18539916,1.051797177
828903,8289,2,1,68,15,2008,2240,15,2008,15,15,-0.18539916,-0.510590634
831201,8312,3,1,70,15,1988,2400,15,1988,15,15,0.432495057,-0.280827721
834602,8346,1,1,68,15,2008,1968,15,2008,15,15,-0.18539916,-0.901187587
837605,8376,1,1,69,15,2008,2720,15,2008,15,15,0.123547949,0.178698106
839302,8393,1,1,68,15,2008,2000,15,2008,15,15,-0.18539916,-0.855235004
840802,8408,1,1,73,15,2008,2768,15,2008,15,15,1.359336382,0.24762698
842204,8422,2,1,71,15,2008,2368,15,2008,15,15,0.741442165,-0.326780304
847702,8477,2,1,66,15,2008,2240,15,2008,15,15,-0.803293376,-0.510590634
853203,8532,2,1,69,15,2008,2352,15,2008,15,15,0.123547949,-0.349756595
853903,8539,2,1,67,15,2008,2304,15,2008,15,15,-0.494346268,-0.418685469
860101,8601,2,1,68,15,2002,2480,15,2002,15,15,-0.18539916,-0.165946264
864902,8649,2,1,62,15,2006,1568,15,2006,15,15,-2.039081809,-1.475594871
869203,8692,2,1,66,15,2008,2080,15,2008,15,15,-0.803293376,-0.740353548
890003,8900,1,1,70,15,2008,3680,15,2008,15,15,0.432495057,1.557275586
894202,8942,1,1,69,15,2006,2480,15,2006,15,15,0.123547949,-0.165946264
894804,8948,1,1,70,15,2008,2400,15,2008,15,15,0.432495057,-0.280827721
896904,8969,1,1,68,15,2008,3200,15,2008,15,15,-0.18539916,0.867986846
935402,9354,1,1,64,15,2008,2960,15,2008,15,15,-1.421187593,0.523342476
952306,9523,2,1,67,15,2008,2464,15,2008,15,15,-0.494346268,-0.188922556
956803,9568,2,1,69,15,2008,2240,15,2008,15,15,0.123547949,-0.510590634
957902,9579,1,1,72,15,2008,2320,15,2008,15,15,1.050389273,-0.395709178
979003,9790,1,1,66,15,2008,1840,15,2008,15,15,-0.803293376,-1.084997918
993502,9935,1,1,66,15,1998,1840,15,1998,15,15,-0.803293376,-1.084997918
995302,9953,1,1,70,15,2008,5120,15,2008,15,15,0.432495057,3.625141807
997004,9970,2,1,64,15,2008,2080,15,2008,15,15,-1.421187593,-0.740353548
1000002,10000,2,1,64,15,2000,2160,15,2000,15,15,-1.421187593,-0.625472091
1033602,10336,2,1,68,15,2008,2288,15,2008,15,15,-0.18539916,-0.44166176
1037401,10374,2,1,72,15,2008,5392,15,2008,15,15,1.050389273,4.01573876
1050604,10506,1,1,69,15,2008,2880,15,2008,15,15,0.123547949,0.408461019
1113201,11132,3,1,69,15,1996,2480,15,1996,15,15,0.123547949,-0.165946264
1176503,11765,2,1,68,15,2006,2320,15,2006,15,15,-0.18539916,-0.395709178
1177902,11779,3,1,75,15,2008,3056,15,2008,15,15,1.977230598,0.661200224
1178503,11785,1,1,66,15,2008,2400,15,2008,15,15,-0.803293376,-0.280827721
1180802,11808,3,1,64,15,2008,2640,15,2008,15,15,-1.421187593,0.063816649
1181202,11812,3,1,65,15,2008,2880,15,2008,15,15,-1.112240484,0.408461019
1187902,11879,3,1,72,15,2008,2400,15,2008,15,15,1.050389273,-0.280827721
1191502,11915,3,1,73,15,2008,3040,15,2008,15,15,1.359336382,0.638223933
1197905,11979,1,1,68,15,2008,3392,15,2008,15,15,-0.18539916,1.143702342
1198802,11988,3,1,71,15,2002,2480,15,2002,15,15,0.741442165,-0.165946264
1203202,12032,3,1,67,15,2008,4240,15,2008,15,15,-0.494346268,2.361445783
1204602,12046,3,1,71,15,2008,2240,15,2008,15,15,0.741442165,-0.510590634
1204801,12048,3,1,70,15,2008,4320,15,2008,15,15,0.432495057,2.47632724
1206601,12066,3,1,60,15,1998,1440,15,1998,15,15,-2.656976026,-1.659405201
1213704,12137,3,1,69,15,2008,2720,15,2008,15,15,0.123547949,0.178698106
1217706,12177,1,1,69,15,2008,2240,15,2008,15,15,0.123547949,-0.510590634
1219107,12191,2,1,67,15,2008,2224,15,2008,15,15,-0.494346268,-0.533566926
837603,8376,1,1,69,17,2008,2960,15,2006,17,15,-0.205676688,0.523342476
501502,5015,3,1,65,18,2006,2928,15,2002,18,15,-1.860960334,0.477389893
607203,6072,2,1,72,19,2008,3472,15,2004,19,15,0.546188844,1.258583799
17504,175,3,1,62,14,2006,1600,16,2008,14,16,-1.288144632,-1.65403844
2702,27,3,1,66,16,2008,3088,16,2008,16,16,-1.092433933,0.707603917
3003,30,3,1,68,16,2008,2240,16,2008,16,16,-0.489079281,-0.638278287
5001,50,3,1,69,16,2002,2240,16,2002,16,16,-0.187401955,-0.638278287
13802,138,3,1,68,16,2008,2720,16,2008,16,16,-0.489079281,0.123541829
22901,229,3,1,74,16,2008,2960,16,2008,16,16,1.320984675,0.504451886
25202,252,3,1,70,16,2008,2560,16,2008,16,16,0.114275371,-0.13039821
27203,272,3,1,70,16,2006,2720,16,2006,16,16,0.114275371,0.123541829
28702,287,3,1,76,16,2008,2400,16,2008,16,16,1.924339327,-0.384338248
29202,292,3,1,75,16,2008,2560,16,2008,16,16,1.622662001,-0.13039821
32101,321,3,1,68,16,2006,2560,16,2006,16,16,-0.489079281,-0.13039821
39703,397,2,1,72,16,2008,4448,16,2008,16,16,0.717630023,2.866094244
40501,405,3,1,67,16,2008,1760,16,2008,16,16,-0.790756607,-1.400098402
42504,425,3,1,66,16,2008,2800,16,2008,16,16,-1.092433933,0.250511848
47402,474,3,1,73,16,2008,2960,16,2008,16,16,1.019307349,0.504451886
48503,485,3,1,68,16,2008,2320,16,2008,16,16,-0.489079281,-0.511308267
49202,492,3,1,69,16,2008,2080,16,2008,16,16,-0.187401955,-0.892218325
55703,557,3,1,71,16,2008,2352,16,2008,16,16,0.415952697,-0.46052026
58505,585,3,1,68,16,2008,2000,16,2008,16,16,-0.489079281,-1.019188344
65001,650,3,1,69,16,2008,2400,16,2008,16,16,-0.187401955,-0.384338248
65602,656,3,1,66,16,2008,2080,16,2008,16,16,-1.092433933,-0.892218325
66804,668,3,1,64,16,2008,2000,16,2008,16,16,-1.695788585,-1.019188344
76405,764,1,1,66,16,2008,2080,16,2008,16,16,-1.092433933,-0.892218325
82802,828,3,1,70,16,2008,2880,16,2008,16,16,0.114275371,0.377481867
83603,836,1,1,66,16,2008,2288,16,2008,16,16,-1.092433933,-0.562096275
87501,875,3,1,73,16,2008,2480,16,2008,16,16,1.019307349,-0.257368229
89303,893,3,1,72,16,2008,2560,16,2008,16,16,0.717630023,-0.13039821
89802,898,3,1,68,16,2008,2080,16,2008,16,16,-0.489079281,-0.892218325
97402,974,3,1,73,16,2008,2400,16,2008,16,16,1.019307349,-0.384338248
99801,998,3,1,76,16,1998,2720,16,1998,16,16,1.924339327,0.123541829
102502,1025,2,1,68,16,1992,3280,16,1992,16,16,-0.489079281,1.012331963
103302,1033,2,1,66,16,2006,2080,16,2006,16,16,-1.092433933,-0.892218325
108201,1082,3,1,67,16,2008,1712,16,2008,16,16,-0.790756607,-1.476280413
120002,1200,3,1,63,16,2008,2688,16,2008,16,16,-1.99746591,0.072753821
124103,1241,3,1,72,16,2004,2944,16,2004,16,16,0.717630023,0.479057883
129503,1295,2,1,73,16,2008,3040,16,2008,16,16,1.019307349,0.631421906
140201,1402,1,1,67,16,2008,1840,16,2008,16,16,-0.790756607,-1.273128383
151701,1517,2,1,66,16,1992,2368,16,1992,16,16,-1.092433933,-0.435126256
154602,1546,3,1,71,16,2000,2400,16,2000,16,16,0.415952697,-0.384338248
159801,1598,3,1,70,16,2008,3488,16,2008,16,16,0.114275371,1.342454013
163902,1639,3,1,71,16,2008,2800,16,2008,16,16,0.415952697,0.250511848
165003,1650,1,1,71,16,2008,2080,16,2008,16,16,0.415952697,-0.892218325
165602,1656,3,1,68,16,2008,2240,16,2008,16,16,-0.489079281,-0.638278287
167501,1675,3,1,72,16,2008,2480,16,2008,16,16,0.717630023,-0.257368229
177502,1775,1,1,68,16,2004,2480,16,2004,16,16,-0.489079281,-0.257368229
178604,1786,3,1,66,16,2008,2240,16,2008,16,16,-1.092433933,-0.638278287
188002,1880,3,1,78,16,2008,3120,16,2008,16,16,2.527693979,0.758391925
197201,1972,2,1,64,16,2008,2256,16,2008,16,16,-1.695788585,-0.612884283
200206,2002,3,1,72,16,2008,2880,16,2008,16,16,0.717630023,0.377481867
207101,2071,3,1,73,16,2008,2592,16,2008,16,16,1.019307349,-0.079610202
209804,2098,3,1,69,16,2008,2160,16,2008,16,16,-0.187401955,-0.765248306
217402,2174,3,1,73,16,2008,2240,16,2008,16,16,1.019307349,-0.638278287
221202,2212,2,1,73,16,2008,2480,16,2008,16,16,1.019307349,-0.257368229
221402,2214,2,1,73,16,2008,3040,16,2008,16,16,1.019307349,0.631421906
224902,2249,3,1,72,16,2008,4640,16,2008,16,16,0.717630023,3.17082229
234002,2340,3,1,70,16,1998,2944,16,1998,16,16,0.114275371,0.479057883
237403,2374,3,1,67,16,2008,2880,16,2008,16,16,-0.790756607,0.377481867
240803,2408,3,1,69,16,2004,2080,16,2004,16,16,-0.187401955,-0.892218325
241602,2416,3,1,72,16,2008,2400,16,2008,16,16,0.717630023,-0.384338248
243002,2430,3,1,70,16,1992,2080,16,1992,16,16,0.114275371,-0.892218325
243701,2437,3,1,74,16,2008,2880,16,2008,16,16,1.320984675,0.377481867
252902,2529,3,1,71,16,2008,2240,16,2008,16,16,0.415952697,-0.638278287
254202,2542,3,1,70,16,2008,2240,16,2008,16,16,0.114275371,-0.638278287
265504,2655,1,1,73,16,2008,4160,16,2008,16,16,1.019307349,2.409002174
268002,2680,3,1,71,16,2008,2368,16,2008,16,16,0.415952697,-0.435126256
268902,2689,3,1,67,16,2008,2176,16,2008,16,16,-0.790756607,-0.739854302
273901,2739,3,1,71,16,2008,3520,16,2008,16,16,0.415952697,1.393242021
275702,2757,3,1,72,16,2000,3680,16,2000,16,16,0.717630023,1.647182059
277002,2770,2,1,68,16,2008,2736,16,2008,16,16,-0.489079281,0.148935833
277802,2778,3,1,66,16,2008,1888,16,2008,16,16,-1.092433933,-1.196946371
282602,2826,3,1,67,16,2006,2352,16,2006,16,16,-0.790756607,-0.46052026
287902,2879,3,1,68,16,2008,2560,16,2008,16,16,-0.489079281,-0.13039821
288301,2883,3,1,70,16,2006,2240,16,2006,16,16,0.114275371,-0.638278287
315402,3154,3,1,69,16,2006,2240,16,2006,16,16,-0.187401955,-0.638278287
324401,3244,3,1,67,16,2008,2080,16,2008,16,16,-0.790756607,-0.892218325
326805,3268,1,1,70,16,2006,2560,16,2006,16,16,0.114275371,-0.13039821
326807,3268,1,1,69,16,2008,2320,16,2008,16,16,-0.187401955,-0.511308267
336902,3369,3,1,66,16,2008,1920,16,2008,16,16,-1.092433933,-1.146158363
343201,3432,3,1,69,16,2008,3936,16,2008,16,16,-0.187401955,2.053486121
345602,3456,3,1,71,16,2008,2560,16,2008,16,16,0.415952697,-0.13039821
347603,3476,3,1,75,16,2008,4320,16,2008,16,16,1.622662001,2.662942213
348703,3487,3,1,75,16,2008,2880,16,2008,16,16,1.622662001,0.377481867
355703,3557,3,1,70,16,2008,2160,16,2008,16,16,0.114275371,-0.765248306
356402,3564,3,1,66,16,2008,2800,16,2008,16,16,-1.092433933,0.250511848
366301,3663,3,1,72,16,2008,3520,16,2008,16,16,0.717630023,1.393242021
367902,3679,3,1,72,16,2008,3440,16,2008,16,16,0.717630023,1.266272002
371501,3715,3,1,72,16,1998,2880,16,1998,16,16,0.717630023,0.377481867
371504,3715,3,1,69,16,2006,3520,16,2006,16,16,-0.187401955,1.393242021
372001,3720,3,1,69,16,2000,2160,16,2000,16,16,-0.187401955,-0.765248306
377101,3771,3,1,62,16,2008,2112,16,2008,16,16,-2.299143236,-0.841430317
378102,3781,3,1,67,16,2008,2240,16,2008,16,16,-0.790756607,-0.638278287
391902,3919,3,1,72,16,2008,2400,16,2008,16,16,0.717630023,-0.384338248
392103,3921,3,1,74,16,2008,3440,16,2008,16,16,1.320984675,1.266272002
395303,3953,2,1,73,16,2008,3280,16,2008,16,16,1.019307349,1.012331963
396001,3960,2,1,68,16,2008,2080,16,2008,16,16,-0.489079281,-0.892218325
400201,4002,3,1,73,16,2006,2496,16,2006,16,16,1.019307349,-0.231974225
407801,4078,3,1,73,16,2008,2944,16,2008,16,16,1.019307349,0.479057883
414501,4145,3,1,68,16,2008,3520,16,2008,16,16,-0.489079281,1.393242021
418403,4184,1,1,69,16,1998,2640,16,1998,16,16,-0.187401955,-0.003428191
425402,4254,3,1,71,16,2008,2480,16,2008,16,16,0.415952697,-0.257368229
443802,4438,3,1,70,16,2008,2432,16,2008,16,16,0.114275371,-0.33355024
449903,4499,3,1,69,16,2008,3584,16,2008,16,16,-0.187401955,1.494818036
459202,4592,3,1,73,16,2008,3440,16,2008,16,16,1.019307349,1.266272002
465301,4653,3,1,75,16,2008,3200,16,2008,16,16,1.622662001,0.885361944
466301,4663,3,1,70,16,2008,2272,16,2008,16,16,0.114275371,-0.587490279
469004,4690,3,1,71,16,2008,2400,16,2008,16,16,0.415952697,-0.384338248
492701,4927,3,1,78,16,2008,3680,16,2008,16,16,2.527693979,1.647182059
495601,4956,3,1,68,16,2008,2240,16,2008,16,16,-0.489079281,-0.638278287
505902,5059,2,1,75,16,2008,3536,16,2008,16,16,1.622662001,1.418636025
510302,5103,3,1,77,16,2006,3040,16,2006,16,16,2.226016653,0.631421906
511402,5114,3,1,75,16,2008,2640,16,2008,16,16,1.622662001,-0.003428191
528001,5280,3,1,72,16,1996,2480,16,1996,16,16,0.717630023,-0.257368229
530502,5305,3,1,72,16,2008,2560,16,2008,16,16,0.717630023,-0.13039821
531402,5314,3,1,62,16,2008,2160,16,2008,16,16,-2.299143236,-0.765248306
532601,5326,3,1,66,16,2008,2080,16,2008,16,16,-1.092433933,-0.892218325
533003,5330,3,1,70,16,2008,2560,16,2008,16,16,0.114275371,-0.13039821
583602,5836,1,1,67,16,1994,2240,16,1994,16,16,-0.790756607,-0.638278287
593206,5932,2,1,68,16,2008,2400,16,2008,16,16,-0.489079281,-0.384338248
598502,5985,2,1,74,16,2008,4800,16,2008,16,16,1.320984675,3.424762328
611403,6114,2,1,72,16,2008,2464,16,2008,16,16,0.717630023,-0.282762233
626801,6268,2,1,68,16,1990,2000,16,1990,16,16,-0.489079281,-1.019188344
627804,6278,2,1,65,16,2008,2640,16,2008,16,16,-1.394111259,-0.003428191
629404,6294,2,1,70,16,2008,3120,16,2008,16,16,0.114275371,0.758391925
637002,6370,2,1,72,16,2002,2320,16,2002,16,16,0.717630023,-0.511308267
638403,6384,2,1,70,16,2006,3200,16,2006,16,16,0.114275371,0.885361944
640801,6408,2,1,68,16,2008,2208,16,2008,16,16,-0.489079281,-0.689066294
664701,6647,2,1,73,16,2008,4000,16,2008,16,16,1.019307349,2.155062136
666702,6667,2,1,72,16,2004,2592,16,2004,16,16,0.717630023,-0.079610202
670302,6703,2,1,77,16,2008,4720,16,2008,16,16,2.226016653,3.297792309
683902,6839,2,1,66,16,2008,2240,16,2008,16,16,-1.092433933,-0.638278287
699203,6992,2,1,72,16,2006,2560,16,2006,16,16,0.717630023,-0.13039821
707303,7073,2,1,65,16,2008,2400,16,2008,16,16,-1.394111259,-0.384338248
715701,7157,2,1,65,16,1992,2080,16,1992,16,16,-1.394111259,-0.892218325
715804,7158,2,1,76,16,2008,3840,16,2008,16,16,1.924339327,1.901122098
716304,7163,2,1,69,16,2008,2240,16,2008,16,16,-0.187401955,-0.638278287
738302,7383,2,1,63,16,2008,3120,16,2008,16,16,-1.99746591,0.758391925
742602,7426,1,1,72,16,2008,2144,16,2008,16,16,0.717630023,-0.79064231
744601,7446,2,1,69,16,2008,4160,16,2008,16,16,-0.187401955,2.409002174
744804,7448,2,1,71,16,2008,2320,16,2008,16,16,0.415952697,-0.511308267
744805,7448,2,1,72,16,2008,2400,16,2008,16,16,0.717630023,-0.384338248
747701,7477,2,1,67,16,2008,2240,16,2008,16,16,-0.790756607,-0.638278287
751302,7513,2,1,71,16,2004,2272,16,2004,16,16,0.415952697,-0.587490279
780603,7806,2,1,68,16,2008,2320,16,2008,16,16,-0.489079281,-0.511308267
788302,7883,1,1,65,16,2008,1968,16,2008,16,16,-1.394111259,-1.069976352
797301,7973,1,1,66,16,2008,2000,16,2008,16,16,-1.092433933,-1.019188344
805908,8059,1,1,69,16,2008,4480,16,2008,16,16,-0.187401955,2.916882251
807801,8078,2,1,66,16,2008,2640,16,2008,16,16,-1.092433933,-0.003428191
812101,8121,1,1,71,16,2008,2224,16,2008,16,16,0.415952697,-0.66367229
828902,8289,2,1,68,16,2008,2240,16,2008,16,16,-0.489079281,-0.638278287
830507,8305,1,1,68,16,2008,2560,16,2008,16,16,-0.489079281,-0.13039821
833603,8336,1,1,70,16,2006,2720,16,2006,16,16,0.114275371,0.123541829
857904,8579,2,1,69,16,2006,3520,16,2006,16,16,-0.187401955,1.393242021
863102,8631,2,1,66,16,2008,4384,16,2008,16,16,-1.092433933,2.764518228
863404,8634,2,1,71,16,2008,2512,16,2008,16,16,0.415952697,-0.206580221
865802,8658,2,1,72,16,2008,2640,16,2008,16,16,0.717630023,-0.003428191
868001,8680,2,1,72,16,2008,4000,16,2008,16,16,0.717630023,2.155062136
885401,8854,1,1,69,16,1994,1888,16,1994,16,16,-0.187401955,-1.196946371
894002,8940,1,1,71,16,2008,3440,16,2008,16,16,0.415952697,1.266272002
897402,8974,2,1,76,16,2008,3760,16,2008,16,16,1.924339327,1.774152078
905003,9050,2,1,67,16,2008,1920,16,2008,16,16,-0.790756607,-1.146158363
905703,9057,2,1,66,16,2008,3440,16,2008,16,16,-1.092433933,1.266272002
910003,9100,2,1,62,16,2008,1920,16,2008,16,16,-2.299143236,-1.146158363
928602,9286,2,1,66,16,2008,2400,16,2008,16,16,-1.092433933,-0.384338248
931202,9312,1,1,65,16,2008,3328,16,2008,16,16,-1.394111259,1.088513975
933702,9337,2,1,72,16,2008,2656,16,2008,16,16,0.717630023,0.021965813
956001,9560,2,1,71,16,2008,2464,16,2008,16,16,0.415952697,-0.282762233
987003,9870,1,1,68,16,2008,2560,16,2008,16,16,-0.489079281,-0.13039821
987701,9877,2,1,69,16,2002,2480,16,2002,16,16,-0.187401955,-0.257368229
993804,9938,1,1,70,16,2006,2144,16,2006,16,16,0.114275371,-0.79064231
994504,9945,1,1,65,16,2008,2320,16,2008,16,16,-1.394111259,-0.511308267
998203,9982,1,1,65,16,2008,1552,16,2008,16,16,-1.394111259,-1.730220452
998604,9986,2,1,67,16,2008,2080,16,2008,16,16,-0.790756607,-0.892218325
999203,9992,1,1,67,16,2008,2160,16,2008,16,16,-0.790756607,-0.765248306
1000203,10002,1,1,68,16,2008,2480,16,2008,16,16,-0.489079281,-0.257368229
1003206,10032,1,1,64,16,2008,2400,16,2008,16,16,-1.695788585,-0.384338248
1021103,10211,1,1,68,16,2008,2560,16,2008,16,16,-0.489079281,-0.13039821
1036003,10360,1,1,66,16,2008,2720,16,2008,16,16,-1.092433933,0.123541829
1037704,10377,1,1,73,16,2008,2240,16,2008,16,16,1.019307349,-0.638278287
1045103,10451,1,1,71,16,2008,2880,16,2008,16,16,0.415952697,0.377481867
1057201,10572,1,1,74,16,2008,2240,16,2008,16,16,1.320984675,-0.638278287
1057303,10573,1,1,71,16,2008,2240,16,2008,16,16,0.415952697,-0.638278287
1058103,10581,2,1,75,16,2008,2912,16,2008,16,16,1.622662001,0.428269875
1130602,11306,1,1,71,16,1998,2160,16,1998,16,16,0.415952697,-0.765248306
1176502,11765,2,1,70,16,2006,2560,16,2006,16,16,0.114275371,-0.13039821
1176902,11769,3,1,70,16,2008,2240,16,2008,16,16,0.114275371,-0.638278287
1178402,11784,3,1,70,16,2008,3120,16,2008,16,16,0.114275371,0.758391925
1178703,11787,3,1,68,16,2008,3040,16,2008,16,16,-0.489079281,0.631421906
1178901,11789,3,1,68,16,1998,2400,16,1998,16,16,-0.489079281,-0.384338248
1179802,11798,2,1,66,16,2008,2080,16,2008,16,16,-1.092433933,-0.892218325
1179803,11798,2,1,67,16,2008,2160,16,2008,16,16,-0.790756607,-0.765248306
1183502,11835,3,1,60,16,2008,2160,16,2008,16,16,-2.902497888,-0.765248306
1195501,11955,3,1,75,16,2008,3200,16,2008,16,16,1.622662001,0.885361944
1200001,12000,3,1,74,16,2008,2640,16,2008,16,16,1.320984675,-0.003428191
1206603,12066,3,1,71,16,2008,2640,16,2008,16,16,0.415952697,-0.003428191
1214602,12146,2,1,69,16,1998,2240,16,1998,16,16,-0.187401955,-0.638278287
1220102,12201,2,1,65,16,2008,2128,16,2008,16,16,-1.394111259,-0.816036313
108802,1088,3,1,68,18,2008,1920,16,2006,18,16,-0.817118998,-1.146158363
725604,7256,2,1,67,18,2006,2560,16,2004,18,16,-1.16506611,-0.13039821
764601,7646,2,1,66,18,1990,2064,16,1988,18,16,-1.513013222,-0.917612329
