CID,MID,CRace,CGender,height,ageht,yearht,weight,agewt,yearwt,age_ht,age_wt,htst,wtst
557702,5577,3,1,71,24,2008,2816,24,2008,19,19,0.216504022,-0.317716625
558301,5583,3,1,71,29,2008,2960,29,2008,19,19,0.216504022,-0.099385945
558302,5583,3,1,72,20,2008,2640,20,2008,19,19,0.546188844,-0.584565234
559302,5593,3,1,74,24,2008,2880,24,2008,19,19,1.205558486,-0.220680767
559303,5593,3,1,71,22,2008,3520,22,2008,19,19,0.216504022,0.749677811
559501,5595,3,1,68,25,2008,2240,25,2008,19,19,-0.772550442,-1.191039345
560001,5600,3,1,73,26,2008,1888,26,2008,19,19,0.875873665,-1.724736563
560501,5605,3,1,72,24,2008,2720,24,2008,19,19,0.546188844,-0.463270412
560502,5605,3,1,72,24,2008,2800,24,2008,19,19,0.546188844,-0.341975589
560901,5609,3,1,72,24,2008,3280,24,2008,19,19,0.546188844,0.385793344
561202,5612,2,1,71,28,2008,3232,28,2008,19,19,0.216504022,0.313016451
561401,5614,2,1,73,23,2008,2560,23,2008,19,19,0.875873665,-0.705860056
561402,5614,2,1,70,22,2008,2880,22,2008,19,19,-0.113180799,-0.220680767
561501,5615,2,1,63,31,2008,2080,31,2008,19,19,-2.420974548,-1.433628989
562401,5624,3,1,71,23,2008,4320,23,2008,19,19,0.216504022,1.962626033
562601,5626,3,1,71,19,2008,4000,19,2008,19,19,0.216504022,1.477446744
562703,5627,3,1,75,21,2008,3120,21,2008,19,19,1.535243307,0.1432037
564002,5640,2,1,70,27,2008,2720,27,2008,19,19,-0.113180799,-0.463270412
564601,5646,2,1,73,27,2008,2592,27,2008,19,19,0.875873665,-0.657342127
564703,5647,2,1,72,20,2008,2592,20,2008,19,19,0.546188844,-0.657342127
564801,5648,3,1,76,28,2008,3280,28,2008,19,19,1.864928129,0.385793344
564804,5648,3,1,75,22,2008,3120,22,2008,19,19,1.535243307,0.1432037
565201,5652,3,1,71,20,2008,2464,20,2008,19,19,0.216504022,-0.851413843
565401,5654,3,1,72,24,2008,3200,24,2008,19,19,0.546188844,0.264498522
565601,5656,3,1,70,22,2008,2880,22,2008,19,19,-0.113180799,-0.220680767
568201,5682,3,1,72,21,2008,3040,21,2008,19,19,0.546188844,0.021908877
568401,5684,2,1,72,30,2006,4480,32,2008,19,19,0.546188844,2.205215677
568402,5684,2,1,68,29,2006,2640,29,2006,19,19,-0.772550442,-0.584565234
568601,5686,3,1,74,26,2008,3760,26,2008,19,19,1.205558486,1.113562277
570502,5705,3,1,76,24,2008,2560,24,2008,19,19,1.864928129,-0.705860056
571301,5713,3,1,74,27,2008,2880,27,2008,19,19,1.205558486,-0.220680767
571302,5713,3,1,70,26,2008,3440,26,2008,19,19,-0.113180799,0.628382988
571303,5713,3,1,74,21,2006,3520,21,2006,19,19,1.205558486,0.749677811
572402,5724,1,1,63,26,2008,2640,26,2008,19,19,-2.420974548,-0.584565234
572802,5728,1,1,68,19,2008,2560,19,2008,19,19,-0.772550442,-0.705860056
572902,5729,1,1,68,21,2008,4160,21,2008,19,19,-0.772550442,1.720036388
574003,5740,1,1,67,26,2008,2320,26,2008,19,19,-1.102235263,-1.069744523
574602,5746,1,1,69,20,2008,2880,20,2008,19,19,-0.44286562,-0.220680767
576601,5766,1,1,65,22,2008,2304,22,2008,19,19,-1.761604906,-1.094003487
576701,5767,1,1,70,23,2008,2480,23,2008,19,19,-0.113180799,-0.827154878
577001,5770,1,1,68,24,2006,2800,24,2006,19,19,-0.772550442,-0.341975589
577301,5773,1,1,72,24,2008,2320,24,2008,19,19,0.546188844,-1.069744523
578001,5780,1,1,65,24,2008,2640,24,2008,19,19,-1.761604906,-0.584565234
578002,5780,1,1,61,20,2008,2240,20,2008,19,19,-3.080344191,-1.191039345
578102,5781,1,1,70,21,2008,2592,21,2008,19,19,-0.113180799,-0.657342127
579301,5793,1,1,66,27,2008,2560,27,2008,19,19,-1.431920084,-0.705860056
579302,5793,1,1,68,25,2008,3200,25,2008,19,19,-0.772550442,0.264498522
579303,5793,1,1,70,24,2008,2880,24,2008,19,19,-0.113180799,-0.220680767
579304,5793,1,1,69,23,2008,3040,23,2008,19,19,-0.44286562,0.021908877
579601,5796,1,1,72,32,2008,2960,32,2008,19,19,0.546188844,-0.099385945
579901,5799,1,1,72,24,2008,2672,24,2008,19,19,0.546188844,-0.536047305
580101,5801,1,1,73,24,2006,4000,24,2006,19,19,0.875873665,1.477446744
580302,5803,1,1,64,26,2008,3296,26,2008,19,19,-2.091289727,0.410052308
580601,5806,1,1,70,28,2008,3600,28,2008,19,19,-0.113180799,0.870972633
580602,5806,1,1,71,23,2008,2560,23,2008,19,19,0.216504022,-0.705860056
580903,5809,1,1,66,19,2008,2400,19,2008,19,19,-1.431920084,-0.948449701
581302,5813,1,1,64,26,2008,2720,26,2008,19,19,-2.091289727,-0.463270412
581701,5817,1,1,69,20,2002,2400,20,2002,19,19,-0.44286562,-0.948449701
581801,5818,1,1,71,30,2008,3120,30,2008,19,19,0.216504022,0.1432037
581802,5818,1,1,71,27,2008,3472,27,2008,19,19,0.216504022,0.676900917
581901,5819,1,1,73,23,2008,2800,23,2008,19,19,0.875873665,-0.341975589
581902,5819,1,1,66,20,2008,2528,20,2008,19,19,-1.431920084,-0.754377985
582001,5820,1,1,72,22,2008,4480,22,2008,19,19,0.546188844,2.205215677
582003,5820,1,1,74,19,2008,2400,19,2008,19,19,1.205558486,-0.948449701
582701,5827,1,1,69,28,2008,2320,28,2008,19,19,-0.44286562,-1.069744523
582901,5829,1,1,69,28,2008,2816,28,2008,19,19,-0.44286562,-0.317716625
583302,5833,1,1,70,20,2004,2176,20,2004,19,19,-0.113180799,-1.288075203
583401,5834,1,1,70,25,2008,2320,25,2008,19,19,-0.113180799,-1.069744523
583601,5836,1,1,64,29,2006,2880,29,2006,19,19,-2.091289727,-0.220680767
583604,5836,1,1,66,21,2006,3200,21,2006,19,19,-1.431920084,0.264498522
583902,5839,1,1,71,24,2008,2960,24,2008,19,19,0.216504022,-0.099385945
584004,5840,1,1,64,24,2006,2400,24,2006,19,19,-2.091289727,-0.948449701
584101,5841,1,1,75,31,2008,4320,31,2008,19,19,1.535243307,1.962626033
584102,5841,1,1,71,27,2008,3600,27,2008,19,19,0.216504022,0.870972633
584401,5844,1,1,73,26,2008,3616,26,2008,19,19,0.875873665,0.895231597
584901,5849,1,1,72,32,2008,3360,32,2008,19,19,0.546188844,0.507088166
585201,5852,1,1,67,27,2008,2400,27,2008,19,19,-1.102235263,-0.948449701
585202,5852,1,1,67,23,2008,2320,23,2008,19,19,-1.102235263,-1.069744523
585501,5855,1,1,71,31,2008,3200,31,2008,19,19,0.216504022,0.264498522
585502,5855,1,1,66,30,2008,2688,30,2008,19,19,-1.431920084,-0.511788341
586103,5861,1,1,70,23,2008,2400,23,2008,19,19,-0.113180799,-0.948449701
586201,5862,1,1,70,25,2008,3168,25,2008,19,19,-0.113180799,0.215980593
586202,5862,1,1,71,23,2008,3680,23,2008,19,19,0.216504022,0.992267455
586801,5868,1,1,69,23,2008,2880,23,2008,19,19,-0.44286562,-0.220680767
587001,5870,1,1,69,25,2008,2720,25,2008,19,19,-0.44286562,-0.463270412
587002,5870,1,1,72,21,2008,4160,21,2008,19,19,0.546188844,1.720036388
587303,5873,1,1,68,19,2008,2400,19,2008,19,19,-0.772550442,-0.948449701
588302,5883,1,1,67,19,2008,2880,19,2008,19,19,-1.102235263,-0.220680767
588701,5887,2,1,72,28,2008,2720,28,2008,19,19,0.546188844,-0.463270412
588702,5887,2,1,68,21,2008,2400,21,2008,19,19,-0.772550442,-0.948449701
588802,5888,2,1,76,26,2008,4592,26,2008,19,19,1.864928129,2.375028429
588901,5889,2,1,76,26,2002,2960,26,2002,19,19,1.864928129,-0.099385945
589501,5895,2,1,69,25,2008,2640,25,2008,19,19,-0.44286562,-0.584565234
589701,5897,2,1,71,24,2008,2624,24,2008,19,19,0.216504022,-0.608824198
590601,5906,2,1,74,30,2006,2752,30,2006,19,19,1.205558486,-0.414752483
590602,5906,2,1,69,27,2008,3952,27,2008,19,19,-0.44286562,1.404669851
590603,5906,2,1,72,19,2008,3200,19,2008,19,19,0.546188844,0.264498522
590901,5909,2,1,76,25,2008,3168,25,2008,19,19,1.864928129,0.215980593
591302,5913,2,1,75,34,2008,2880,34,2008,19,19,1.535243307,-0.220680767
591601,5916,2,1,73,24,2008,3760,24,2008,19,19,0.875873665,1.113562277
591901,5919,2,1,68,31,2008,2400,31,2008,19,19,-0.772550442,-0.948449701
592602,5926,2,1,75,29,2008,3040,29,2008,19,19,1.535243307,0.021908877
592603,5926,2,1,68,25,2008,2800,25,2008,19,19,-0.772550442,-0.341975589
592701,5927,2,1,74,19,2006,3488,19,2006,19,19,1.205558486,0.701159882
593401,5934,2,1,68,23,2008,2000,23,2008,19,19,-0.772550442,-1.554923812
594701,5947,1,1,64,29,2008,2560,29,2008,19,19,-2.091289727,-0.705860056
594702,5947,1,1,71,27,2008,2848,27,2008,19,19,0.216504022,-0.269198696
594801,5948,1,1,70,30,2008,2640,30,2008,19,19,-0.113180799,-0.584565234
595101,5951,2,1,73,28,2008,2720,28,2008,19,19,0.875873665,-0.463270412
595102,5951,2,1,73,27,2008,3600,27,2008,19,19,0.875873665,0.870972633
595301,5953,2,1,69,21,1994,2848,21,1994,19,19,-0.44286562,-0.269198696
596501,5965,2,1,69,29,2006,2480,29,2006,19,19,-0.44286562,-0.827154878
596503,5965,2,1,67,25,2006,2880,25,2006,19,19,-1.102235263,-0.220680767
596504,5965,2,1,70,21,2006,2496,21,2006,19,19,-0.113180799,-0.802895914
597301,5973,2,1,69,28,2008,2208,28,2008,19,19,-0.44286562,-1.239557274
597602,5976,2,1,72,23,2008,6208,23,2008,19,19,0.546188844,4.825183838
598001,5980,2,1,72,24,2008,4960,24,2008,19,19,0.546188844,2.932984611
598301,5983,2,1,72,24,2008,3200,24,2008,19,19,0.546188844,0.264498522
598602,5986,2,1,68,19,2008,2400,19,2008,19,19,-0.772550442,-0.948449701
599901,5999,2,1,69,30,2008,3200,30,2008,19,19,-0.44286562,0.264498522
600301,6003,2,1,66,28,2008,2640,28,2008,19,19,-1.431920084,-0.584565234
600401,6004,2,1,72,28,2008,3120,28,2008,19,19,0.546188844,0.1432037
600501,6005,2,1,75,26,2008,2400,26,2008,19,19,1.535243307,-0.948449701
600702,6007,2,1,70,22,2008,3040,22,2008,19,19,-0.113180799,0.021908877
600703,6007,2,1,70,21,2008,2992,21,2008,19,19,-0.113180799,-0.050868016
601501,6015,2,1,69,29,2008,2496,29,2008,19,19,-0.44286562,-0.802895914
601902,6019,1,1,69,27,2008,3440,27,2008,19,19,-0.44286562,0.628382988
602401,6024,2,1,70,24,2000,2880,24,2000,19,19,-0.113180799,-0.220680767
603001,6030,2,1,72,27,2008,2960,27,2008,19,19,0.546188844,-0.099385945
603002,6030,2,1,67,26,2008,3456,26,2008,19,19,-1.102235263,0.652641953
603601,6036,2,1,67,25,2008,4864,25,2008,19,19,-1.102235263,2.787430824
603602,6036,2,1,70,19,2008,3840,19,2008,19,19,-0.113180799,1.2348571
604003,6040,2,1,71,23,2008,3104,23,2008,19,19,0.216504022,0.118944735
604606,6046,2,1,68,20,2008,2560,20,2008,19,19,-0.772550442,-0.705860056
604701,6047,2,1,64,33,2008,2496,33,2008,19,19,-2.091289727,-0.802895914
604704,6047,2,1,70,19,2008,2560,19,2008,19,19,-0.113180799,-0.705860056
604801,6048,2,1,76,34,2008,4560,34,2008,19,19,1.864928129,2.3265105
604802,6048,2,1,72,29,2008,3760,29,2008,19,19,0.546188844,1.113562277
604902,6049,2,1,66,19,2008,2400,19,2008,19,19,-1.431920084,-0.948449701
605301,6053,2,1,66,22,2008,2240,22,2008,19,19,-1.431920084,-1.191039345
605302,6053,2,1,69,20,2008,2320,20,2008,19,19,-0.44286562,-1.069744523
606601,6066,2,1,69,29,2008,2320,29,2008,19,19,-0.44286562,-1.069744523
606901,6069,2,1,71,34,2008,2992,34,2008,19,19,0.216504022,-0.050868016
606902,6069,2,1,71,31,2008,2880,31,2008,19,19,0.216504022,-0.220680767
607301,6073,2,1,73,34,2008,3680,34,2008,19,19,0.875873665,0.992267455
607401,6074,2,1,71,24,2008,3008,24,2008,19,19,0.216504022,-0.026609052
607402,6074,2,1,66,21,2008,2496,21,2008,19,19,-1.431920084,-0.802895914
607602,6076,2,1,74,25,2008,2704,25,2008,19,19,1.205558486,-0.487529376
608301,6083,2,1,62,19,2008,2160,19,2008,19,19,-2.75065937,-1.312334167
608404,6084,2,1,72,19,2008,2880,19,2008,19,19,0.546188844,-0.220680767
608803,6088,2,1,73,27,2008,3680,27,2008,19,19,0.875873665,0.992267455
610101,6101,2,1,70,29,2008,2800,29,2008,19,19,-0.113180799,-0.341975589
611401,6114,2,1,68,26,2008,3040,26,2008,19,19,-0.772550442,0.021908877
611801,6118,2,1,72,30,2008,4160,30,2008,19,19,0.546188844,1.720036388
611901,6119,2,1,75,29,2008,5120,29,2008,19,19,1.535243307,3.175574255
611904,6119,2,1,69,23,2008,2480,23,2008,19,19,-0.44286562,-0.827154878
612901,6129,2,1,70,29,2008,3280,29,2008,19,19,-0.113180799,0.385793344
613001,6130,2,1,70,22,2008,3248,22,2008,19,19,-0.113180799,0.337275415
613201,6132,2,1,69,21,2008,2352,21,2008,19,19,-0.44286562,-1.021226594
613401,6134,2,1,72,26,2006,2800,26,2006,19,19,0.546188844,-0.341975589
613402,6134,2,1,73,22,2008,2960,22,2008,19,19,0.875873665,-0.099385945
613403,6134,2,1,68,20,2008,2320,20,2008,19,19,-0.772550442,-1.069744523
616001,6160,2,1,71,26,2008,3520,26,2008,19,19,0.216504022,0.749677811
616101,6161,2,1,66,29,2008,2944,29,2008,19,19,-1.431920084,-0.123644909
616102,6161,2,1,70,25,2008,2080,25,2008,19,19,-0.113180799,-1.433628989
616802,6168,2,1,71,20,2008,2288,20,2008,19,19,0.216504022,-1.118262452
616903,6169,2,1,71,28,2008,2880,28,2008,19,19,0.216504022,-0.220680767
616904,6169,2,1,72,20,2004,2800,20,2004,19,19,0.546188844,-0.341975589
617401,6174,2,1,72,30,2008,4160,30,2008,19,19,0.546188844,1.720036388
617402,6174,2,1,69,23,2008,3680,23,2008,19,19,-0.44286562,0.992267455
617801,6178,2,1,65,30,2008,2560,30,2008,19,19,-1.761604906,-0.705860056
617803,6178,2,1,70,22,2008,3072,22,2008,19,19,-0.113180799,0.070426806
617901,6179,2,1,75,31,2008,2960,31,2008,19,19,1.535243307,-0.099385945
618101,6181,2,1,73,26,2008,4000,26,2008,19,19,0.875873665,1.477446744
619701,6197,2,1,73,33,2008,3360,33,2008,19,19,0.875873665,0.507088166
619702,6197,2,1,70,31,2008,3360,31,2008,19,19,-0.113180799,0.507088166
620202,6202,2,1,75,26,2008,4480,26,2008,19,19,1.535243307,2.205215677
620601,6206,2,1,69,27,2008,4160,27,2008,19,19,-0.44286562,1.720036388
620901,6209,2,1,73,33,2008,3600,33,2008,19,19,0.875873665,0.870972633
620902,6209,2,1,69,30,2008,2672,30,2008,19,19,-0.44286562,-0.536047305
621501,6215,2,1,67,20,2008,2320,20,2008,19,19,-1.102235263,-1.069744523
621701,6217,2,1,73,20,2008,2320,20,2008,19,19,0.875873665,-1.069744523
622002,6220,2,1,67,26,2008,2960,26,2008,19,19,-1.102235263,-0.099385945
622101,6221,2,1,70,27,2008,2640,27,2008,19,19,-0.113180799,-0.584565234
623101,6231,2,1,72,34,2008,3200,34,2008,19,19,0.546188844,0.264498522
623102,6231,2,1,73,33,2008,4720,33,2008,19,19,0.875873665,2.569100144
623202,6232,2,1,72,24,2008,2560,24,2008,19,19,0.546188844,-0.705860056
623302,6233,2,1,70,26,2008,3120,26,2008,19,19,-0.113180799,0.1432037
623303,6233,2,1,72,24,2008,2400,24,2008,19,19,0.546188844,-0.948449701
623401,6234,2,1,68,31,2008,2880,31,2008,19,19,-0.772550442,-0.220680767
623403,6234,2,1,68,28,2008,2400,28,2008,19,19,-0.772550442,-0.948449701
623501,6235,2,1,70,31,2008,2640,31,2008,19,19,-0.113180799,-0.584565234
623901,6239,2,1,74,23,2006,3840,23,2006,19,19,1.205558486,1.2348571
625501,6255,2,1,69,29,2008,2960,29,2008,19,19,-0.44286562,-0.099385945
625502,6255,2,1,73,22,2008,2992,22,2008,19,19,0.875873665,-0.050868016
625801,6258,2,1,72,19,1994,2672,19,1994,19,19,0.546188844,-0.536047305
625802,6258,2,1,69,30,2008,3360,30,2008,19,19,-0.44286562,0.507088166
625901,6259,2,1,66,29,2006,3088,29,2006,19,19,-1.431920084,0.094685771
626201,6262,2,1,67,23,2008,2640,23,2008,19,19,-1.102235263,-0.584565234
626301,6263,2,1,69,27,2004,2880,27,2004,19,19,-0.44286562,-0.220680767
626501,6265,2,1,71,22,2008,3392,22,2008,19,19,0.216504022,0.555606095
626802,6268,2,1,71,29,2008,2320,29,2008,19,19,0.216504022,-1.069744523
627401,6274,2,1,67,20,2008,4576,20,2008,19,19,-1.102235263,2.350769464
627402,6274,2,1,67,19,2008,4000,19,2008,19,19,-1.102235263,1.477446744
627802,6278,2,1,65,25,2008,2240,25,2008,19,19,-1.761604906,-1.191039345
628001,6280,2,1,68,35,2008,3040,35,2008,19,19,-0.772550442,0.021908877
628003,6280,2,1,69,32,2008,3120,32,2008,19,19,-0.44286562,0.1432037
628205,6282,2,1,70,22,2008,3120,22,2008,19,19,-0.113180799,0.1432037
628901,6289,2,1,67,24,2008,2064,24,2008,19,19,-1.102235263,-1.457887954
629102,6291,2,1,73,31,2008,3040,31,2008,19,19,0.875873665,0.021908877
629303,6293,2,1,77,23,2008,3200,23,2008,19,19,2.19461295,0.264498522
629401,6294,2,1,71,30,2008,4128,30,2008,19,19,0.216504022,1.67151846
629402,6294,2,1,71,26,2008,3840,26,2008,19,19,0.216504022,1.2348571
629403,6294,2,1,67,22,2008,2368,22,2008,19,19,-1.102235263,-0.996967629
629601,6296,2,1,72,27,2008,4880,27,2008,19,19,0.546188844,2.811689789
629603,6296,2,1,71,19,2008,3040,19,2008,19,19,0.216504022,0.021908877
629703,6297,2,1,70,24,2008,3120,24,2008,19,19,-0.113180799,0.1432037
629704,6297,2,1,63,20,2006,4800,20,2006,19,19,-2.420974548,2.690394966
629901,6299,2,1,68,22,2008,4320,22,2008,19,19,-0.772550442,1.962626033
631001,6310,2,1,66,32,2008,3440,32,2008,19,19,-1.431920084,0.628382988
631002,6310,2,1,69,29,2008,2528,29,2008,19,19,-0.44286562,-0.754377985
631005,6310,2,1,66,26,2008,3264,26,2008,19,19,-1.431920084,0.36153438
631301,6313,2,1,72,30,2008,3920,30,2008,19,19,0.546188844,1.356151922
631501,6315,2,1,63,30,2008,2160,30,2008,19,19,-2.420974548,-1.312334167
631503,6315,2,1,74,27,2008,2816,27,2008,19,19,1.205558486,-0.317716625
631802,6318,2,1,76,19,2008,3120,19,2008,19,19,1.864928129,0.1432037
632001,6320,2,1,63,22,2000,2320,22,2000,19,19,-2.420974548,-1.069744523
632202,6322,2,1,74,28,2008,3520,28,2008,19,19,1.205558486,0.749677811
632705,6327,2,1,74,23,2008,2960,23,2008,19,19,1.205558486,-0.099385945
632706,6327,2,1,71,21,2008,2880,21,2008,19,19,0.216504022,-0.220680767
633401,6334,2,1,67,21,2008,2720,21,2008,19,19,-1.102235263,-0.463270412
633501,6335,2,1,71,24,2006,2400,24,2006,19,19,0.216504022,-0.948449701
633502,6335,2,1,74,20,2004,3760,20,2004,19,19,1.205558486,1.113562277
633601,6336,2,1,66,28,2008,2080,28,2008,19,19,-1.431920084,-1.433628989
633701,6337,2,1,67,26,2002,4640,26,2002,19,19,-1.102235263,2.447805322
634202,6342,2,1,73,19,2008,4016,19,2008,19,19,0.875873665,1.501705708
634402,6344,2,1,66,26,2008,3168,26,2008,19,19,-1.431920084,0.215980593
634403,6344,2,1,71,25,2008,3920,25,2008,19,19,0.216504022,1.356151922
634501,6345,2,1,76,33,2008,3200,33,2008,19,19,1.864928129,0.264498522
634502,6345,2,1,72,31,2008,2720,31,2008,19,19,0.546188844,-0.463270412
635301,6353,2,1,62,28,2006,2640,28,2006,19,19,-2.75065937,-0.584565234
636302,6363,2,1,71,30,2008,3520,30,2008,19,19,0.216504022,0.749677811
636303,6363,2,1,72,26,2008,2880,26,2008,19,19,0.546188844,-0.220680767
636401,6364,2,1,75,21,2008,3024,21,2008,19,19,1.535243307,-0.002350087
636402,6364,2,1,73,19,2008,2960,19,2008,19,19,0.875873665,-0.099385945
636501,6365,2,1,74,25,2008,2880,25,2008,19,19,1.205558486,-0.220680767
636502,6365,2,1,70,23,2008,2288,23,2008,19,19,-0.113180799,-1.118262452
636503,6365,2,1,74,22,2008,3520,22,2008,19,19,1.205558486,0.749677811
636601,6366,2,1,70,25,2008,3120,25,2008,19,19,-0.113180799,0.1432037
636802,6368,2,1,70,24,2008,2672,24,2008,19,19,-0.113180799,-0.536047305
636901,6369,2,1,74,31,2008,2880,31,2008,19,19,1.205558486,-0.220680767
637101,6371,2,1,71,29,2008,2320,29,2008,19,19,0.216504022,-1.069744523
637201,6372,2,1,71,23,2002,2928,23,2002,19,19,0.216504022,-0.147903874
637502,6375,2,1,67,28,2008,2320,28,2008,19,19,-1.102235263,-1.069744523
637701,6377,2,1,75,22,2008,2400,22,2008,19,19,1.535243307,-0.948449701
638001,6380,2,1,68,25,2002,2288,25,2002,19,19,-0.772550442,-1.118262452
638201,6382,2,1,76,30,2008,4048,30,2008,19,19,1.864928129,1.550223637
638202,6382,2,1,75,24,2008,2720,24,2008,19,19,1.535243307,-0.463270412
638301,6383,2,1,69,33,2008,2400,33,2008,19,19,-0.44286562,-0.948449701
638302,6383,2,1,72,20,1996,2960,20,1996,19,19,0.546188844,-0.099385945
638701,6387,2,1,69,27,2008,2640,27,2008,19,19,-0.44286562,-0.584565234
638902,6389,2,1,76,26,2008,4640,26,2008,19,19,1.864928129,2.447805322
639301,6393,2,1,69,25,2008,3040,25,2008,19,19,-0.44286562,0.021908877
639302,6393,2,1,69,23,2008,2400,23,2008,19,19,-0.44286562,-0.948449701
639401,6394,2,1,72,27,2008,3824,27,2008,19,19,0.546188844,1.210598135
639403,6394,2,1,71,20,2008,2992,20,2008,19,19,0.216504022,-0.050868016
639404,6394,2,1,74,19,2008,2480,19,2008,19,19,1.205558486,-0.827154878
639602,6396,2,1,68,21,2008,2240,21,2008,19,19,-0.772550442,-1.191039345
640002,6400,2,1,69,27,2008,2880,27,2008,19,19,-0.44286562,-0.220680767
640501,6405,2,1,74,27,2008,3280,27,2008,19,19,1.205558486,0.385793344
640701,6407,2,1,68,26,2008,3760,26,2008,19,19,-0.772550442,1.113562277
641001,6410,2,1,69,27,2008,3360,27,2008,19,19,-0.44286562,0.507088166
641301,6413,2,1,67,31,2008,3360,31,2008,19,19,-1.102235263,0.507088166
641403,6414,2,1,63,25,2008,2000,25,2008,19,19,-2.420974548,-1.554923812
641602,6416,2,1,77,26,2008,6080,26,2008,19,19,2.19461295,4.631112122
642601,6426,2,1,77,28,2008,3520,28,2008,19,19,2.19461295,0.749677811
642602,6426,2,1,69,23,2008,3824,23,2008,19,19,-0.44286562,1.210598135
642702,6427,2,1,64,23,2008,2448,23,2008,19,19,-2.091289727,-0.875672807
642801,6428,2,1,69,25,2008,3520,25,2008,19,19,-0.44286562,0.749677811
642902,6429,2,1,66,23,2008,2560,23,2008,19,19,-1.431920084,-0.705860056
642903,6429,2,1,67,23,2008,2400,23,2008,19,19,-1.102235263,-0.948449701
643401,6434,2,1,66,31,2006,2400,31,2006,19,19,-1.431920084,-0.948449701
643402,6434,2,1,67,24,2008,2400,24,2008,19,19,-1.102235263,-0.948449701
644201,6442,2,1,72,22,2008,3680,22,2008,19,19,0.546188844,0.992267455
644202,6442,2,1,69,21,2008,3712,21,2008,19,19,-0.44286562,1.040785384
644502,6445,2,1,71,23,2008,4400,23,2008,19,19,0.216504022,2.083920855
644503,6445,2,1,67,20,2008,2672,20,2008,19,19,-1.102235263,-0.536047305
644804,6448,2,1,66,23,2008,2240,23,2008,19,19,-1.431920084,-1.191039345
644805,6448,2,1,72,21,2008,2240,21,2008,19,19,0.546188844,-1.191039345
645001,6450,2,1,71,27,2008,5280,27,2008,19,19,0.216504022,3.4181639
645502,6455,2,1,71,21,2008,3200,21,2008,19,19,0.216504022,0.264498522
645701,6457,2,1,69,20,2008,2160,20,2008,19,19,-0.44286562,-1.312334167
647202,6472,2,1,71,19,2008,2800,19,2008,19,19,0.216504022,-0.341975589
648101,6481,2,1,71,22,2004,2240,22,2004,19,19,0.216504022,-1.191039345
648201,6482,2,1,73,29,2008,5600,29,2008,19,19,0.875873665,3.903343189
648202,6482,2,1,73,28,2008,3520,28,2008,19,19,0.875873665,0.749677811
648204,6482,2,1,67,19,2008,2384,19,2008,19,19,-1.102235263,-0.972708665
648501,6485,2,1,71,20,2008,2560,20,2008,19,19,0.216504022,-0.705860056
648602,6486,2,1,73,23,2008,2880,23,2008,19,19,0.875873665,-0.220680767
651302,6513,2,1,73,19,2008,2880,19,2008,19,19,0.875873665,-0.220680767
651604,6516,2,1,68,25,2008,2496,25,2008,19,19,-0.772550442,-0.802895914
651605,6516,2,1,71,23,2008,2560,23,2008,19,19,0.216504022,-0.705860056
655501,6555,2,1,76,24,2008,4240,24,2008,19,19,1.864928129,1.841331211
657501,6575,2,1,76,27,2008,2640,27,2008,19,19,1.864928129,-0.584565234
658702,6587,2,1,66,30,2008,2240,30,2008,19,19,-1.431920084,-1.191039345
658704,6587,2,1,69,24,2008,3040,24,2008,19,19,-0.44286562,0.021908877
660201,6602,2,1,70,27,2008,2560,27,2008,19,19,-0.113180799,-0.705860056
660203,6602,2,1,68,21,2008,2400,21,2008,19,19,-0.772550442,-0.948449701
660402,6604,2,1,71,24,2008,2400,24,2008,19,19,0.216504022,-0.948449701
660601,6606,2,1,69,31,2008,3440,31,2008,19,19,-0.44286562,0.628382988
660603,6606,2,1,70,26,2008,2640,26,2008,19,19,-0.113180799,-0.584565234
664301,6643,1,1,69,29,2002,3040,29,2002,19,19,-0.44286562,0.021908877
664302,6643,1,1,71,32,2006,2800,32,2006,19,19,0.216504022,-0.341975589
664501,6645,2,1,76,19,2008,2800,19,2008,19,19,1.864928129,-0.341975589
665802,6658,1,1,72,22,2008,3680,22,2008,19,19,0.546188844,0.992267455
666201,6662,1,1,77,21,2008,2400,21,2008,19,19,2.19461295,-0.948449701
667102,6671,2,1,69,22,2008,2400,22,2008,19,19,-0.44286562,-0.948449701
667402,6674,1,1,69,25,2008,2688,25,2008,19,19,-0.44286562,-0.511788341
667501,6675,1,1,71,25,2008,3600,25,2008,19,19,0.216504022,0.870972633
667601,6676,1,1,64,29,2008,2640,29,2008,19,19,-2.091289727,-0.584565234
667602,6676,1,1,67,26,2008,2640,26,2008,19,19,-1.102235263,-0.584565234
667603,6676,1,1,66,23,2008,2864,23,2008,19,19,-1.431920084,-0.244939732
669401,6694,1,1,71,30,2008,2240,30,2008,19,19,0.216504022,-1.191039345
670401,6704,1,1,70,27,2008,3344,27,2008,19,19,-0.113180799,0.482829202
671101,6711,1,1,67,26,2008,3360,26,2008,19,19,-1.102235263,0.507088166
671102,6711,1,1,66,19,2008,2112,19,2008,19,19,-1.431920084,-1.385111061
672201,6722,2,1,73,31,2008,2880,31,2008,19,19,0.875873665,-0.220680767
673001,6730,2,1,74,19,2002,2880,19,2002,19,19,1.205558486,-0.220680767
673402,6734,2,1,77,21,2008,3840,21,2008,19,19,2.19461295,1.2348571
674201,6742,1,1,66,23,2008,2288,23,2008,19,19,-1.431920084,-1.118262452
674203,6742,1,1,68,19,2008,2560,19,2008,19,19,-0.772550442,-0.705860056
