"","Subject2Tag","Subject1Tag","R","MultipleBirth","Race_1","Gender_1","HtSt19to25_1","AgeHt_1","Bmi_1","Afi_1","Afm_1","Afd_1","MathStd_1","ReadRecStd_1","Race_2","Gender_2","HtSt19to25_2","AgeHt_2","Bmi_2","Afi_2","Afm_2","Afd_2","MathStd_2","ReadRecStd_2"
"4706",529905,529904,0.5,0,3,1,NA,NA,NA,NA,NA,NA,65,65,3,1,NA,NA,NA,NA,NA,NA,123,135
"4707",530102,530101,0.5,0,3,2,-1.227899017,23,20.02633701,16,12,NA,98,115,3,2,NA,18,26.44987907,NA,12,13,120,114
"4708",530502,530501,0.5,0,3,1,0.542276012,20,20.34143519,NA,NA,14,96,103,3,1,NA,16,21.69753086,NA,NA,13,105,102
"4709",530802,530801,0.5,0,3,2,-0.184822883,23,30.89355469,18,14,14,99,89,3,2,-0.532514927,20,44.28067523,NA,14,16,97,101
"4710",530902,530901,0.5,0,3,1,NA,17,21.41041798,NA,NA,NA,NA,NA,3,1,NA,14,21.25472411,NA,NA,NA,NA,NA
"4711",530903,530901,0.5,0,3,1,NA,17,21.41041798,NA,NA,NA,NA,NA,3,2,-0.184822883,23,34.32617188,NA,13,15,NA,NA
"4712",530903,530902,0.5,0,3,1,NA,14,21.25472411,NA,NA,NA,NA,NA,3,2,-0.184822883,23,34.32617188,NA,13,15,NA,NA
"4713",531002,531001,0.5,0,3,1,NA,17,23.7075977,15,NA,12,114,65,3,1,NA,15,24.53326531,NA,NA,15,128,121
"4714",531102,531101,0.25,0,3,1,-0.764638203,33,22.34883218,12,NA,15,102,98,3,1,0.215547459,24,25.10216227,15,NA,11,95,97
"4715",531103,531101,0.25,0,3,1,-0.764638203,33,22.34883218,12,NA,15,102,98,3,1,-0.111181095,23,25.10714286,19,NA,12,93,90
"4716",531103,531102,0.5,0,3,1,0.215547459,24,25.10216227,15,NA,11,95,97,3,1,-0.111181095,23,25.10714286,19,NA,12,93,90
"4717",531402,531401,0.5,0,3,1,NA,18,21.87111111,17,NA,12,116,115,3,1,NA,16,24.68912591,NA,NA,10,107,126
"4718",531403,531401,0.5,0,3,1,NA,18,21.87111111,17,NA,12,116,115,3,1,NA,14,16.68918919,NA,NA,12,113,102
"4719",531403,531402,0.5,0,3,1,NA,16,24.68912591,NA,NA,10,107,126,3,1,NA,14,16.68918919,NA,NA,12,113,102
"4720",531404,531401,0.5,0,3,1,NA,18,21.87111111,17,NA,12,116,115,3,1,NA,NA,21.84528926,NA,NA,NA,116,91
"4721",531404,531402,0.5,0,3,1,NA,16,24.68912591,NA,NA,10,107,126,3,1,NA,NA,21.84528926,NA,NA,NA,116,91
"4722",531404,531403,0.5,0,3,1,NA,14,16.68918919,NA,NA,12,113,102,3,1,NA,NA,21.84528926,NA,NA,NA,116,91
"4723",531502,531501,0.5,0,3,1,0.542276012,24,24.40972222,17,NA,15,116,113,3,2,0.858253252,22,18.79260414,16,12,11,102,131
"4724",531503,531501,0.5,0,3,1,0.542276012,24,24.40972222,17,NA,15,116,113,3,1,0.869004566,20,20.44755114,17,NA,14,111,119
"4725",531503,531502,0.5,0,3,2,0.858253252,22,18.79260414,16,12,11,102,131,3,1,0.869004566,20,20.44755114,17,NA,14,111,119
"4726",531702,531701,0.5,0,3,1,0.542276012,22,22.64679784,17,NA,12,111,104,3,1,1.522461674,20,31.24444444,14,NA,11,108,112
"4727",531703,531701,0.25,0,3,1,0.542276012,22,22.64679784,17,NA,12,111,104,3,2,NA,NA,17.93367347,NA,NA,NA,105,84
"4728",531703,531702,0.25,0,3,1,1.522461674,20,31.24444444,14,NA,11,108,112,3,2,NA,NA,17.93367347,NA,NA,NA,105,84
"4729",531704,531701,0.25,0,3,1,0.542276012,22,22.64679784,17,NA,12,111,104,3,2,NA,NA,23.2748309,NA,NA,NA,92,113
"4730",531704,531702,0.25,0,3,1,1.522461674,20,31.24444444,14,NA,11,108,112,3,2,NA,NA,23.2748309,NA,NA,NA,92,113
"4731",531704,531703,0.5,0,3,2,NA,NA,17.93367347,NA,NA,NA,105,84,3,2,NA,NA,23.2748309,NA,NA,NA,92,113
"4732",532502,532501,0.5,0,3,2,0.162869162,28,19.36639119,16,13,13,98,106,3,2,-0.880206972,27,36.57648283,19,15,18,65,87
"4733",532503,532501,0.5,0,3,2,0.162869162,28,19.36639119,16,13,13,98,106,3,2,-0.184822883,25,20.59570313,15,12,15,90,135
"4734",532503,532502,0.5,0,3,2,-0.880206972,27,36.57648283,19,15,18,65,87,3,2,-0.184822883,25,20.59570313,15,12,15,90,135
"4735",532602,532601,0.5,0,3,1,NA,16,20.98025712,NA,NA,12,101,100,3,1,NA,NA,18.80452675,NA,NA,NA,123,135
"4736",532702,532701,0.5,0,3,2,-0.184822883,22,24.02832031,20,13,16,106,108,3,2,0.162869162,20,28.28639053,NA,12,17,114,112
"4737",532703,532701,0.5,0,3,2,-0.184822883,22,24.02832031,20,13,16,106,108,3,2,NA,16,20.98507463,NA,11,14,107,107
"4738",532703,532702,0.5,0,3,2,0.162869162,20,28.28639053,NA,12,17,114,112,3,2,NA,16,20.98507463,NA,11,14,107,107
"4739",532802,532801,0.25,0,3,2,0.510561207,23,24.20798898,17,12,14,91,99,3,1,-1.091366757,19,25.52662063,NA,NA,14,85,65
"4740",532803,532801,0.25,0,3,2,0.510561207,23,24.20798898,17,12,14,91,99,3,2,NA,16,21.72668638,NA,11,12,100,95
"4741",532803,532802,0.5,0,3,1,-1.091366757,19,25.52662063,NA,NA,14,85,65,3,2,NA,16,21.72668638,NA,11,12,100,95
"4742",533002,533001,0.5,0,3,2,-0.184822883,20,28.3190918,NA,13,NA,115,107,3,1,NA,18,20.08571429,NA,NA,15,103,89
"4743",533003,533001,0.5,0,3,2,-0.184822883,20,28.3190918,NA,13,NA,115,107,3,1,NA,16,22.95510204,NA,NA,NA,120,77
"4744",533003,533002,0.5,0,3,1,NA,18,20.08571429,NA,NA,15,103,89,3,1,NA,16,22.95510204,NA,NA,NA,120,77
"4745",533202,533201,0.5,0,3,2,-0.532514927,28,31.88208617,NA,12,17,84,95,3,1,-0.437909649,24,22.88699853,NA,NA,15,78,82
"4746",533203,533201,0.5,0,3,2,-0.532514927,28,31.88208617,NA,12,17,84,95,3,2,-0.184822883,23,21.45385742,NA,12,15,91,93
"4747",533203,533202,0.5,0,3,1,-0.437909649,24,22.88699853,NA,NA,15,78,82,3,2,-0.184822883,23,21.45385742,NA,12,15,91,93
"4748",533204,533201,0.5,0,3,2,-0.532514927,28,31.88208617,NA,12,17,84,95,3,2,-0.880206972,21,23.77471384,NA,11,15,114,102
"4749",533204,533203,0.5,0,3,2,-0.184822883,23,21.45385742,NA,12,15,91,93,3,2,-0.880206972,21,23.77471384,NA,11,15,114,102
"4750",533204,533202,0.5,0,3,1,-0.437909649,24,22.88699853,NA,NA,15,78,82,3,2,-0.880206972,21,23.77471384,NA,11,15,114,102
"4751",533205,533202,0.5,0,3,1,-0.437909649,24,22.88699853,NA,NA,15,78,82,3,2,-0.184822883,19,24.02832031,NA,11,14,100,106
"4752",533205,533201,0.5,0,3,2,-0.532514927,28,31.88208617,NA,12,17,84,95,3,2,-0.184822883,19,24.02832031,NA,11,14,100,106
"4753",533205,533203,0.5,0,3,2,-0.184822883,23,21.45385742,NA,12,15,91,93,3,2,-0.184822883,19,24.02832031,NA,11,14,100,106
"4754",533205,533204,0.5,0,3,2,-0.880206972,21,23.77471384,NA,11,15,114,102,3,2,-0.184822883,19,24.02832031,NA,11,14,100,106
"4755",533302,533301,0.5,0,3,2,-0.532514927,29,22.46272189,19,16,18,94,116,3,1,0.869004566,26,32.05648339,16,NA,14,95,89
"4756",533303,533301,0.5,0,3,2,-0.532514927,29,22.46272189,19,16,18,94,116,3,1,0.542276012,22,21.69753086,17,NA,12,117,122
"4757",533303,533302,0.5,0,3,1,0.869004566,26,32.05648339,16,NA,14,95,89,3,1,0.542276012,22,21.69753086,17,NA,12,117,122
"4758",533802,533801,0.5,0,3,2,0.510561207,24,20.98025712,13,13,15,86,84,3,2,0.162869162,19,21.63076923,13,13,13,97,89
"4759",533803,533801,0.5,0,3,2,0.510561207,24,20.98025712,13,13,15,86,84,3,1,-1.091366757,20,17.2265538,15,NA,13,75,88
"4760",533803,533802,0.5,0,3,2,0.162869162,19,21.63076923,13,13,13,97,89,3,1,-1.091366757,20,17.2265538,15,NA,13,75,88
"4761",533902,533901,0.25,0,3,2,-1.575591062,32,29.29166667,14,13,14,85,105,3,1,-1.091366757,26,22.04476644,17,NA,14,116,110
"4762",534102,534101,0.5,0,3,1,0.869004566,22,25.72433853,NA,NA,NA,118,118,3,2,-0.532514927,20,22.14033762,NA,NA,NA,65,65
"4763",534103,534101,0.5,0,3,1,0.869004566,22,25.72433853,NA,NA,NA,118,118,3,1,NA,NA,15.62222222,NA,NA,NA,135,118
"4764",534103,534102,0.5,0,3,2,-0.532514927,20,22.14033762,NA,NA,NA,65,65,3,1,NA,NA,15.62222222,NA,NA,NA,135,118
"4765",534902,534901,0.5,0,3,1,-0.437909649,25,21.41041798,19,NA,14,106,111,3,2,0.162869162,19,18.30295858,15,13,15,102,105
"4766",534903,534901,0.5,0,3,1,-0.437909649,25,21.41041798,19,NA,14,106,111,3,1,NA,15,18.00957897,NA,NA,14,126,112
"4767",534903,534902,0.5,0,3,2,0.162869162,19,18.30295858,15,13,15,102,105,3,1,NA,15,18.00957897,NA,NA,14,126,112
"4768",535302,535301,0.5,0,3,2,NA,NA,NA,NA,9,NA,122,116,3,2,NA,NA,NA,NA,NA,NA,93,98
"4769",536002,536001,0.5,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1.205945297,27,41.04887543,14,11,14,108,126
"4770",536003,536001,0.25,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-0.111181095,24,23.67244898,17,NA,17,102,104
"4771",536003,536002,0.5,0,3,2,1.205945297,27,41.04887543,14,11,14,108,126,3,1,-0.111181095,24,23.67244898,17,NA,17,102,104
"4772",536902,536901,0.5,0,3,1,2.175918782,25,35.57092258,19,NA,15,97,128,3,2,1.205945297,20,23.56509516,NA,12,15,110,123
"4773",537002,537001,0.5,0,3,1,1.19573312,21,23.10810811,18,NA,15,87,90,3,1,NA,17,23.12088889,16,NA,14,97,103
"4774",537202,537201,0.5,0,3,2,1.205945297,22,25.08542388,NA,15,14,118,126,3,1,0.869004566,19,25.0647401,NA,NA,13,98,111
"4775",537302,537301,0.5,0,3,2,1.205945297,20,22.8049308,NA,15,15,107,107,3,1,NA,18,23.12088889,NA,NA,12,117,135
"4776",537303,537301,0.5,0,3,2,1.205945297,20,22.8049308,NA,15,15,107,107,3,1,NA,NA,19.4834971,NA,NA,NA,125,135
"4777",537303,537302,0.5,0,3,1,NA,18,23.12088889,NA,NA,12,117,135,3,1,NA,NA,19.4834971,NA,NA,NA,125,135
"4778",537304,537301,0.5,0,3,2,1.205945297,20,22.8049308,NA,15,15,107,107,3,2,NA,NA,NA,NA,NA,NA,135,135
"4779",537304,537302,0.5,0,3,1,NA,18,23.12088889,NA,NA,12,117,135,3,2,NA,NA,NA,NA,NA,NA,135,135
"4780",537304,537303,0.5,0,3,1,NA,NA,19.4834971,NA,NA,NA,125,135,3,2,NA,NA,NA,NA,NA,NA,135,135
"4781",537402,537401,0.5,0,3,1,-0.764638203,22,22.04476644,16,NA,13,120,107,3,2,NA,17,22.59412305,14,12,14,94,98
"4782",537403,537401,0.5,0,3,1,-0.764638203,22,22.04476644,16,NA,13,120,107,3,1,NA,NA,NA,NA,NA,NA,110,100
"4783",537403,537402,0.5,0,3,2,NA,17,22.59412305,14,12,14,94,98,3,1,NA,NA,NA,NA,NA,NA,110,100
"4784",537602,537601,0.25,0,3,2,-0.532514927,26,28.33963215,14,11,13,98,101,3,2,NA,18,26.62285587,17,12,16,99,131
"4785",537802,537801,0.5,0,3,2,NA,15,20.35865449,15,13,15,104,116,3,1,NA,14,NA,NA,NA,NA,101,98
"4786",538002,538001,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"4787",538102,538101,0.25,0,3,1,0.215547459,20,25.79944456,NA,NA,NA,116,121,3,2,NA,18,19.57562932,16,13,13,118,123
"4788",538502,538501,0.5,0,3,1,NA,18,18.24394464,NA,NA,11,93,112,3,2,NA,15,16.72361592,NA,13,11,110,135
"4789",538503,538501,0.5,0,3,1,NA,18,18.24394464,NA,NA,11,93,112,3,2,NA,NA,16.30627219,NA,12,NA,95,105
"4790",538503,538502,0.5,0,3,2,NA,15,16.72361592,NA,13,11,110,135,3,2,NA,NA,16.30627219,NA,12,NA,95,105
"4791",538504,538501,0.5,0,3,1,NA,18,18.24394464,NA,NA,11,93,112,3,1,NA,NA,NA,NA,NA,NA,102,119
"4792",538504,538502,0.5,0,3,2,NA,15,16.72361592,NA,13,11,110,135,3,1,NA,NA,NA,NA,NA,NA,102,119
"4793",538504,538503,0.5,0,3,2,NA,NA,16.30627219,NA,12,NA,95,105,3,1,NA,NA,NA,NA,NA,NA,102,119
"4794",538702,538701,0.25,0,3,2,1.901329387,19,21.52040816,NA,14,13,89,98,3,2,NA,NA,20.13325444,NA,10,NA,92,96
"4795",538703,538701,0.25,0,3,2,1.901329387,19,21.52040816,NA,14,13,89,98,3,2,NA,NA,NA,NA,NA,NA,118,92
"4796",538703,538702,0.5,0,3,2,NA,NA,20.13325444,NA,10,NA,92,96,3,2,NA,NA,NA,NA,NA,NA,118,92
"4797",538704,538701,0.25,0,3,2,1.901329387,19,21.52040816,NA,14,13,89,98,3,1,NA,NA,NA,NA,NA,NA,110,108
"4798",538704,538703,0.5,0,3,2,NA,NA,NA,NA,NA,NA,118,92,3,1,NA,NA,NA,NA,NA,NA,110,108
"4799",538704,538702,0.5,0,3,2,NA,NA,20.13325444,NA,10,NA,92,96,3,1,NA,NA,NA,NA,NA,NA,110,108
"4800",538705,538702,0.5,0,3,2,NA,NA,20.13325444,NA,10,NA,92,96,3,1,NA,NA,NA,NA,NA,NA,115,103
"4801",538705,538701,0.25,0,3,2,1.901329387,19,21.52040816,NA,14,13,89,98,3,1,NA,NA,NA,NA,NA,NA,115,103
"4802",538705,538703,0.5,0,3,2,NA,NA,NA,NA,NA,NA,118,92,3,1,NA,NA,NA,NA,NA,NA,115,103
"4803",538705,538704,0.5,0,3,1,NA,NA,NA,NA,NA,NA,110,108,3,1,NA,NA,NA,NA,NA,NA,115,103
"4804",538802,538801,0.5,0,3,1,NA,14,17.2265538,NA,NA,NA,114,131,3,2,NA,9,NA,NA,NA,NA,89,135
"4805",538803,538801,0.5,0,3,1,NA,14,17.2265538,NA,NA,NA,114,131,3,1,NA,NA,NA,NA,NA,NA,97,135
"4806",538803,538802,0.5,0,3,2,NA,9,NA,NA,NA,NA,89,135,3,1,NA,NA,NA,NA,NA,NA,97,135
"4807",538902,538901,0.5,0,3,2,-0.532514927,21,21.25472411,19,14,13,116,122,3,2,NA,18,21.03147763,18,14,13,128,135
"4808",539102,539101,0.5,0,3,1,1.849190228,28,23.73355263,18,NA,16,110,106,3,1,0.869004566,26,28.36273222,18,NA,17,105,95
"4809",539103,539101,0.5,0,3,1,1.849190228,28,23.73355263,18,NA,16,110,106,3,1,1.19573312,23,23.10810811,18,NA,13,114,105
"4810",539103,539102,0.5,0,3,1,0.869004566,26,28.36273222,18,NA,17,105,95,3,1,1.19573312,23,23.10810811,18,NA,13,114,105
"4811",539104,539101,0.5,0,3,1,1.849190228,28,23.73355263,18,NA,16,110,106,3,1,1.19573312,21,22.46621622,16,NA,12,92,92
"4812",539104,539102,0.5,0,3,1,0.869004566,26,28.36273222,18,NA,17,105,95,3,1,1.19573312,21,22.46621622,16,NA,12,92,92
"4813",539104,539103,0.5,0,3,1,1.19573312,23,23.10810811,18,NA,13,114,105,3,1,1.19573312,21,22.46621622,16,NA,12,92,92
"4814",539702,539701,0.5,0,3,1,0.542276012,25,28.47800926,18,NA,15,110,108,3,2,1.205945297,23,19.76427336,NA,13,15,102,114
"4815",539703,539701,0.5,0,3,1,0.542276012,25,28.47800926,18,NA,15,110,108,3,1,0.542276012,20,21.69753086,15,NA,NA,100,131
"4816",539703,539702,0.5,0,3,2,1.205945297,23,19.76427336,NA,13,15,102,114,3,1,0.542276012,20,21.69753086,15,NA,NA,100,131
"4817",540602,540601,0.5,0,3,1,1.849190228,30,26.24533333,17,NA,17,110,103,3,1,0.542276012,29,27.12191358,16,NA,16,102,97
"4818",540603,540601,0.5,0,3,1,1.849190228,30,26.24533333,17,NA,17,110,103,3,1,0.215547459,25,31.37770284,18,NA,10,86,92
"4819",540603,540602,0.5,0,3,1,0.542276012,29,27.12191358,16,NA,16,102,97,3,1,0.215547459,25,31.37770284,18,NA,10,86,92
"4820",540604,540601,0.5,0,3,1,1.849190228,30,26.24533333,17,NA,17,110,103,3,2,1.205945297,24,22.8049308,17,13,15,97,102
"4821",540604,540603,0.5,0,3,1,0.215547459,25,31.37770284,18,NA,10,86,92,3,2,1.205945297,24,22.8049308,17,13,15,97,102
"4822",540604,540602,0.5,0,3,1,0.542276012,29,27.12191358,16,NA,16,102,97,3,2,1.205945297,24,22.8049308,17,13,15,97,102
"4823",540605,540602,0.5,0,3,1,0.542276012,29,27.12191358,16,NA,16,102,97,3,2,0.858253252,21,24.27378035,15,10,15,101,109
"4824",540605,540601,0.5,0,3,1,1.849190228,30,26.24533333,17,NA,17,110,103,3,2,0.858253252,21,24.27378035,15,10,15,101,109
"4825",540605,540603,0.5,0,3,1,0.215547459,25,31.37770284,18,NA,10,86,92,3,2,0.858253252,21,24.27378035,15,10,15,101,109
"4826",540605,540604,0.5,0,3,2,1.205945297,24,22.8049308,17,13,15,97,102,3,2,0.858253252,21,24.27378035,15,10,15,101,109
"4827",540802,540801,0.5,0,3,1,0.215547459,22,22.31303313,17,NA,NA,122,120,3,1,-0.437909649,19,19.93383743,16,NA,12,98,98
"4828",540902,540901,0.5,0,3,1,-0.111181095,29,25.39408163,17,NA,15,103,105,3,1,1.522461674,25,26.24533333,17,NA,14,109,98
"4829",540903,540901,0.5,0,3,1,-0.111181095,29,25.39408163,17,NA,15,103,105,3,1,NA,18,21.01948303,12,NA,13,114,99
"4830",540903,540902,0.5,0,3,1,1.522461674,25,26.24533333,17,NA,14,109,98,3,1,NA,18,21.01948303,12,NA,13,114,99
"4831",542102,542101,0.5,0,3,1,0.215547459,26,26.49672684,18,NA,16,106,107,3,1,0.542276012,25,25.7658179,16,NA,16,108,105
"4832",542103,542101,0.5,0,3,1,0.215547459,26,26.49672684,18,NA,16,106,107,3,2,-0.532514927,22,22.14033762,NA,12,15,108,100
"4833",542103,542102,0.5,0,3,1,0.542276012,25,25.7658179,16,NA,16,108,105,3,2,-0.532514927,22,22.14033762,NA,12,15,108,100
"4834",542104,542101,0.5,0,3,1,0.215547459,26,26.49672684,18,NA,16,106,107,3,2,-0.532514927,20,21.25472411,NA,12,13,117,108
"4835",542104,542102,0.5,0,3,1,0.542276012,25,25.7658179,16,NA,16,108,105,3,2,-0.532514927,20,21.25472411,NA,12,13,117,108
"4836",542104,542103,0.5,0,3,2,-0.532514927,22,22.14033762,NA,12,15,108,100,3,2,-0.532514927,20,21.25472411,NA,12,13,117,108
"4837",542202,542201,0.5,0,3,2,-0.184822883,30,25.45775148,20,12,17,105,105,3,1,-0.111181095,27,22.95510204,18,NA,16,116,109
"4838",542402,542401,0.5,0,3,1,1.849190228,22,26.77631579,20,NA,13,116,103,3,1,1.19573312,20,22.46621622,18,NA,11,131,109
"4839",542502,542501,0.25,0,3,2,NA,32,23.02595112,NA,13,15,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"4840",542702,542701,0.5,0,3,1,NA,26,26.57844991,NA,NA,15,88,100,3,2,1.901329387,21,21.52040816,16,13,15,98,105
"4841",542703,542701,0.5,0,3,1,NA,26,26.57844991,NA,NA,15,88,100,3,2,NA,14,25.29136095,NA,12,13,98,118
"4842",542703,542702,0.5,0,3,2,1.901329387,21,21.52040816,16,13,15,98,105,3,2,NA,14,25.29136095,NA,12,13,98,118
"4843",542802,542801,0.5,0,3,1,NA,NA,20.33471074,NA,NA,NA,99,97,3,1,NA,NA,NA,NA,NA,NA,121,118
"4844",543402,543401,0.5,0,3,1,0.542276012,29,33.22434414,NA,NA,19,86,91,3,2,0.162869162,27,28.3190918,17,13,17,101,106
"4845",543403,543401,0.5,0,3,1,0.542276012,29,33.22434414,NA,NA,19,86,91,3,1,NA,12,NA,NA,NA,NA,NA,NA
"4846",543403,543402,0.5,0,3,2,0.162869162,27,28.3190918,17,13,17,101,106,3,1,NA,12,NA,NA,NA,NA,NA,NA
"4847",543404,543401,0.5,0,3,1,0.542276012,29,33.22434414,NA,NA,19,86,91,3,2,NA,17,24.27378035,NA,13,NA,NA,NA
"4848",543404,543403,0.5,0,3,1,NA,12,NA,NA,NA,NA,NA,NA,3,2,NA,17,24.27378035,NA,13,NA,NA,NA
"4849",543404,543402,0.5,0,3,2,0.162869162,27,28.3190918,17,13,17,101,106,3,2,NA,17,24.27378035,NA,13,NA,NA,NA
"4850",543405,543402,0.5,0,3,2,0.162869162,27,28.3190918,17,13,17,101,106,3,1,NA,10,NA,NA,NA,NA,NA,NA
"4851",543405,543401,0.5,0,3,1,0.542276012,29,33.22434414,NA,NA,19,86,91,3,1,NA,10,NA,NA,NA,NA,NA,NA
"4852",543405,543403,0.5,0,3,1,NA,12,NA,NA,NA,NA,NA,NA,3,1,NA,10,NA,NA,NA,NA,NA,NA
"4853",543405,543404,0.5,0,3,2,NA,17,24.27378035,NA,13,NA,NA,NA,3,1,NA,10,NA,NA,NA,NA,NA,NA
"4854",543602,543601,0.5,0,3,2,NA,18,21.9458897,NA,12,14,92,105,3,1,NA,17,24.00675676,NA,NA,NA,98,86
"4855",543603,543601,0.5,0,3,2,NA,18,21.9458897,NA,12,14,92,105,3,2,NA,15,20.11706556,NA,13,14,95,135
"4856",543603,543602,0.5,0,3,1,NA,17,24.00675676,NA,NA,NA,98,86,3,2,NA,15,20.11706556,NA,13,14,95,135
"4857",544202,544201,0.5,0,3,1,NA,17,20.91846856,15,NA,12,112,93,3,2,NA,15,24.56060199,15,12,12,104,106
"4858",544502,544501,0.5,0,3,1,0.869004566,19,20.44755114,16,NA,NA,116,115,3,2,NA,9,NA,NA,NA,NA,109,135
"4859",545202,545201,0.5,0,3,2,NA,18,27.33888889,16,12,14,110,123,3,2,NA,NA,20.19534617,NA,10,NA,98,110
"4860",545203,545201,0.5,0,3,2,NA,18,27.33888889,16,12,14,110,123,3,1,NA,NA,NA,NA,NA,NA,85,77
"4861",545203,545202,0.5,0,3,2,NA,NA,20.19534617,NA,10,NA,98,110,3,1,NA,NA,NA,NA,NA,NA,85,77
"4862",545402,545401,0.5,0,3,1,0.542276012,26,21.76674798,15,NA,15,92,83,3,2,0.162869162,19,24.45940828,17,12,12,95,83
"4863",545902,545901,0.5,0,3,1,NA,15,33.90239198,NA,NA,11,NA,NA,3,2,NA,11,21.48055556,NA,NA,NA,NA,NA
"4864",546202,546201,0.5,0,3,1,-0.437909649,27,24.36357908,15,NA,16,99,95,3,2,0.858253252,25,21.14167966,16,12,16,102,103
"4865",546203,546201,0.5,0,3,1,-0.437909649,27,24.36357908,15,NA,16,99,95,3,1,0.542276012,24,21.69753086,15,NA,15,97,84
"4866",546203,546202,0.5,0,3,2,0.858253252,25,21.14167966,16,12,16,102,103,3,1,0.542276012,24,21.69753086,15,NA,15,97,84
"4867",546502,546501,0.25,0,2,2,0.162869162,31,32.94532544,14,10,14,79,92,2,2,-0.184822883,29,38.96020508,NA,10,16,110,93
"4868",546503,546501,0.25,0,2,2,0.162869162,31,32.94532544,14,10,14,79,92,2,2,0.858253252,25,32.10403208,17,11,16,65,89
"4869",546503,546502,0.25,0,2,2,-0.184822883,29,38.96020508,NA,10,16,110,93,2,2,0.858253252,25,32.10403208,17,11,16,65,89
"4870",546504,546501,0.25,0,2,2,0.162869162,31,32.94532544,14,10,14,79,92,2,1,0.215547459,24,26.49672684,13,NA,13,100,101
"4871",546504,546502,0.25,0,2,2,-0.184822883,29,38.96020508,NA,10,16,110,93,2,1,0.215547459,24,26.49672684,13,NA,13,100,101
"4872",546504,546503,0.5,0,2,2,0.858253252,25,32.10403208,17,11,16,65,89,2,1,0.215547459,24,26.49672684,13,NA,13,100,101
"4873",546505,546501,0.25,0,2,2,0.162869162,31,32.94532544,14,10,14,79,92,2,2,NA,18,34.4531076,15,11,14,65,93
"4874",546505,546504,0.25,0,2,1,0.215547459,24,26.49672684,13,NA,13,100,101,2,2,NA,18,34.4531076,15,11,14,65,93
"4875",546505,546502,0.25,0,2,2,-0.184822883,29,38.96020508,NA,10,16,110,93,2,2,NA,18,34.4531076,15,11,14,65,93
"4876",546505,546503,0.25,0,2,2,0.858253252,25,32.10403208,17,11,16,65,89,2,2,NA,18,34.4531076,15,11,14,65,93
"4877",546506,546501,0.25,0,2,2,0.162869162,31,32.94532544,14,10,14,79,92,2,1,NA,15,29.1183432,NA,NA,NA,89,65
"4878",546506,546503,0.25,0,2,2,0.858253252,25,32.10403208,17,11,16,65,89,2,1,NA,15,29.1183432,NA,NA,NA,89,65
"4879",546506,546502,0.25,0,2,2,-0.184822883,29,38.96020508,NA,10,16,110,93,2,1,NA,15,29.1183432,NA,NA,NA,89,65
"4880",546506,546504,0.25,0,2,1,0.215547459,24,26.49672684,13,NA,13,100,101,2,1,NA,15,29.1183432,NA,NA,NA,89,65
"4881",546506,546505,0.5,0,2,2,NA,18,34.4531076,15,11,14,65,93,2,1,NA,15,29.1183432,NA,NA,NA,89,65
"4882",546602,546601,0.5,0,2,2,-0.532514927,26,49.59435626,20,10,16,102,121,2,2,0.162869162,21,31.61420118,17,10,17,118,135
"4883",546702,546701,0.5,0,2,1,-1.744823865,27,23.40105602,15,NA,13,82,87,2,1,-1.091366757,21,22.70773001,13,NA,15,101,79
"4884",546703,546701,0.5,0,2,1,-1.744823865,27,23.40105602,15,NA,13,82,87,2,1,-0.437909649,20,23.62528881,12,NA,12,74,86
"4885",546703,546702,0.5,0,2,1,-1.091366757,21,22.70773001,13,NA,15,101,79,2,1,-0.437909649,20,23.62528881,12,NA,12,74,86
"4886",546704,546701,0.5,0,2,1,-1.744823865,27,23.40105602,15,NA,13,82,87,2,2,NA,17,24.95857988,NA,11,13,84,102
"4887",546704,546702,0.5,0,2,1,-1.091366757,21,22.70773001,13,NA,15,101,79,2,2,NA,17,24.95857988,NA,11,13,84,102
"4888",546704,546703,0.5,0,2,1,-0.437909649,20,23.62528881,12,NA,12,74,86,2,2,NA,17,24.95857988,NA,11,13,84,102
"4889",546705,546701,0.5,0,2,1,-1.744823865,27,23.40105602,15,NA,13,82,87,2,2,NA,13,27.43236212,NA,10,NA,65,81
"4890",546705,546704,0.5,0,2,2,NA,17,24.95857988,NA,11,13,84,102,2,2,NA,13,27.43236212,NA,10,NA,65,81
"4891",546705,546702,0.5,0,2,1,-1.091366757,21,22.70773001,13,NA,15,101,79,2,2,NA,13,27.43236212,NA,10,NA,65,81
"4892",546705,546703,0.5,0,2,1,-0.437909649,20,23.62528881,12,NA,12,74,86,2,2,NA,13,27.43236212,NA,10,NA,65,81
"4893",546706,546701,0.5,0,2,1,-1.744823865,27,23.40105602,15,NA,13,82,87,2,2,NA,NA,NA,NA,NA,NA,65,65
"4894",546706,546703,0.5,0,2,1,-0.437909649,20,23.62528881,12,NA,12,74,86,2,2,NA,NA,NA,NA,NA,NA,65,65
"4895",546706,546702,0.5,0,2,1,-1.091366757,21,22.70773001,13,NA,15,101,79,2,2,NA,NA,NA,NA,NA,NA,65,65
