"","Subject2Tag","Subject1Tag","R","MultipleBirth","Race_1","Gender_1","HtSt19to25_1","AgeHt_1","Bmi_1","Afi_1","Afm_1","Afd_1","MathStd_1","ReadRecStd_1","Race_2","Gender_2","HtSt19to25_2","AgeHt_2","Bmi_2","Afi_2","Afm_2","Afd_2","MathStd_2","ReadRecStd_2"
"1",202,201,0.5,0,3,2,NA,11,23.02595112,NA,9,NA,111,103,3,2,NA,10,28.68895748,NA,9,NA,110,107
"2",302,301,0.5,0,3,2,0.510561207,27,20.98025712,14,11,13,102,100,3,2,1.901329387,24,19.36836735,14,10,12,80,103
"3",303,301,0.5,0,3,2,0.510561207,27,20.98025712,14,11,13,102,100,3,2,0.858253252,22,20.35865449,13,13,15,74,77
"4",303,302,0.5,0,3,2,1.901329387,24,19.36836735,14,10,12,80,103,3,2,0.858253252,22,20.35865449,13,13,15,74,77
"5",403,401,0.25,0,3,1,NA,17,22.59168242,15,NA,13,97,118,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"6",802,801,0.5,0,3,2,1.205945297,32,32.10403208,16,12,13,93,98,3,1,1.19573312,28,29.68192907,13,NA,10,102,105
"7",803,801,0.5,0,3,2,1.205945297,32,32.10403208,16,12,13,93,98,3,2,0.510561207,25,29.04958678,15,13,13,97,120
"8",803,802,0.5,0,3,1,1.19573312,28,29.68192907,13,NA,10,102,105,3,2,0.510561207,25,29.04958678,15,13,13,97,120
"9",1002,1001,0.5,0,3,2,0.510561207,19,20.17332415,17,14,16,114,103,3,2,NA,6,NA,NA,NA,NA,106,103
"10",1202,1201,0.5,0,3,1,NA,NA,NA,NA,NA,NA,106,120,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"11",1602,1601,0.5,0,3,1,NA,18,22.42634641,15,NA,12,98,118,3,1,NA,15,20.91846856,14,NA,13,99,110
"12",1603,1601,0.5,0,3,1,NA,18,22.42634641,15,NA,12,98,118,3,2,NA,NA,23.902,NA,NA,NA,92,114
"13",1603,1602,0.5,0,3,1,NA,15,20.91846856,14,NA,13,99,110,3,2,NA,NA,23.902,NA,NA,NA,92,114
"14",2502,2501,0.5,0,3,1,NA,17,25.24952741,NA,NA,14,114,115,3,2,NA,14,21.25472411,NA,NA,13,105,118
"15",2702,2701,0.5,0,3,2,0.510561207,20,26.62878788,19,12,14,125,135,3,1,NA,16,31.14761249,NA,NA,NA,135,105
"16",3002,3001,0.5,0,3,1,-0.764638203,25,11.4024654,19,NA,18,NA,NA,3,1,NA,15,27.89129141,NA,NA,18,NA,NA
"17",3003,3001,0.5,0,3,1,-0.764638203,25,11.4024654,19,NA,18,NA,NA,3,1,NA,16,21.28460208,NA,NA,16,NA,NA
"18",3003,3002,0.5,0,3,1,NA,15,27.89129141,NA,NA,18,NA,NA,3,1,NA,16,21.28460208,NA,NA,16,NA,NA
"19",3502,3501,0.5,0,3,2,NA,8,NA,NA,NA,NA,99,110,3,2,NA,NA,NA,NA,NA,NA,106,135
"20",4302,4301,0.25,0,3,2,-0.532514927,25,30.11085916,14,12,14,97,85,3,2,-0.880206972,19,20.11706556,14,12,13,94,92
"21",4303,4301,0.25,0,3,2,-0.532514927,25,30.11085916,14,12,14,97,85,3,2,NA,NA,NA,NA,NA,NA,115,91
"22",4303,4302,0.25,0,3,2,-0.880206972,19,20.11706556,14,12,13,94,92,3,2,NA,NA,NA,NA,NA,NA,115,91
"23",4304,4301,0.25,0,3,2,-0.532514927,25,30.11085916,14,12,14,97,85,3,2,NA,NA,NA,NA,NA,NA,82,94
"24",4304,4302,0.25,0,3,2,-0.880206972,19,20.11706556,14,12,13,94,92,3,2,NA,NA,NA,NA,NA,NA,82,94
"25",4304,4303,0.5,0,3,2,NA,NA,NA,NA,NA,NA,115,91,3,2,NA,NA,NA,NA,NA,NA,82,94
"26",4402,4401,0.5,0,3,2,NA,26,26.56840514,15,12,14,112,110,3,2,-0.184822883,22,20.59570313,16,12,13,100,112
"27",4602,4601,0.5,0,3,2,NA,13,18.55138889,NA,11,NA,112,97,3,2,NA,9,19.27055892,NA,NA,NA,117,118
"28",4902,4901,0.5,0,3,1,0.542276012,25,26.44386574,18,NA,12,126,105,3,1,-0.437909649,20,23.62528881,NA,NA,12,98,82
"29",5002,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,18,27.52874228,15,NA,13,113,121
"30",5003,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"31",5003,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"32",5004,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"33",5004,5003,0.5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"34",5004,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"35",5005,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,2,NA,15,26.62878788,NA,13,NA,103,123
"36",5005,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,2,NA,15,26.62878788,NA,13,NA,103,123
"37",5005,5003,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,15,26.62878788,NA,13,NA,103,123
"38",5005,5004,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,15,26.62878788,NA,13,NA,103,123
"39",5702,5701,0.25,0,3,1,0.215547459,28,22.31303313,17,NA,14,135,135,3,1,NA,9,38.29085084,NA,NA,NA,NA,NA
"40",5703,5701,0.25,0,3,1,0.215547459,28,22.31303313,17,NA,14,135,135,3,2,NA,6,NA,NA,NA,NA,NA,NA
"41",5703,5702,0.5,0,3,1,NA,9,38.29085084,NA,NA,NA,NA,NA,3,2,NA,6,NA,NA,NA,NA,NA,NA
"42",5802,5801,0.5,0,3,2,-1.227899017,26,22.48239721,17,12,16,114,119,3,2,0.510561207,24,21.4644169,16,12,14,122,115
"43",5803,5801,0.5,0,3,2,-1.227899017,26,22.48239721,17,12,16,114,119,3,1,-0.111181095,19,25.8244898,18,NA,13,112,123
"44",5803,5802,0.5,0,3,2,0.510561207,24,21.4644169,16,12,14,122,115,3,1,-0.111181095,19,25.8244898,18,NA,13,112,123
"45",6102,6101,0.5,0,3,2,NA,14,18.28824142,NA,13,13,111,116,3,1,NA,NA,24.59475219,NA,NA,NA,135,114
"46",6103,6101,0.5,0,3,2,NA,14,18.28824142,NA,13,13,111,116,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"47",6103,6102,0.5,0,3,1,NA,NA,24.59475219,NA,NA,NA,135,114,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"48",6202,6201,0.5,0,3,1,NA,NA,NA,NA,NA,NA,110,113,3,2,NA,NA,NA,NA,NA,NA,131,116
"49",6203,6201,0.5,0,3,1,NA,NA,NA,NA,NA,NA,110,113,3,2,NA,NA,NA,NA,NA,NA,117,118
"50",6203,6202,0.5,0,3,2,NA,NA,NA,NA,NA,NA,131,116,3,2,NA,NA,NA,NA,NA,NA,117,118
"51",6802,6801,0.5,0,3,2,NA,14,17.47100592,NA,14,NA,118,108,3,1,NA,11,NA,NA,NA,NA,122,121
"52",6803,6801,0.5,0,3,2,NA,14,17.47100592,NA,14,NA,118,108,3,2,NA,NA,NA,NA,NA,NA,131,121
"53",6803,6802,0.5,0,3,1,NA,11,NA,NA,NA,NA,122,121,3,2,NA,NA,NA,NA,NA,NA,131,121
"54",7502,7501,0.5,0,3,2,NA,11,18.55138889,NA,12,NA,NA,NA,3,2,NA,8,NA,NA,NA,NA,NA,NA
"55",7802,7801,0.5,0,3,2,NA,18,22.45694444,NA,13,13,123,135,3,2,NA,14,19.3063744,NA,NA,NA,93,110
"56",7803,7801,0.5,0,3,2,NA,18,22.45694444,NA,13,13,123,135,3,1,NA,10,NA,NA,NA,NA,120,105
"57",7803,7802,0.5,0,3,2,NA,14,19.3063744,NA,NA,NA,93,110,3,1,NA,10,NA,NA,NA,NA,120,105
"58",7804,7801,0.5,0,3,2,NA,18,22.45694444,NA,13,13,123,135,3,2,NA,NA,NA,NA,NA,NA,118,123
"59",7804,7802,0.5,0,3,2,NA,14,19.3063744,NA,NA,NA,93,110,3,2,NA,NA,NA,NA,NA,NA,118,123
"60",7804,7803,0.5,0,3,1,NA,10,NA,NA,NA,NA,120,105,3,2,NA,NA,NA,NA,NA,NA,118,123
"61",9102,9101,0.5,0,3,1,NA,NA,22.97385621,NA,NA,NA,120,95,3,1,NA,NA,NA,NA,NA,NA,94,128
"62",9202,9201,0.5,0,3,1,NA,17,22.14870826,NA,NA,13,97,114,3,1,NA,10,NA,NA,NA,NA,116,135
"63",9502,9501,0.5,0,3,1,0.215547459,22,24.40487998,15,NA,10,113,108,3,1,-0.764638203,20,26.6057526,18,NA,12,89,94
"64",9503,9501,0.5,0,3,1,0.215547459,22,24.40487998,15,NA,10,113,108,3,1,-0.437909649,19,19.93383743,17,NA,12,95,135
"65",9503,9502,0.5,0,3,1,-0.764638203,20,26.6057526,18,NA,12,89,94,3,1,-0.437909649,19,19.93383743,17,NA,12,95,135
"66",9602,9601,0.5,0,3,2,0.858253252,27,26.62285587,15,13,13,98,106,3,2,0.510561207,21,22.59412305,17,13,13,98,100
"67",9603,9601,0.25,0,3,2,0.858253252,27,26.62285587,15,13,13,98,106,3,1,NA,NA,NA,NA,NA,NA,125,125
"68",9603,9602,0.25,0,3,2,0.510561207,21,22.59412305,17,13,13,98,100,3,1,NA,NA,NA,NA,NA,NA,125,125
"69",9702,9701,0.5,0,3,1,0.542276012,20,21.01948303,19,NA,16,121,135,3,1,NA,18,22.3755787,16,NA,12,107,98
"70",9802,9801,0.5,0,3,1,0.542276012,20,25.7658179,NA,NA,NA,117,109,3,1,NA,17,20.52443772,NA,NA,NA,135,135
"71",9803,9801,0.5,0,3,1,0.542276012,20,25.7658179,NA,NA,NA,117,109,3,1,NA,NA,23.5250979,NA,NA,NA,135,135
"72",9803,9802,0.5,0,3,1,NA,17,20.52443772,NA,NA,NA,135,135,3,1,NA,NA,23.5250979,NA,NA,NA,135,135
"73",9902,9901,0.5,0,3,1,0.542276012,21,18.98533951,16,NA,13,107,126,3,1,NA,14,19.19554715,NA,NA,12,111,111
"74",10002,10001,0.5,0,3,1,0.215547459,21,21.61575084,16,NA,13,105,115,3,1,NA,17,19.79877551,16,NA,13,100,106
"75",10003,10001,0.5,0,3,1,0.215547459,21,21.61575084,16,NA,13,105,115,3,2,NA,15,19.73754883,NA,13,NA,92,100
"76",10003,10002,0.5,0,3,1,NA,17,19.79877551,16,NA,13,100,106,3,2,NA,15,19.73754883,NA,13,NA,92,100
"77",11102,11101,0.5,0,3,2,-0.532514927,25,28.33963215,17,14,14,91,114,3,2,-1.227899017,24,32.11771029,NA,13,13,108,104
"78",11103,11101,0.5,0,3,2,-0.532514927,25,28.33963215,17,14,14,91,114,3,1,-0.111181095,20,22.95510204,NA,NA,12,93,118
"79",11103,11102,0.5,0,3,2,-1.227899017,24,32.11771029,NA,13,13,108,104,3,1,-0.111181095,20,22.95510204,NA,NA,12,93,118
"80",11202,11201,0.25,0,3,1,0.542276012,25,25.7658179,14,NA,14,94,105,3,2,NA,NA,NA,NA,NA,NA,112,120
"81",11802,11801,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,7,NA,NA,NA,NA,NA,NA
"82",12402,12401,0.5,0,3,2,0.858253252,19,24.11717532,19,12,12,115,135,3,1,NA,18,21.18243243,NA,NA,13,109,128
"83",12802,12801,0.5,0,3,1,-1.418095311,25,25.82185491,17,NA,16,114,98,3,2,-1.227899017,22,22.67132491,17,12,NA,95,114
"84",13702,13701,0.5,0,3,1,1.19573312,19,26.95945946,17,NA,14,117,135,3,2,NA,16,22.59412305,NA,13,13,111,119
"85",13802,13801,0.5,0,3,1,-1.418095311,19,24.53076217,17,NA,11,109,111,3,1,NA,16,25.84558824,NA,NA,NA,116,115
"86",13803,13801,0.5,0,3,1,-1.418095311,19,24.53076217,17,NA,11,109,111,3,2,NA,14,22.14033762,NA,10,13,117,135
"87",13803,13802,0.5,0,3,1,NA,16,25.84558824,NA,NA,NA,116,115,3,2,NA,14,22.14033762,NA,10,13,117,135
"88",14302,14301,0.5,0,3,1,NA,11,NA,NA,NA,NA,121,110,3,1,1.522461674,20,22.496,15,NA,13,99,104
"89",14303,14301,0.5,0,3,1,NA,11,NA,NA,NA,NA,121,110,3,2,NA,17,23.40105602,NA,11,13,116,109
"90",14303,14302,0.5,0,3,1,1.522461674,20,22.496,15,NA,13,99,104,3,2,NA,17,23.40105602,NA,11,13,116,109
"91",14304,14301,0.5,0,3,1,NA,11,NA,NA,NA,NA,121,110,3,1,NA,17,24.32525952,17,NA,13,99,106
"92",14304,14302,0.5,0,3,1,1.522461674,20,22.496,15,NA,13,99,104,3,1,NA,17,24.32525952,17,NA,13,99,106
"93",14304,14303,0.5,2,3,2,NA,17,23.40105602,NA,11,13,116,109,3,1,NA,17,24.32525952,17,NA,13,99,106
"94",14402,14401,0.5,0,3,1,NA,15,35.93653549,NA,NA,NA,114,111,3,2,NA,12,24.2344154,NA,12,NA,100,102
"95",14403,14401,0.5,0,3,1,NA,15,35.93653549,NA,NA,NA,114,111,3,2,NA,9,NA,NA,NA,NA,121,110
"96",14403,14402,0.5,0,3,2,NA,12,24.2344154,NA,12,NA,100,102,3,2,NA,9,NA,NA,NA,NA,121,110
"97",14702,14701,0.5,0,3,2,-1.575591062,20,21.48055556,15,13,14,NA,NA,3,1,NA,17,20.0683391,17,NA,12,135,110
"98",14902,14901,0.5,0,3,2,NA,16,17.92247659,15,12,11,100,95,3,1,NA,14,20.35865449,NA,NA,11,118,109
"99",15302,15301,0.5,0,3,1,0.215547459,23,19.8028169,15,NA,15,89,100,3,2,-0.880206972,21,25.60353798,14,12,16,84,107
"100",15702,15701,0.5,0,3,2,-1.227899017,23,30.22843322,17,NA,16,100,111,3,1,-1.418095311,20,24.20798898,17,NA,12,125,135
"101",15802,15801,0.5,0,3,2,NA,13,NA,NA,NA,NA,86,116,3,1,NA,14,21.63076923,NA,NA,NA,112,135
"102",15902,15901,0.5,0,3,1,NA,15,20.59570313,NA,NA,12,108,106,3,1,-0.437909649,20,26.57844991,17,NA,15,105,109
"103",15903,15901,0.5,0,3,1,NA,15,20.59570313,NA,NA,12,108,106,3,1,NA,8,NA,NA,NA,NA,NA,NA
"104",15903,15902,0.5,0,3,1,-0.437909649,20,26.57844991,17,NA,15,105,109,3,1,NA,8,NA,NA,NA,NA,NA,NA
"105",15904,15901,0.5,0,3,1,NA,15,20.59570313,NA,NA,12,108,106,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"106",15904,15903,0.5,0,3,1,NA,8,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"107",15904,15902,0.5,0,3,1,-0.437909649,20,26.57844991,17,NA,15,105,109,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"108",15905,15902,0.5,0,3,1,-0.437909649,20,26.57844991,17,NA,15,105,109,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"109",15905,15901,0.5,0,3,1,NA,15,20.59570313,NA,NA,12,108,106,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"110",15905,15903,0.5,0,3,1,NA,8,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"111",15905,15904,0.5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"112",16102,16101,0.5,0,3,1,NA,NA,25.7864204,NA,NA,NA,128,123,3,2,NA,NA,20.52189391,NA,NA,NA,122,110
"113",16502,16501,0.5,0,3,2,1.205945297,19,19.76427336,16,13,14,98,128,3,2,NA,15,17.30461539,NA,13,NA,118,135
"114",16503,16501,0.5,0,3,2,1.205945297,19,19.76427336,16,13,14,98,128,3,1,NA,8,NA,NA,NA,NA,116,94
"115",16503,16502,0.5,0,3,2,NA,15,17.30461539,NA,13,NA,118,135,3,1,NA,8,NA,NA,NA,NA,116,94
"116",16702,16701,0.5,0,3,1,1.522461674,19,33.744,14,NA,14,104,98,3,2,NA,16,20.59570313,NA,11,13,112,102
"117",17402,17401,0.5,0,1,1,-0.764638203,22,31.92690311,16,NA,12,111,107,1,1,NA,18,30.12857143,16,NA,14,104,135
"118",17502,17501,0.5,0,3,1,0.215547459,26,18.12933942,15,NA,15,112,135,3,2,0.510561207,25,17.91391185,16,14,13,103,116
"119",17503,17501,0.5,0,3,1,0.215547459,26,18.12933942,15,NA,15,112,135,3,1,-1.091366757,22,21.14167966,18,NA,14,131,131
"120",17503,17502,0.5,0,3,2,0.510561207,25,17.91391185,16,14,13,103,116,3,1,-1.091366757,22,21.14167966,18,NA,14,131,131
"121",17504,17501,0.5,0,3,1,0.215547459,26,18.12933942,15,NA,15,112,135,3,1,NA,14,20.48283039,NA,NA,NA,NA,NA
"122",17504,17502,0.5,0,3,2,0.510561207,25,17.91391185,16,14,13,103,116,3,1,NA,14,20.48283039,NA,NA,NA,NA,NA
"123",17504,17503,0.5,0,3,1,-1.091366757,22,21.14167966,18,NA,14,131,131,3,1,NA,14,20.48283039,NA,NA,NA,NA,NA
"124",17902,17901,0.5,0,3,2,-1.575591062,26,19.52777778,18,12,16,105,116,3,2,-0.184822883,24,22.65527344,18,12,15,98,103
"125",18002,18001,0.5,0,3,1,0.542276012,30,28.47800926,15,NA,12,102,107,3,1,-0.111181095,24,28.69387755,16,NA,14,108,118
"126",18003,18001,0.5,0,3,1,0.542276012,30,28.47800926,15,NA,12,102,107,3,1,NA,17,21.52040816,17,NA,14,112,115
"127",18003,18002,0.5,0,3,1,-0.111181095,24,28.69387755,16,NA,14,108,118,3,1,NA,17,21.52040816,17,NA,14,112,115
"128",18302,18301,0.5,0,3,1,0.215547459,23,23.01031541,16,NA,13,88,103,3,1,NA,18,25.7658179,16,NA,13,90,77
"129",18303,18301,0.5,0,3,1,0.215547459,23,23.01031541,16,NA,13,88,103,3,2,NA,17,18.45725688,NA,13,12,102,112
"130",18303,18302,0.5,0,3,1,NA,18,25.7658179,16,NA,13,90,77,3,2,NA,17,18.45725688,NA,13,12,102,112
"131",19202,19201,0.5,0,3,2,NA,17,19.73754883,NA,12,12,104,110,3,1,NA,NA,20.06183115,NA,NA,NA,118,99
"132",19203,19201,0.5,0,3,2,NA,17,19.73754883,NA,12,12,104,110,3,2,NA,NA,NA,NA,NA,NA,122,112
"133",19203,19202,0.5,0,3,1,NA,NA,20.06183115,NA,NA,NA,118,99,3,2,NA,NA,NA,NA,NA,NA,122,112
"134",19702,19701,0.5,0,3,1,NA,18,18.00957897,17,NA,13,108,86,3,2,NA,17,22.49453694,NA,12,NA,97,88
"135",20002,20001,0.5,0,3,2,-0.880206972,25,18.28824142,15,13,13,116,105,3,2,-0.184822883,20,18.36450195,17,14,12,93,118
"136",20302,20301,0.25,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,16,21.9458897,NA,11,11,NA,NA
"137",20402,20401,0.25,0,1,1,NA,13,18.55138889,NA,NA,NA,135,135,1,2,NA,17,28.52965661,16,11,14,117,116
"138",20502,20501,0.5,0,1,2,NA,30,21.72668638,NA,9,14,97,102,1,1,0.215547459,26,34.86411426,NA,NA,16,93,103
"139",20503,20501,0.5,0,1,2,NA,30,21.72668638,NA,9,14,97,102,1,1,0.215547459,22,21.61575084,16,NA,11,NA,NA
"140",20503,20502,0.5,0,1,1,0.215547459,26,34.86411426,NA,NA,16,93,103,1,1,0.215547459,22,21.61575084,16,NA,11,NA,NA
"141",21102,21101,0.5,0,3,2,NA,NA,NA,NA,11,NA,98,110,3,1,NA,NA,NA,NA,NA,NA,131,119
"142",21103,21101,0.5,0,3,2,NA,NA,NA,NA,11,NA,98,110,3,2,NA,NA,NA,NA,NA,NA,111,115
"143",21103,21102,0.5,0,3,1,NA,NA,NA,NA,NA,NA,131,119,3,2,NA,NA,NA,NA,NA,NA,111,115
"144",21104,21101,0.5,0,3,2,NA,NA,NA,NA,11,NA,98,110,3,1,NA,NA,NA,NA,NA,NA,109,125
"145",21104,21102,0.5,0,3,1,NA,NA,NA,NA,NA,NA,131,119,3,1,NA,NA,NA,NA,NA,NA,109,125
"146",21104,21103,0.5,0,3,2,NA,NA,NA,NA,NA,NA,111,115,3,1,NA,NA,NA,NA,NA,NA,109,125
"147",22102,22101,0.5,0,2,1,-0.437909649,21,23.62528881,17,NA,14,65,65,2,1,0.869004566,20,28.36273222,17,NA,18,75,77
"148",22103,22101,0.25,0,2,1,-0.437909649,21,23.62528881,17,NA,14,65,65,2,2,-1.575591062,19,21.09,NA,13,14,65,65
"149",22103,22102,0.25,0,2,1,0.869004566,20,28.36273222,17,NA,18,75,77,2,2,-1.575591062,19,21.09,NA,13,14,65,65
"150",22104,22101,0.25,0,2,1,-0.437909649,21,23.62528881,17,NA,14,65,65,2,2,NA,16,22.45694444,NA,14,NA,97,117
"151",22104,22102,0.25,0,2,1,0.869004566,20,28.36273222,17,NA,18,75,77,2,2,NA,16,22.45694444,NA,14,NA,97,117
"152",22104,22103,0.5,0,2,2,-1.575591062,19,21.09,NA,13,14,65,65,2,2,NA,16,22.45694444,NA,14,NA,97,117
"153",22402,22401,0.25,0,2,1,-1.091366757,33,27.40588104,19,NA,19,88,112,2,2,0.510561207,30,24.53076217,17,11,16,95,114
"154",22403,22401,0.25,0,2,1,-1.091366757,33,27.40588104,19,NA,19,88,112,2,1,0.215547459,29,23.7075977,14,NA,12,102,112
"155",22403,22402,0.5,0,2,2,0.510561207,30,24.53076217,17,11,16,95,114,2,1,0.215547459,29,23.7075977,14,NA,12,102,112
"156",22702,22701,0.25,0,2,2,-0.532514927,32,30.64222726,12,13,14,85,65,2,2,0.162869162,30,17.80378698,NA,14,15,90,83
"157",22703,22701,0.25,0,2,2,-0.532514927,32,30.64222726,12,13,14,85,65,2,1,-1.091366757,22,31.32100691,14,NA,NA,107,103
"158",22703,22702,0.25,0,2,2,0.162869162,30,17.80378698,NA,14,15,90,83,2,1,-1.091366757,22,31.32100691,14,NA,NA,107,103
"159",22704,22701,0.25,0,2,2,-0.532514927,32,30.64222726,12,13,14,85,65,2,1,NA,NA,22.31201172,NA,NA,NA,82,88
"160",22704,22702,0.25,0,2,2,0.162869162,30,17.80378698,NA,14,15,90,83,2,1,NA,NA,22.31201172,NA,NA,NA,82,88
"161",22704,22703,0.25,0,2,1,-1.091366757,22,31.32100691,14,NA,NA,107,103,2,1,NA,NA,22.31201172,NA,NA,NA,82,88
"162",22802,22801,0.25,0,1,2,0.510561207,28,24.20798898,14,13,14,65,65,1,1,0.869004566,22,23.74554325,18,NA,15,91,100
"163",22803,22801,0.25,0,1,2,0.510561207,28,24.20798898,14,13,14,65,65,1,1,0.869004566,20,17.14955902,NA,NA,13,65,74
"164",22803,22802,0.5,0,1,1,0.869004566,22,23.74554325,18,NA,15,91,100,1,1,0.869004566,20,17.14955902,NA,NA,13,65,74
"165",22804,22801,0.25,0,1,2,0.510561207,28,24.20798898,14,13,14,65,65,1,2,NA,18,18.24394464,NA,14,14,65,69
"166",22804,22802,0.5,0,1,1,0.869004566,22,23.74554325,18,NA,15,91,100,1,2,NA,18,18.24394464,NA,14,14,65,69
"167",22804,22803,0.5,0,1,1,0.869004566,20,17.14955902,NA,NA,13,65,74,1,2,NA,18,18.24394464,NA,14,14,65,69
"168",23102,23101,0.5,0,3,2,NA,17,22.31201172,NA,13,16,111,120,3,2,NA,14,24.56060199,NA,10,NA,116,102
"169",23602,23601,0.5,0,3,1,NA,18,28.47800926,NA,NA,13,112,120,3,1,NA,17,23.62528881,NA,NA,15,114,97
"170",23603,23601,0.5,0,3,1,NA,18,28.47800926,NA,NA,13,112,120,3,1,NA,NA,26.88371488,NA,NA,NA,104,95
"171",23603,23602,0.5,0,3,1,NA,17,23.62528881,NA,NA,15,114,97,3,1,NA,NA,26.88371488,NA,NA,NA,104,95
"172",23902,23901,0.25,0,3,2,0.858253252,27,35.82782369,15,12,15,74,82,3,1,-2.071552418,22,49.77294922,17,NA,12,82,92
"173",23903,23901,0.25,0,3,2,0.858253252,27,35.82782369,15,12,15,74,82,3,1,-0.111181095,21,22.2377551,17,NA,13,122,96
"174",23903,23902,0.25,0,3,1,-2.071552418,22,49.77294922,17,NA,12,82,92,3,1,-0.111181095,21,22.2377551,17,NA,13,122,96
"175",24002,24001,0.5,0,3,1,-1.744823865,23,21.63076923,16,NA,10,116,102,3,2,-1.575591062,21,20.50416667,16,12,14,112,116
"176",24402,24401,0.5,0,3,2,-1.575591062,31,25.77666667,12,11,13,128,128,3,2,0.510561207,29,45.1882461,16,12,16,118,118
"177",24403,24401,0.25,0,3,2,-1.575591062,31,25.77666667,12,11,13,128,128,3,2,NA,16,27.45401864,16,12,14,114,106
"178",24403,24402,0.25,0,3,2,0.510561207,29,45.1882461,16,12,16,118,118,3,2,NA,16,27.45401864,16,12,14,114,106
"179",24502,24501,0.5,0,3,2,NA,16,20.36911061,NA,13,15,97,90,3,2,NA,NA,NA,NA,11,NA,111,110
"180",24503,24501,0.5,0,3,2,NA,16,20.36911061,NA,13,15,97,90,3,1,NA,NA,NA,NA,NA,NA,128,105
"181",24503,24502,0.5,0,3,2,NA,NA,NA,NA,11,NA,111,110,3,1,NA,NA,NA,NA,NA,NA,128,105
"182",24902,24901,0.5,0,3,1,1.522461674,26,33.744,16,NA,14,91,86,3,2,-0.184822883,23,25.74462891,16,12,15,84,88
"183",24903,24901,0.25,0,3,1,1.522461674,26,33.744,16,NA,14,91,86,3,1,NA,14,28.65872132,NA,NA,12,118,92
"184",24903,24902,0.25,0,3,2,-0.184822883,23,25.74462891,16,12,15,84,88,3,1,NA,14,28.65872132,NA,NA,12,118,92
"185",24904,24901,0.25,0,3,1,1.522461674,26,33.744,16,NA,14,91,86,3,1,NA,NA,NA,NA,NA,NA,98,115
"186",24904,24902,0.25,0,3,2,-0.184822883,23,25.74462891,16,12,15,84,88,3,1,NA,NA,NA,NA,NA,NA,98,115
"187",24904,24903,0.5,0,3,1,NA,14,28.65872132,NA,NA,12,118,92,3,1,NA,NA,NA,NA,NA,NA,98,115
"188",25002,25001,0.5,0,3,1,-0.764638203,25,31.92690311,17,NA,13,102,99,3,2,-1.227899017,21,35.89626445,NA,11,12,92,105
"189",25202,25201,0.25,0,3,2,0.162869162,24,24.95857988,24,12,13,106,118,3,1,NA,16,22.95510204,NA,NA,15,92,105
"190",25402,25401,0.5,0,3,1,0.542276012,26,23.73167438,NA,NA,12,93,99,3,2,2.249021432,25,23.7075977,16,12,14,110,98
"191",25403,25401,0.25,0,3,1,0.542276012,26,23.73167438,NA,NA,12,93,99,3,1,NA,18,18.98533951,NA,NA,11,113,123
"192",25403,25402,0.25,0,3,2,2.249021432,25,23.7075977,16,12,14,110,98,3,1,NA,18,18.98533951,NA,NA,11,113,123
"193",25404,25401,0.25,0,3,1,0.542276012,26,23.73167438,NA,NA,12,93,99,3,1,NA,12,17.575,NA,NA,NA,123,105
"194",25404,25403,0.25,0,3,1,NA,18,18.98533951,NA,NA,11,113,123,3,1,NA,12,17.575,NA,NA,NA,123,105
"195",25404,25402,0.25,0,3,2,2.249021432,25,23.7075977,16,12,14,110,98,3,1,NA,12,17.575,NA,NA,NA,123,105
"196",25405,25402,0.25,0,3,2,2.249021432,25,23.7075977,16,12,14,110,98,3,2,NA,NA,16.45941727,NA,11,NA,122,107
