"","Subject2Tag","Subject1Tag","R","MultipleBirth","Race_1","Gender_1","HtSt19to25_1","AgeHt_1","Bmi_1","Afi_1","Afm_1","Afd_1","MathStd_1","ReadRecStd_1","Race_2","Gender_2","HtSt19to25_2","AgeHt_2","Bmi_2","Afi_2","Afm_2","Afd_2","MathStd_2","ReadRecStd_2"
"1159",135903,135902,0.5,0,3,2,NA,15,31.75170898,NA,13,14,108,94,3,2,NA,NA,NA,NA,12,NA,118,100
"1160",136102,136101,0.25,0,3,1,-0.764638203,24,26.30168685,16,NA,14,107,135,3,2,NA,NA,NA,NA,NA,NA,102,107
"1161",136202,136201,0.5,0,3,2,NA,15,18.5978836,NA,NA,NA,113,112,3,2,NA,NA,NA,NA,NA,NA,116,126
"1162",137402,137401,0.5,0,3,1,NA,NA,NA,NA,NA,NA,102,103,3,2,NA,NA,NA,NA,NA,NA,101,116
"1163",137502,137501,0.25,0,2,2,1.205945297,20,39.83261246,15,9,15,86,85,2,2,NA,15,25.82185491,14,11,NA,100,89
"1164",137602,137601,0.375,0,2,2,2.249021432,33,34.16683198,16,11,18,86,93,2,1,0.869004566,24,30.34152749,11,NA,16,69,81
"1165",137603,137601,0.25,0,2,2,2.249021432,33,34.16683198,16,11,18,86,93,2,1,1.19573312,22,25.03378378,13,NA,11,97,101
"1166",137603,137602,0.5,0,2,1,0.869004566,24,30.34152749,11,NA,16,69,81,2,1,1.19573312,22,25.03378378,13,NA,11,97,101
"1167",137702,137701,0.5,0,2,1,-0.111181095,27,31.13285714,13,NA,18,94,113,2,1,0.869004566,22,39.57590542,10,NA,11,101,110
"1168",138102,138101,0.5,0,2,1,-1.418095311,23,24.69214876,17,NA,13,98,69,2,2,-0.184822883,22,36.72900391,17,12,14,75,72
"1169",138103,138101,0.25,0,2,1,-1.418095311,23,24.69214876,17,NA,13,98,69,2,2,NA,18,20.59570313,NA,13,17,82,74
"1170",138103,138102,0.5,0,2,2,-0.184822883,22,36.72900391,17,12,14,75,72,2,2,NA,18,20.59570313,NA,13,17,82,74
"1171",138802,138801,0.5,0,2,1,-1.091366757,24,29.75495656,18,NA,17,105,93,2,1,0.542276012,21,25.7658179,18,NA,18,65,105
"1172",138803,138801,0.5,0,2,1,-1.091366757,24,29.75495656,18,NA,17,105,93,2,1,0.215547459,20,30.68042055,19,NA,NA,NA,NA
"1173",138803,138802,0.5,0,2,1,0.542276012,21,25.7658179,18,NA,18,65,105,2,1,0.215547459,20,30.68042055,19,NA,NA,NA,NA
"1174",138804,138801,0.5,0,2,1,-1.091366757,24,29.75495656,18,NA,17,105,93,2,2,0.510561207,20,23.40105602,15,14,16,NA,NA
"1175",138804,138802,0.5,0,2,1,0.542276012,21,25.7658179,18,NA,18,65,105,2,2,0.510561207,20,23.40105602,15,14,16,NA,NA
"1176",138804,138803,0.5,0,2,1,0.215547459,20,30.68042055,19,NA,NA,NA,NA,2,2,0.510561207,20,23.40105602,15,14,16,NA,NA
"1177",138902,138901,0.5,0,2,2,0.510561207,19,41.96051423,NA,11,17,94,135,2,1,NA,18,33.90239198,16,NA,14,105,117
"1178",139102,139101,0.5,0,2,1,0.869004566,30,29.02233064,15,NA,16,89,96,2,2,-0.184822883,29,46.34033203,17,16,18,69,74
"1179",139103,139101,0.5,0,2,1,0.869004566,30,29.02233064,15,NA,16,89,96,2,2,-0.184822883,27,24.44293273,16,14,16,93,116
"1180",139103,139102,0.5,0,2,2,-0.184822883,29,46.34033203,17,16,18,69,74,2,2,-0.184822883,27,24.44293273,16,14,16,93,116
"1181",139402,139401,0.5,0,3,1,1.522461674,28,23.99573333,17,NA,14,98,131,3,2,0.858253252,26,21.92470483,NA,12,13,98,105
"1182",139802,139801,0.25,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,-0.880206972,22,21.58012487,16,12,13,120,125
"1183",139902,139901,0.5,0,1,2,-0.532514927,20,24.79717813,16,11,13,118,115,1,2,NA,16,19.08169847,NA,13,13,131,135
"1184",140002,140001,0.5,0,1,2,-0.184822883,28,24.79717813,NA,12,17,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1185",140003,140001,0.5,0,1,2,-0.184822883,28,24.79717813,NA,12,17,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1186",140003,140002,0.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1187",140004,140001,0.5,0,1,2,-0.184822883,28,24.79717813,NA,12,17,NA,NA,1,1,NA,11,18.35933884,NA,NA,NA,111,107
"1188",140004,140002,0.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,11,18.35933884,NA,NA,NA,111,107
"1189",140004,140003,0.5,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,11,18.35933884,NA,NA,NA,111,107
"1190",140102,140101,NA,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,2,NA,11,11.15651656,NA,NA,NA,93,112
"1191",140103,140101,0.25,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,2,NA,9,NA,NA,NA,NA,82,77
"1192",140103,140102,0.25,0,1,2,NA,11,11.15651656,NA,NA,NA,93,112,1,2,NA,9,NA,NA,NA,NA,82,77
"1193",140104,140102,0.25,0,1,2,NA,11,11.15651656,NA,NA,NA,93,112,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69
"1194",140104,140101,0.25,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69
"1195",140104,140103,0.25,0,1,2,NA,9,NA,NA,NA,NA,82,77,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69
"1196",140105,140102,0.25,0,1,2,NA,11,11.15651656,NA,NA,NA,93,112,1,2,NA,NA,NA,NA,NA,NA,89,74
"1197",140105,140103,0.25,0,1,2,NA,9,NA,NA,NA,NA,82,77,1,2,NA,NA,NA,NA,NA,NA,89,74
"1198",140105,140101,0.25,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,2,NA,NA,NA,NA,NA,NA,89,74
"1199",140105,140104,0.25,0,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69,1,2,NA,NA,NA,NA,NA,NA,89,74
"1200",140106,140105,0.5,0,1,2,NA,NA,NA,NA,NA,NA,89,74,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1201",140106,140102,0.25,0,1,2,NA,11,11.15651656,NA,NA,NA,93,112,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1202",140106,140101,0.25,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1203",140106,140103,0.25,0,1,2,NA,9,NA,NA,NA,NA,82,77,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1204",140106,140104,0.25,0,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1205",140107,140102,0.25,0,1,2,NA,11,11.15651656,NA,NA,NA,93,112,1,1,NA,18,27.45443787,14,NA,13,95,126
"1206",140107,140103,0.25,0,1,2,NA,9,NA,NA,NA,NA,82,77,1,1,NA,18,27.45443787,14,NA,13,95,126
"1207",140107,140104,0.25,0,1,1,-1.744823865,21,21.63076923,NA,NA,NA,87,69,1,1,NA,18,27.45443787,14,NA,13,95,126
"1208",140107,140101,0.25,0,1,2,NA,13,17.97205708,NA,10,NA,82,101,1,1,NA,18,27.45443787,14,NA,13,95,126
"1209",140107,140105,0.5,0,1,2,NA,NA,NA,NA,NA,NA,89,74,1,1,NA,18,27.45443787,14,NA,13,95,126
"1210",140107,140106,0.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,18,27.45443787,14,NA,13,95,126
"1211",140602,140601,0.5,0,1,2,1.205945297,29,28.27811419,18,12,14,93,103,1,2,NA,8,NA,NA,11,NA,101,109
"1212",140603,140601,0.5,0,1,2,1.205945297,29,28.27811419,18,12,14,93,103,1,1,NA,7,NA,NA,NA,NA,89,88
"1213",140603,140602,0.5,0,1,2,NA,8,NA,NA,11,NA,101,109,1,1,NA,7,NA,NA,NA,NA,89,88
"1214",140604,140601,0.5,0,1,2,1.205945297,29,28.27811419,18,12,14,93,103,1,2,0.162869162,25,27.45443787,16,12,15,94,95
"1215",140604,140602,0.5,0,1,2,NA,8,NA,NA,11,NA,101,109,1,2,0.162869162,25,27.45443787,16,12,15,94,95
"1216",140604,140603,0.5,0,1,1,NA,7,NA,NA,NA,NA,89,88,1,2,0.162869162,25,27.45443787,16,12,15,94,95
"1217",140605,140601,0.5,0,1,2,1.205945297,29,28.27811419,18,12,14,93,103,1,1,NA,9,NA,NA,NA,NA,98,90
"1218",140605,140604,0.5,0,1,2,0.162869162,25,27.45443787,16,12,15,94,95,1,1,NA,9,NA,NA,NA,NA,98,90
"1219",140605,140602,0.5,0,1,2,NA,8,NA,NA,11,NA,101,109,1,1,NA,9,NA,NA,NA,NA,98,90
"1220",140605,140603,0.5,0,1,1,NA,7,NA,NA,NA,NA,89,88,1,1,NA,9,NA,NA,NA,NA,98,90
"1221",140606,140601,0.5,0,1,2,1.205945297,29,28.27811419,18,12,14,93,103,1,2,0.510561207,23,20.98025712,NA,12,13,121,116
"1222",140606,140603,0.5,0,1,1,NA,7,NA,NA,NA,NA,89,88,1,2,0.510561207,23,20.98025712,NA,12,13,121,116
"1223",140606,140602,0.5,0,1,2,NA,8,NA,NA,11,NA,101,109,1,2,0.510561207,23,20.98025712,NA,12,13,121,116
"1224",140606,140604,0.5,0,1,2,0.162869162,25,27.45443787,16,12,15,94,95,1,2,0.510561207,23,20.98025712,NA,12,13,121,116
"1225",140606,140605,0.5,0,1,1,NA,9,NA,NA,NA,NA,98,90,1,2,0.510561207,23,20.98025712,NA,12,13,121,116
"1226",140902,140901,0.5,0,3,1,-0.764638203,25,22.8049308,18,NA,15,107,103,3,1,0.215547459,22,26.49672684,16,NA,15,87,82
"1227",141002,141001,0.25,0,3,1,0.215547459,25,23.01031541,18,NA,16,95,118,3,2,NA,15,19.004109,NA,11,14,128,120
"1228",141402,141401,0.25,0,1,1,-0.437909649,32,24.51123714,11,NA,13,84,79,1,2,-0.184822883,31,30.89355469,17,11,17,79,69
"1229",141403,141401,0.25,0,1,1,-0.437909649,32,24.51123714,11,NA,13,84,79,1,2,0.162869162,27,19.41902428,16,11,14,86,113
"1230",141403,141402,0.25,0,1,2,-0.184822883,31,30.89355469,17,11,17,79,69,1,2,0.162869162,27,19.41902428,16,11,14,86,113
"1231",141404,141401,0.25,0,1,1,-0.437909649,32,24.51123714,11,NA,13,84,79,1,2,-0.532514927,25,28.33963215,15,12,13,88,93
"1232",141404,141403,0.5,0,1,2,0.162869162,27,19.41902428,16,11,14,86,113,1,2,-0.532514927,25,28.33963215,15,12,13,88,93
"1233",141404,141402,0.25,0,1,2,-0.184822883,31,30.89355469,17,11,17,79,69,1,2,-0.532514927,25,28.33963215,15,12,13,88,93
"1234",141405,141402,0.25,0,1,2,-0.184822883,31,30.89355469,17,11,17,79,69,1,1,-0.437909649,24,19.78617937,15,NA,14,111,86
"1235",141405,141401,0.25,0,1,1,-0.437909649,32,24.51123714,11,NA,13,84,79,1,1,-0.437909649,24,19.78617937,15,NA,14,111,86
"1236",141405,141403,0.5,0,1,2,0.162869162,27,19.41902428,16,11,14,86,113,1,1,-0.437909649,24,19.78617937,15,NA,14,111,86
"1237",141405,141404,0.5,0,1,2,-0.532514927,25,28.33963215,15,12,13,88,93,1,1,-0.437909649,24,19.78617937,15,NA,14,111,86
"1238",141502,141501,0.5,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,2,0.510561207,29,53.13681028,15,12,15,72,84
"1239",141503,141501,0.5,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,2,0.162869162,27,41.19140625,12,12,13,92,74
"1240",141503,141502,0.5,0,1,2,0.510561207,29,53.13681028,15,12,15,72,84,1,2,0.162869162,27,41.19140625,12,12,13,92,74
"1241",141504,141502,0.5,0,1,2,0.510561207,29,53.13681028,15,12,15,72,84,1,1,1.19573312,26,22.20945946,16,NA,14,65,77
"1242",141504,141501,0.5,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,1,1.19573312,26,22.20945946,16,NA,14,65,77
"1243",141504,141503,0.5,0,1,2,0.162869162,27,41.19140625,12,12,13,92,74,1,1,1.19573312,26,22.20945946,16,NA,14,65,77
"1244",141505,141502,0.5,0,1,2,0.510561207,29,53.13681028,15,12,15,72,84,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78
"1245",141505,141503,0.5,0,1,2,0.162869162,27,41.19140625,12,12,13,92,74,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78
"1246",141505,141501,0.5,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78
"1247",141505,141504,0.5,0,1,1,1.19573312,26,22.20945946,16,NA,14,65,77,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78
"1248",141506,141505,0.25,0,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65
"1249",141506,141502,0.25,0,1,2,0.510561207,29,53.13681028,15,12,15,72,84,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65
"1250",141506,141501,0.25,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65
"1251",141506,141503,0.25,0,1,2,0.162869162,27,41.19140625,12,12,13,92,74,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65
"1252",141506,141504,0.25,0,1,1,1.19573312,26,22.20945946,16,NA,14,65,77,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65
"1253",141507,141502,0.25,0,1,2,0.510561207,29,53.13681028,15,12,15,72,84,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1254",141507,141503,0.25,0,1,2,0.162869162,27,41.19140625,12,12,13,92,74,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1255",141507,141504,0.25,0,1,1,1.19573312,26,22.20945946,16,NA,14,65,77,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1256",141507,141501,0.5,0,1,1,0.542276012,30,25.08777006,18,NA,15,89,85,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1257",141507,141505,0.25,0,1,1,-1.418095311,25,35.50505051,12,NA,15,82,78,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1258",141507,141506,0.25,0,1,1,-1.418095311,24,27.43572085,15,NA,13,80,65,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"1259",141602,141601,0.5,0,3,1,-1.091366757,29,27.40588104,14,NA,16,102,91,3,1,-1.744823865,27,23.29467456,10,NA,13,98,102
"1260",141603,141601,0.25,0,3,1,-1.091366757,29,27.40588104,14,NA,16,102,91,3,1,-0.437909649,25,26.57844991,13,NA,15,102,95
"1261",141603,141602,0.25,0,3,1,-1.744823865,27,23.29467456,10,NA,13,98,102,3,1,-0.437909649,25,26.57844991,13,NA,15,102,95
"1262",141902,141901,0.5,0,1,2,-0.532514927,25,20.54623331,12,13,16,93,88,1,1,-0.111181095,24,27.25918367,13,NA,11,103,79
"1263",142102,142101,0.5,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1264",142302,142301,0.5,0,3,1,0.215547459,30,21.52040816,18,NA,16,100,80,3,1,-1.091366757,27,32.27731864,19,NA,15,100,110
"1265",142303,142301,0.5,0,3,1,0.215547459,30,21.52040816,18,NA,16,100,80,3,2,-0.184822883,26,21.96875,NA,16,16,128,128
"1266",142303,142302,0.5,0,3,1,-1.091366757,27,32.27731864,19,NA,15,100,110,3,2,-0.184822883,26,21.96875,NA,16,16,128,128
"1267",142304,142301,0.5,0,3,1,0.215547459,30,21.52040816,18,NA,16,100,80,3,2,0.858253252,24,28.18890622,NA,12,16,102,101
"1268",142304,142303,0.5,0,3,2,-0.184822883,26,21.96875,NA,16,16,128,128,3,2,0.858253252,24,28.18890622,NA,12,16,102,101
"1269",142304,142302,0.5,0,3,1,-1.091366757,27,32.27731864,19,NA,15,100,110,3,2,0.858253252,24,28.18890622,NA,12,16,102,101
"1270",142305,142302,0.5,0,3,1,-1.091366757,27,32.27731864,19,NA,15,100,110,3,1,0.869004566,20,30.34152749,NA,NA,13,98,102
"1271",142305,142301,0.5,0,3,1,0.215547459,30,21.52040816,18,NA,16,100,80,3,1,0.869004566,20,30.34152749,NA,NA,13,98,102
"1272",142305,142303,0.5,0,3,2,-0.184822883,26,21.96875,NA,16,16,128,128,3,1,0.869004566,20,30.34152749,NA,NA,13,98,102
"1273",142305,142304,0.5,0,3,2,0.858253252,24,28.18890622,NA,12,16,102,101,3,1,0.869004566,20,30.34152749,NA,NA,13,98,102
"1274",143502,143501,0.5,0,2,2,0.510561207,22,32.27731864,17,11,12,120,135,2,1,0.215547459,20,24.82324936,17,NA,12,74,79
"1275",143503,143501,0.5,0,2,2,0.510561207,22,32.27731864,17,11,12,120,135,2,1,NA,18,24.40972222,NA,NA,13,100,82
"1276",143503,143502,0.5,0,2,1,0.215547459,20,24.82324936,17,NA,12,74,79,2,1,NA,18,24.40972222,NA,NA,13,100,82
"1277",143602,143601,0.25,0,2,2,0.510561207,23,17.75252525,17,10,17,65,75,2,2,-0.880206972,21,32.55306972,13,11,12,83,82
"1278",143603,143601,0.25,0,2,2,0.510561207,23,17.75252525,17,10,17,65,75,2,1,0.215547459,20,22.17357667,19,NA,12,97,100
"1279",143603,143602,0.25,0,2,2,-0.880206972,21,32.55306972,13,11,12,83,82,2,1,0.215547459,20,22.17357667,19,NA,12,97,100
"1280",143702,143701,0.5,0,2,1,-0.111181095,25,25.10714286,12,NA,13,105,103,2,2,-0.880206972,22,24.32336108,16,14,10,81,84
"1281",143703,143701,0.5,0,2,1,-0.111181095,25,25.10714286,12,NA,13,105,103,2,2,-1.575591062,21,25.38611111,14,13,14,96,102
"1282",143703,143702,0.5,0,2,2,-0.880206972,22,24.32336108,16,14,10,81,84,2,2,-1.575591062,21,25.38611111,14,13,14,96,102
"1283",143802,143801,0.25,0,2,2,-0.532514927,31,37.1957672,14,12,15,98,99,2,2,-0.184822883,23,32.953125,15,12,14,93,81
"1284",143803,143801,0.25,0,2,2,-0.532514927,31,37.1957672,14,12,15,98,99,2,1,0.542276012,19,23.73167438,14,NA,15,78,72
"1285",143803,143802,0.5,0,2,2,-0.184822883,23,32.953125,15,12,14,93,81,2,1,0.542276012,19,23.73167438,14,NA,15,78,72
"1286",144002,144001,0.25,0,2,2,-0.184822883,26,24.02832031,15,12,17,88,114,2,1,-0.437909649,25,34.99495904,11,NA,12,104,118
"1287",144003,144001,0.25,0,2,2,-0.184822883,26,24.02832031,15,12,17,88,114,2,2,1.553637342,24,44.29741651,15,11,16,88,98
"1288",144003,144002,0.5,0,2,1,-0.437909649,25,34.99495904,11,NA,12,104,118,2,2,1.553637342,24,44.29741651,15,11,16,88,98
"1289",144004,144001,0.25,0,2,2,-0.184822883,26,24.02832031,15,12,17,88,114,2,1,0.542276012,23,29.83410494,13,NA,12,103,98
"1290",144004,144002,0.5,0,2,1,-0.437909649,25,34.99495904,11,NA,12,104,118,2,1,0.542276012,23,29.83410494,13,NA,12,103,98
"1291",144004,144003,0.5,0,2,2,1.553637342,24,44.29741651,15,11,16,88,98,2,1,0.542276012,23,29.83410494,13,NA,12,103,98
"1292",144202,144201,0.5,0,1,2,-0.532514927,21,38.96699421,14,10,14,65,88,1,2,NA,14,30.55029297,NA,10,NA,89,86
"1293",144302,144301,0.5,0,3,2,0.162869162,24,21.63076923,16,12,13,118,113,3,2,-0.532514927,22,21.25472411,16,11,15,114,115
"1294",144303,144301,0.5,0,3,2,0.162869162,24,21.63076923,16,12,13,118,113,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1295",144303,144302,0.5,0,3,2,-0.532514927,22,21.25472411,16,11,15,114,115,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1296",144602,144601,0.25,0,2,1,-0.111181095,24,31.70673469,13,NA,13,104,88,2,1,-0.111181095,19,19.08142857,17,NA,11,102,95
"1297",144603,144601,0.25,0,2,1,-0.111181095,24,31.70673469,13,NA,13,104,88,2,1,NA,NA,33.65331318,NA,NA,NA,95,88
"1298",144603,144602,0.5,0,2,1,-0.111181095,19,19.08142857,17,NA,11,102,95,2,1,NA,NA,33.65331318,NA,NA,NA,95,88
"1299",145102,145101,0.5,0,1,2,-1.227899017,28,43.45337275,NA,11,NA,102,104,1,2,-1.575591062,26,39.05555556,NA,11,21,94,89
"1300",145103,145101,0.5,0,1,2,-1.227899017,28,43.45337275,NA,11,NA,102,104,1,2,NA,16,25.77666667,NA,11,16,65,75
"1301",145103,145102,0.5,0,1,2,-1.575591062,26,39.05555556,NA,11,21,94,89,1,2,NA,16,25.77666667,NA,11,16,65,75
"1302",145402,145401,0.5,0,1,1,-1.091366757,21,29.75495656,17,NA,14,98,109,1,2,-0.184822883,23,30.89355469,18,14,14,95,102
"1303",145502,145501,0.5,0,3,2,-1.227899017,35,26.44987907,16,14,16,81,84,3,1,-1.091366757,30,27.40588104,18,NA,13,84,81
"1304",145503,145501,0.5,0,3,2,-1.227899017,35,26.44987907,16,14,16,81,84,3,2,-0.880206972,30,18.0665155,16,13,16,88,77
"1305",145503,145502,0.5,0,3,1,-1.091366757,30,27.40588104,18,NA,13,84,81,3,2,-0.880206972,30,18.0665155,16,13,16,88,77
"1306",145504,145501,0.5,0,3,2,-1.227899017,35,26.44987907,16,14,16,81,84,3,2,-1.575591062,29,31.24444444,15,12,14,89,86
"1307",145504,145502,0.5,0,3,1,-1.091366757,30,27.40588104,18,NA,13,84,81,3,2,-1.575591062,29,31.24444444,15,12,14,89,86
"1308",145504,145503,0.5,0,3,2,-0.880206972,30,18.0665155,16,13,16,88,77,3,2,-1.575591062,29,31.24444444,15,12,14,89,86
"1309",146002,146001,0.75,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1310",146003,146001,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1311",146003,146002,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1312",146902,146901,NA,0,3,1,NA,13,26.94604492,NA,NA,NA,105,117,3,1,NA,27,26.38393695,NA,NA,10,99,113
"1313",146903,146901,0.25,0,3,1,NA,13,26.94604492,NA,NA,NA,105,117,3,1,0.215547459,25,26.49672684,14,NA,13,97,119
"1314",146903,146902,0.25,0,3,1,NA,27,26.38393695,NA,NA,10,99,113,3,1,0.215547459,25,26.49672684,14,NA,13,97,119
"1315",147002,147001,0.5,0,3,2,-1.227899017,30,24.56060199,15,11,15,104,111,3,1,-0.111181095,27,23.67244898,15,NA,15,NA,93
"1316",147402,147401,0.5,0,3,1,-0.111181095,24,25.68102041,16,NA,16,107,116,3,2,0.510561207,23,27.43572085,19,11,13,112,114
"1317",147802,147801,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"1318",148202,148201,0.25,0,2,1,0.542276012,30,21.61575084,13,NA,13,87,92,2,2,2.249021432,30,20.22915354,17,16,15,103,103
"1319",148203,148201,0.25,0,2,1,0.542276012,30,21.61575084,13,NA,13,87,92,2,2,1.205945297,28,27.82201557,17,12,17,79,79
"1320",148203,148202,0.5,0,2,2,2.249021432,30,20.22915354,17,16,15,103,103,2,2,1.205945297,28,27.82201557,17,12,17,79,79
"1321",148902,148901,0.25,0,2,1,NA,27,27.12191358,NA,NA,NA,89,69,2,1,0.542276012,21,36.61458333,15,NA,12,75,65
"1322",148903,148901,0.25,0,2,1,NA,27,27.12191358,NA,NA,NA,89,69,2,1,0.215547459,21,22.31303313,17,NA,15,84,65
"1323",148903,148902,0.25,0,2,1,0.542276012,21,36.61458333,15,NA,12,75,65,2,1,0.215547459,21,22.31303313,17,NA,15,84,65
"1324",148904,148901,0.25,0,2,1,NA,27,27.12191358,NA,NA,NA,89,69,2,2,NA,18,22.59412305,18,14,16,84,92
"1325",148904,148902,0.25,0,2,1,0.542276012,21,36.61458333,15,NA,12,75,65,2,2,NA,18,22.59412305,18,14,16,84,92
"1326",148904,148903,0.5,0,2,1,0.215547459,21,22.31303313,17,NA,15,84,65,2,2,NA,18,22.59412305,18,14,16,84,92
"1327",149102,149101,0.5,0,2,2,1.205945297,27,36.48788927,16,16,16,87,118,2,2,1.901329387,25,25.8244898,20,13,18,90,95
"1328",149302,149301,0.5,0,3,1,-0.764638203,26,21.41041798,NA,NA,12,102,114,3,1,0.215547459,21,22.31303313,NA,NA,14,93,109
"1329",149402,149401,0.25,0,3,2,-0.880206972,27,23.77471384,13,13,13,112,112,3,1,0.542276012,23,37.97067901,16,NA,14,114,101
"1330",149403,149401,0.25,0,3,2,-0.880206972,27,23.77471384,13,13,13,112,112,3,1,-1.091366757,22,25.8398307,14,NA,12,103,111
"1331",149403,149402,0.5,0,3,1,0.542276012,23,37.97067901,16,NA,14,114,101,3,1,-1.091366757,22,25.8398307,14,NA,12,103,111
"1332",149502,149501,0.5,0,3,2,-0.184822883,30,45.13891602,18,12,16,103,93,3,2,-0.184822883,26,41.19140625,NA,14,16,93,114
"1333",149802,149801,0.5,0,3,1,-0.111181095,19,31.56326531,13,NA,NA,107,123,3,2,NA,15,20.59570313,NA,11,14,98,112
"1334",149902,149901,0.5,0,3,2,0.858253252,24,39.15125863,18,12,16,102,102,3,1,0.215547459,21,27.89129141,NA,NA,15,113,109
"1335",150202,150201,0.5,0,3,1,NA,17,22.3755787,NA,NA,17,135,131,3,2,NA,15,23.29467456,NA,11,NA,113,120
"1336",150203,150201,0.5,0,3,1,NA,17,22.3755787,NA,NA,17,135,131,3,2,NA,NA,NA,NA,11,NA,112,99
"1337",150203,150202,0.5,0,3,2,NA,15,23.29467456,NA,11,NA,113,120,3,2,NA,NA,NA,NA,11,NA,112,99
"1338",150204,150201,0.5,0,3,1,NA,17,22.3755787,NA,NA,17,135,131,3,2,NA,NA,NA,NA,NA,NA,116,121
"1339",150204,150202,0.5,0,3,2,NA,15,23.29467456,NA,11,NA,113,120,3,2,NA,NA,NA,NA,NA,NA,116,121
"1340",150204,150203,0.5,0,3,2,NA,NA,NA,NA,11,NA,112,99,3,2,NA,NA,NA,NA,NA,NA,116,121
"1341",150702,150701,0.25,0,3,1,0.869004566,23,25.0647401,NA,NA,16,NA,NA,3,1,NA,15,27.49511111,NA,NA,14,112,116
"1342",151202,151201,0.5,0,3,1,NA,18,27.89129141,NA,NA,12,102,120,3,1,NA,15,25.8398307,NA,NA,13,118,125
"1343",151702,151701,0.25,0,2,1,NA,16,23.88521579,12,NA,NA,74,80,2,2,NA,10,NA,NA,NA,NA,75,84
"1344",151703,151701,0.25,0,2,1,NA,16,23.88521579,12,NA,NA,74,80,2,2,NA,9,NA,NA,NA,NA,75,99
"1345",151703,151702,0.5,0,2,2,NA,10,NA,NA,NA,NA,75,84,2,2,NA,9,NA,NA,NA,NA,75,99
"1346",151902,151901,0.25,0,2,1,NA,11,18.18103448,NA,NA,NA,72,65,2,2,-0.184822883,20,29.17724609,18,12,18,80,80
"1347",151903,151901,0.25,0,2,1,NA,11,18.18103448,NA,NA,NA,72,65,2,1,1.19573312,21,24.39189189,17,NA,15,75,77
"1348",151903,151902,0.5,0,2,2,-0.184822883,20,29.17724609,18,12,18,80,80,2,1,1.19573312,21,24.39189189,17,NA,15,75,77
