"","Subject2Tag","Subject1Tag","R","MultipleBirth","Race_1","Gender_1","HtSt19to25_1","AgeHt_1","Bmi_1","Afi_1","Afm_1","Afd_1","MathStd_1","ReadRecStd_1","Race_2","Gender_2","HtSt19to25_2","AgeHt_2","Bmi_2","Afi_2","Afm_2","Afd_2","MathStd_2","ReadRecStd_2"
"25",4304,4303,0.5,0,3,2,NA,NA,NA,NA,NA,NA,115,91,3,2,NA,NA,NA,NA,NA,NA,82,94
"26",4402,4401,0.5,0,3,2,NA,26,26.56840514,15,12,14,112,110,3,2,-0.184822883,22,20.59570313,16,12,13,100,112
"27",4602,4601,0.5,0,3,2,NA,13,18.55138889,NA,11,NA,112,97,3,2,NA,9,19.27055892,NA,NA,NA,117,118
"28",4902,4901,0.5,0,3,1,0.542276012,25,26.44386574,18,NA,12,126,105,3,1,-0.437909649,20,23.62528881,NA,NA,12,98,82
"29",5002,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,18,27.52874228,15,NA,13,113,121
"30",5003,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"31",5003,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"32",5004,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"33",5004,5003,0.5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"34",5004,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"35",5005,5002,0.5,0,3,1,NA,18,27.52874228,15,NA,13,113,121,3,2,NA,15,26.62878788,NA,13,NA,103,123
"36",5005,5001,0.25,0,3,1,NA,16,20.6721277,16,NA,10,111,112,3,2,NA,15,26.62878788,NA,13,NA,103,123
"37",5005,5003,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,15,26.62878788,NA,13,NA,103,123
"38",5005,5004,0.5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,15,26.62878788,NA,13,NA,103,123
"39",5702,5701,0.25,0,3,1,0.215547459,28,22.31303313,17,NA,14,135,135,3,1,NA,9,38.29085084,NA,NA,NA,NA,NA
"40",5703,5701,0.25,0,3,1,0.215547459,28,22.31303313,17,NA,14,135,135,3,2,NA,6,NA,NA,NA,NA,NA,NA
"41",5703,5702,0.5,0,3,1,NA,9,38.29085084,NA,NA,NA,NA,NA,3,2,NA,6,NA,NA,NA,NA,NA,NA
"42",5802,5801,0.5,0,3,2,-1.227899017,26,22.48239721,17,12,16,114,119,3,2,0.510561207,24,21.4644169,16,12,14,122,115
"43",5803,5801,0.5,0,3,2,-1.227899017,26,22.48239721,17,12,16,114,119,3,1,-0.111181095,19,25.8244898,18,NA,13,112,123
"44",5803,5802,0.5,0,3,2,0.510561207,24,21.4644169,16,12,14,122,115,3,1,-0.111181095,19,25.8244898,18,NA,13,112,123
"45",6102,6101,0.5,0,3,2,NA,14,18.28824142,NA,13,13,111,116,3,1,NA,NA,24.59475219,NA,NA,NA,135,114
"46",6103,6101,0.5,0,3,2,NA,14,18.28824142,NA,13,13,111,116,3,1,NA,NA,NA,NA,NA,NA,NA,NA
